Time (sec),S:Load (lbs),S:HL1 (DIM),S:LVDT (in),S:Position (in),Ch:Position (mm),Ch:Load (N),Ch:Stress (MPa),Ch:Strain (mm/mm),Ch:HL1 (DIM),Set Point (),Cycles ()
0.110000,0.001122,-274.936768,-0.004786,-0.004731,-0.120172,0.004989,0.000254,-1.201715,-274.936768,-0.119972,0.000000
0.120000,-0.003723,-274.936768,-0.004781,-0.004731,-0.120172,-0.016561,-0.000844,-1.201715,-274.936768,-0.119972,0.000000
0.130000,-0.014519,-274.981232,-0.004777,-0.004731,-0.120172,-0.064583,-0.003290,-1.201715,-274.981232,-0.119972,0.000000
0.140000,-0.002602,-274.936768,-0.004773,-0.004731,-0.120172,-0.011573,-0.000590,-1.201715,-274.936768,-0.119972,0.000000
0.150000,-0.003349,-275.025726,-0.004781,-0.004731,-0.120172,-0.014898,-0.000759,-1.201715,-275.025726,-0.119972,0.000000
0.160000,0.005959,-274.936768,-0.004790,-0.004731,-0.120172,0.026505,0.001350,-1.201715,-274.936768,-0.119972,0.000000
0.170000,0.000748,-274.936768,-0.004781,-0.004731,-0.120172,0.003326,0.000169,-1.201715,-274.936768,-0.119972,0.000000
0.180000,0.004471,-274.936768,-0.004790,-0.004731,-0.120172,0.019887,0.001013,-1.201715,-274.936768,-0.119972,0.000000
0.190000,-0.000374,-274.936768,-0.004786,-0.004731,-0.120172,-0.001663,-0.000085,-1.201715,-274.936768,-0.119972,0.000000
0.200000,-0.010422,-274.981232,-0.004786,-0.004731,-0.120172,-0.046358,-0.002362,-1.201715,-274.981232,-0.119972,0.000000
0.210000,-0.005959,-274.892273,-0.004777,-0.004731,-0.120172,-0.026505,-0.001350,-1.201715,-274.892273,-0.119972,0.000000
0.220000,-0.000374,-274.981232,-0.004790,-0.004731,-0.120172,-0.001663,-0.000085,-1.201715,-274.981232,-0.119972,0.000000
0.230000,-0.001114,-274.981232,-0.004786,-0.004731,-0.120172,-0.004955,-0.000252,-1.201715,-274.981232,-0.119972,0.000000
0.240000,-0.004837,-274.936768,-0.004790,-0.004731,-0.120172,-0.021516,-0.001096,-1.201715,-274.936768,-0.119972,0.000000
