Iteration,Experiment Index,Observed Instability Index,LCB Score,Mean Prediction,Standard Deviation,Min Instability Index in Dataset,Stopping Reason
0,53,374938,,,,23707,Initial selection
1,26,1267615,-931.9690183755873,16.761711705985274,316.2435766938575,23707,Continuing
2,7,144556,216034.58306771223,216309.5121245996,91.64301896245652,23707,Continuing
3,8,351227,144630.1017078968,144643.513774215,4.4706887727386775,23707,Continuing
4,0,480185,224111.70824074655,225015.3518189788,301.2145260774086,23707,Continuing
5,65,349707,263689.86668786895,263739.81325640506,16.648856178700942,23707,Continuing
6,109,452558,-943.9322204821149,4.798510513393586,316.2435769985028,23707,Continuing
7,3,239852,361.9893875273676,1310.7174040592395,316.2426721772906,23707,Continuing
8,21,1167261,7981.063164727458,8929.647075226389,316.19463683297687,23707,Continuing
9,17,1103450,178753.08870047017,179506.91608995653,251.27579649545373,23707,Continuing
10,47,416405,168017.84126485398,168750.27899336192,244.14590950264645,23707,Continuing
11,34,287734,171278.69927776814,171916.4986069371,212.59977638964753,23707,Continuing
12,90,318600,238184.38841353444,238255.11223619804,23.57460755453481,23707,Continuing
13,25,876981,43765.5644461327,44713.978395947044,316.13798327144593,23707,Continuing
14,32,207474,-15552.020051780099,-15067.430959800258,161.5296973266136,23707,Continuing
15,5,253423,66220.64636924348,66820.91174843581,200.08845973077962,23707,Continuing
16,9,914156,78630.82982448823,79577.50986028332,315.5600119316967,23707,Continuing
17,63,300244,117168.09982510892,117236.31033686374,22.736837251608442,23707,Continuing
18,2,144074,-4015.534387559457,-3081.2808823169726,311.4178350808281,23707,Continuing
19,23,1281399,-728.560474475689,220.17024732480326,316.24357393349743,23707,Continuing
20,13,714735,-617.5942019418683,331.1364510429066,316.243550994925,23707,Continuing
21,81,489801,36400.47600470858,37344.575355628906,314.6997836401075,23707,Continuing
22,101,239057,66640.17049599244,67572.64389355287,310.82446585347856,23707,Continuing
23,62,40621,81305.62140952576,81627.47433101357,107.28430716260213,23707,Continuing
24,36,190636,43011.05382194511,43149.24190688657,46.06269498048623,23707,Continuing
25,11,284710,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
26,15,102012,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
27,19,446747,-938.3141708069733,10.416559971336211,316.2435769261032,23707,Continuing
28,28,57484,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
29,30,209698,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
30,33,132665,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
31,38,224858,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
32,39,98773,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
33,40,343647,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
34,41,370439,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
35,42,482218,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
36,43,228347,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
37,44,299002,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
38,45,481313,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
39,77,476197,-679.2603939719766,269.4699435407239,316.2434458375668,23707,Continuing
40,48,404845,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
41,49,234879,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
42,79,548909,506.55645340547653,1455.2770075366057,316.24018471037635,23707,Continuing
43,50,199330,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
44,51,293210,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
45,54,376516,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
46,56,133495,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
47,57,237318,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
48,128,258154,2834.5025219411827,3783.2256058289036,316.2410279625737,23707,Continuing
49,58,221696,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
50,59,123157,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
51,106,437082,5169.8887510686955,6118.536111941785,316.2157869576965,23707,Continuing
52,105,141683,10602.078305642737,11549.87924186985,315.9336454090377,23707,Continuing
53,110,794499,12404.384063482361,13352.82050311275,316.14547987679686,23707,Continuing
54,60,38893,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
55,61,449878,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
56,64,269180,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
57,66,284939,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
58,67,227835,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
59,68,180293,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
60,69,252077,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
61,70,286563,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
62,71,87667,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
63,72,339668,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
64,73,96638,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
65,74,140574,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
66,75,59256,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
67,76,272660,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
68,78,127394,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
69,80,438903,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
70,82,252642,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
71,84,24723,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
72,85,27122,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
73,86,91681,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
74,88,132641,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
75,89,120257,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
76,103,145224,-806.7234275323553,141.94835297109907,316.2239268344848,23707,Continuing
77,100,175885,186.47397550670814,1135.1419384439391,316.2226543124103,23707,Continuing
78,91,225170,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
79,92,261756,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
80,93,211852,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
81,94,136004,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
82,102,129483,1305.4699760568597,2254.098490992874,316.2095049786714,23707,Continuing
83,111,375241,3766.004443554159,4714.691547384063,316.22903460996787,23707,Continuing
84,98,147202,17102.175451270647,18043.33281417708,313.71912096881147,23707,Continuing
85,95,163985,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
86,96,383479,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
87,97,206695,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
88,99,192477,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
89,104,208028,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
90,107,701140,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
91,108,719564,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
92,116,26197,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
93,120,91655,-948.7307310296214,0.0,316.24357700987383,23707,Continuing
94,132,503950,-948.7307310296214,1.2267590776969128e-212,316.24357700987383,23707,Continuing
95,112,23707,24709.08064696367,24722.4967095069,4.472020847743176,23707,Min instability reached
