Iteration,Experiment Index,Observed Instability Index,LCB Score,Mean Prediction,Standard Deviation,Min Instability Index in Dataset,Stopping Reason
0,97,206695,,,,23707,Initial selection
1,26,1267615,-626.9288211362685,5.558332654787298,316.2435768955279,23707,Continuing
2,7,144556,102949.91791407284,103483.31101649997,266.6965512135654,23707,Continuing
3,0,480185,125198.6701726351,125630.97515952894,216.15249344692324,23707,Continuing
4,5,253423,121052.92887272133,121240.46631192052,93.7687195995983,23707,Continuing
5,81,489801,143091.03595580033,143612.5503264644,260.7571853320449,23707,Continuing
6,8,351227,144570.8452448304,144579.78896445635,4.471859812977949,23707,Continuing
7,3,239852,195450.9747206108,195475.5959018469,12.310590618045767,23707,Continuing
8,17,1103450,40919.78847856831,41551.419199192846,315.81536031226597,23707,Continuing
9,62,40621,151146.3846536203,151243.0212994718,48.318322925743985,23707,Continuing
10,61,449878,19416.921270090574,19537.823927454767,60.451328682097326,23707,Continuing
11,30,209698,-25878.771301106284,-25430.465859623164,224.15272074155934,23707,Continuing
12,9,914156,-632.4871540197477,2.571813360622166e-33,316.24357700987383,23707,Continuing
13,11,284710,-632.4871540197477,9.428667259940246e-28,316.24357700987383,23707,Continuing
14,13,714735,-632.4871540197477,1.9944965736347022e-23,316.24357700987383,23707,Continuing
15,2,144074,-632.4871540197477,0.0,316.24357700987383,23707,Continuing
16,86,91681,-632.487154019752,-4.301932689574066e-12,316.24357700987383,23707,Continuing
17,19,446747,-632.4871540197477,1.1018295437994898e-303,316.24357700987383,23707,Continuing
18,21,1167261,-632.4871540197477,2.3928435095865684e-281,316.24357700987383,23707,Continuing
19,23,1281399,-632.4871540197477,0.0,316.24357700987383,23707,Continuing
20,25,876981,-632.4871540197477,1.2566297216921515e-303,316.24357700987383,23707,Continuing
21,34,287734,-632.4871540197477,1.615028581256858e-66,316.24357700987383,23707,Continuing
22,38,224858,-632.4871540197477,3.797331967951849e-72,316.24357700987383,23707,Continuing
23,39,98773,-632.4871540197477,3.09430434113263e-16,316.24357700987383,23707,Continuing
24,41,370439,-632.4871540197477,6.653626690414405e-19,316.24357700987383,23707,Continuing
25,42,482218,-632.4871540197477,8.893509564771018e-40,316.24357700987383,23707,Continuing
26,43,228347,-632.4871540197477,8.668488848587497e-31,316.24357700987383,23707,Continuing
27,47,416405,-632.4871540197477,2.486034411589765e-39,316.24357700987383,23707,Continuing
28,50,199330,-632.4871540197477,7.891208681926492e-20,316.24357700987383,23707,Continuing
29,75,59256,-632.4871540197477,2.1880205547395117e-15,316.24357700987383,23707,Continuing
30,76,272660,-632.4871540197477,9.325178836206169e-18,316.24357700987383,23707,Continuing
31,77,476197,-632.4871540197477,8.631222149831566e-52,316.24357700987383,23707,Continuing
32,78,127394,-632.4871540197477,2.671991611073944e-26,316.24357700987383,23707,Continuing
33,79,548909,-632.4871540197477,6.968144950791207e-49,316.24357700987383,23707,Continuing
34,82,252642,-632.4871540197477,8.529274829028107e-72,316.24357700987383,23707,Continuing
35,110,794499,-632.4871540197477,8.854685945646355e-16,316.24357700987383,23707,Continuing
36,128,258154,-632.4871540197477,1.1617317062968026e-20,316.24357700987383,23707,Continuing
37,64,269180,-632.4871540197472,4.572657100896455e-13,316.24357700987383,23707,Continuing
38,92,261756,-632.4871540197468,8.597940447651541e-13,316.24357700987383,23707,Continuing
39,56,133495,-632.4871540165343,3.213327840413851e-09,316.24357700987383,23707,Continuing
40,80,438903,-632.4871540087534,1.0994335875417726e-08,316.24357700987383,23707,Continuing
41,100,175885,-632.4871537858568,2.3389092069807406e-07,316.24357700987383,23707,Continuing
42,54,376516,-632.4871531982917,8.214559079386496e-07,316.24357700987383,23707,Continuing
43,106,437082,-632.4871490660709,4.953676850681902e-06,316.24357700987383,23707,Continuing
44,44,299002,-632.4855890570929,0.0015649626548134858,316.24357700987383,23707,Continuing
45,74,140574,-632.4849905639425,0.002163455805178454,316.24357700987383,23707,Continuing
46,33,132665,-632.4845781791195,0.002575840628188641,316.24357700987383,23707,Continuing
47,65,349707,-632.4841109938529,0.003043025894741873,316.24357700987383,23707,Continuing
48,15,102012,-632.4871540197477,0.0,316.24357700987383,23707,Continuing
49,48,404845,-632.4832692087292,0.0038848110184685597,316.24357700987383,23707,Continuing
50,49,234879,-632.4762142182399,0.010939801507055438,316.2435770098735,23707,Continuing
51,111,375241,-632.475223547024,0.011930472723410903,316.2435770098737,23707,Continuing
52,72,339668,-632.4672470814955,0.019906938239647478,316.2435770098676,23707,Continuing
53,60,38893,-215085.58549643084,-214809.1272729163,138.22911175727418,23707,Continuing
54,28,57484,-632.4871540197477,0.0,316.24357700987383,23707,Continuing
55,32,207474,-632.4871540197477,0.0,316.24357700987383,23707,Continuing
