Iteration,Experiment Index,Observed Instability Index,LCB Score,Mean Prediction,Standard Deviation,Min Instability Index in Dataset,Stopping Reason
0,28,57484,,,,23707,Initial selection
1,26,1267615,-315.7051968693837,0.5383801266201559,316.24357699600387,23707,Continuing
2,7,144556,25755.32177024042,26069.575741694985,314.25397145456543,23707,Continuing
3,0,480185,27353.224753358347,27461.191397140556,107.96664378221001,23707,Continuing
4,110,794499,-316.24357649455874,5.153150840209266e-07,316.24357700987383,23707,Continuing
5,91,225170,-313.58861899923994,2.65495800890266,316.2435770081426,23707,Continuing
6,81,489801,-267.5238000970411,48.71976833767141,316.24356843471253,23707,Continuing
7,36,190636,-152.284149684178,158.6125893003398,310.8967389845178,23707,Continuing
8,17,1103450,-80.40223194434861,235.84133113249976,316.2435630768484,23707,Continuing
9,58,221696,38995.029252269815,39011.08377779459,16.054525524777578,23707,Continuing
10,9,914156,-316.24357700987383,2.681600402100712e-37,316.24357700987383,23707,Continuing
11,11,284710,-316.24357700987383,5.827259370228742e-16,316.24357700987383,23707,Continuing
12,13,714735,-316.24357700987383,1.4297823722322408e-17,316.24357700987383,23707,Continuing
13,21,1167261,-316.24357700987383,9.415172464135888e-33,316.24357700987383,23707,Continuing
14,23,1281399,-316.24357700987383,2.6612699394884053e-39,316.24357700987383,23707,Continuing
15,25,876981,-316.24357700987383,2.5220887065772236e-35,316.24357700987383,23707,Continuing
16,69,252077,-140490.01145556424,-140276.3561173851,213.6553381791405,23707,Continuing
17,43,228347,-316.24357700987383,1.2340274732170421e-16,316.24357700987383,23707,Continuing
18,57,237318,-81134.15470748815,-81070.80763646043,63.34707102772004,23707,Continuing
19,105,141683,-316.2435769377764,7.209738336012473e-08,316.24357700987383,23707,Continuing
20,77,476197,-316.2435768670127,1.4286117051033204e-07,316.24357700987383,23707,Continuing
21,93,211852,-316.2404676882554,0.0031093216184271246,316.24357700987383,23707,Continuing
22,47,416405,-316.2383832718553,0.005193738018454594,316.2435770098738,23707,Continuing
23,54,376516,-316.2213448685877,0.02223214128588394,316.2435770098736,23707,Continuing
24,19,446747,-316.21546136764147,0.02811564223220577,316.24357700987366,23707,Continuing
25,71,87667,35098.872136036975,35190.64085352957,91.7687174925977,23707,Continuing
26,29,286689,57749.43331515374,57753.90247310442,4.4691579506733285,23707,Continuing
27,101,239057,-16525.10504563554,-16476.990721821785,48.11432381375571,23707,Continuing
28,38,224858,79318.77885206288,79614.50222995302,295.7233778901481,23707,Continuing
29,39,98773,84115.81549594385,84137.38102891622,21.56553297236735,23707,Continuing
30,44,299002,95404.82889261922,95668.291013816,263.4621211967823,23707,Continuing
31,42,482218,103364.04005151411,103665.22274652173,301.182695007622,23707,Continuing
