Iteration,Experiment Index,Observed Instability Index,LCB Score,Mean Prediction,Standard Deviation,Min Instability Index in Dataset,Stopping Reason
0,53,374938,,,,23707,Initial selection
1,26,1267615,-1248.2125950694447,16.761711705985274,316.2435766938575,23707,Continuing
2,7,144556,215942.94004874976,216309.5121245996,91.64301896245652,23707,Continuing
3,8,351227,144625.63101912406,144643.513774215,4.4706887727386775,23707,Continuing
4,0,480185,223810.49371466917,225015.3518189788,301.2145260774086,23707,Continuing
5,65,349707,263673.2178316903,263739.81325640506,16.648856178700942,23707,Continuing
6,109,452558,-1260.1757974806176,4.798510513393586,316.2435769985028,23707,Continuing
7,3,239852,45.74671535007701,1310.7174040592395,316.2426721772906,23707,Continuing
8,21,1167261,7664.868527894481,8929.647075226389,316.19463683297687,23707,Continuing
9,17,1103450,178501.81290397473,179506.91608995653,251.27579649545373,23707,Continuing
10,47,416405,167773.69535535134,168750.27899336192,244.14590950264645,23707,Continuing
11,34,287734,171066.0995013785,171916.4986069371,212.59977638964753,23707,Continuing
12,90,318600,238160.8138059799,238255.11223619804,23.57460755453481,23707,Continuing
13,25,876981,43449.42646286126,44713.978395947044,316.13798327144593,23707,Continuing
14,32,207474,-15713.549749106713,-15067.430959800258,161.5296973266136,23707,Continuing
15,5,253423,66020.55790951269,66820.91174843581,200.08845973077962,23707,Continuing
16,9,914156,78315.26981255654,79577.50986028332,315.5600119316967,23707,Continuing
17,63,300244,117145.36298785731,117236.31033686374,22.736837251608442,23707,Continuing
18,2,144074,-4326.952222640285,-3081.2808823169726,311.4178350808281,23707,Continuing
19,23,1281399,-1044.8040484091864,220.17024732480326,316.24357393349743,23707,Continuing
20,13,714735,-933.8377529367933,331.1364510429066,316.243550994925,23707,Continuing
21,81,489801,36085.776221068474,37344.575355628906,314.6997836401075,23707,Continuing
22,101,239057,66329.34603013896,67572.64389355287,310.82446585347856,23707,Continuing
23,62,40621,81198.33710236316,81627.47433101357,107.28430716260213,23707,Continuing
24,36,190636,42964.991126964625,43149.24190688657,46.06269498048623,23707,Continuing
25,11,284710,-1264.9743080394953,0.0,316.24357700987383,23707,Continuing
26,15,102012,-1264.9743080394953,0.0,316.24357700987383,23707,Continuing
27,19,446747,-1254.5577477330764,10.416559971336211,316.2435769261032,23707,Continuing
28,28,57484,-1264.9743080394953,0.0,316.24357700987383,23707,Continuing
29,30,209698,-1264.9743080394953,0.0,316.24357700987383,23707,Continuing
30,33,132665,-1264.9743080394953,0.0,316.24357700987383,23707,Continuing
31,38,224858,-1264.9743080394953,0.0,316.24357700987383,23707,Continuing
32,39,98773,-1264.9743080394953,0.0,316.24357700987383,23707,Continuing
33,40,343647,-1264.9743080394953,0.0,316.24357700987383,23707,Continuing
34,41,370439,-1264.9743080394953,0.0,316.24357700987383,23707,Continuing
35,42,482218,-1264.9743080394953,0.0,316.24357700987383,23707,Continuing
36,43,228347,-1264.9743080394953,0.0,316.24357700987383,23707,Continuing
37,44,299002,-1264.9743080394953,0.0,316.24357700987383,23707,Continuing
38,45,481313,-1264.9743080394953,0.0,316.24357700987383,23707,Continuing
39,77,476197,-995.5038398095434,269.4699435407239,316.2434458375668,23707,Continuing
40,48,404845,-1264.9743080394953,0.0,316.24357700987383,23707,Continuing
41,49,234879,-1264.9743080394953,0.0,316.24357700987383,23707,Continuing
42,79,548909,190.31626869510023,1455.2770075366057,316.24018471037635,23707,Continuing
43,50,199330,-1264.9743080394953,0.0,316.24357700987383,23707,Continuing
44,51,293210,-1264.9743080394953,0.0,316.24357700987383,23707,Continuing
45,54,376516,-1264.9743080394953,0.0,316.24357700987383,23707,Continuing
46,56,133495,-1264.9743080394953,0.0,316.24357700987383,23707,Continuing
47,57,237318,-1264.9743080394953,0.0,316.24357700987383,23707,Continuing
48,128,258154,2518.261493978609,3783.2256058289036,316.2410279625737,23707,Continuing
49,58,221696,-1264.9743080394953,0.0,316.24357700987383,23707,Continuing
50,59,123157,-1264.9743080394953,0.0,316.24357700987383,23707,Continuing
51,106,437082,4853.672964110999,6118.536111941785,316.2157869576965,23707,Continuing
52,105,141683,10286.1446602337,11549.87924186985,315.9336454090377,23707,Continuing
53,110,794499,12088.238583605564,13352.82050311275,316.14547987679686,23707,Continuing
54,60,38893,-1264.9743080394953,0.0,316.24357700987383,23707,Continuing
55,61,449878,-1264.9743080394953,0.0,316.24357700987383,23707,Continuing
56,64,269180,-1264.9743080394953,0.0,316.24357700987383,23707,Continuing
57,66,284939,-1264.9743080394953,0.0,316.24357700987383,23707,Continuing
58,67,227835,-1264.9743080394953,0.0,316.24357700987383,23707,Continuing
59,68,180293,-1264.9743080394953,0.0,316.24357700987383,23707,Continuing
60,69,252077,-1264.9743080394953,0.0,316.24357700987383,23707,Continuing
61,70,286563,-1264.9743080394953,0.0,316.24357700987383,23707,Continuing
62,71,87667,-1264.9743080394953,0.0,316.24357700987383,23707,Continuing
63,72,339668,-1264.9743080394953,0.0,316.24357700987383,23707,Continuing
64,73,96638,-1264.9743080394953,0.0,316.24357700987383,23707,Continuing
65,74,140574,-1264.9743080394953,0.0,316.24357700987383,23707,Continuing
66,75,59256,-1264.9743080394953,0.0,316.24357700987383,23707,Continuing
67,76,272660,-1264.9743080394953,0.0,316.24357700987383,23707,Continuing
68,78,127394,-1264.9743080394953,0.0,316.24357700987383,23707,Continuing
69,80,438903,-1264.9743080394953,0.0,316.24357700987383,23707,Continuing
70,82,252642,-1264.9743080394953,0.0,316.24357700987383,23707,Continuing
71,84,24723,-1264.9743080394953,0.0,316.24357700987383,23707,Continuing
72,85,27122,-1264.9743080394953,0.0,316.24357700987383,23707,Continuing
73,86,91681,-1264.9743080394953,0.0,316.24357700987383,23707,Continuing
74,88,132641,-1264.9743080394953,0.0,316.24357700987383,23707,Continuing
75,89,120257,-1264.9743080394953,0.0,316.24357700987383,23707,Continuing
76,103,145224,-1122.9473543668403,141.94835297109907,316.2239268344848,23707,Continuing
