Iteration,Experiment Index,Observed Instability Index,LCB Score,Mean Prediction,Standard Deviation,Min Instability Index in Dataset,Stopping Reason
0,107,701140,,,,23707,Initial selection
1,26,1267615,5629.081710639013,5629.081710639013,316.2333848944462,23707,Continuing
2,7,144556,212866.58995222425,212866.58995222425,255.57384366264063,23707,Continuing
3,8,351227,144565.50435305532,144565.50435305532,4.471969475585485,23707,Continuing
4,0,480185,254436.41701850295,254436.41701850295,224.10106638699847,23707,Continuing
5,65,349707,259531.6697270827,259531.6697270827,15.448864666369373,23707,Continuing
6,91,225170,5.0546542217414816e-06,5.0546542217414816e-06,316.24357700987383,23707,Continuing
7,21,1167261,0.0008083030540008008,0.0008083030540008008,316.24357700987383,23707,Continuing
8,63,300244,88429.48485817015,88429.48485817015,142.6153743446198,23707,Continuing
9,64,269180,218046.9255930208,218046.9255930208,9.428807580488918,23707,Continuing
10,17,1103450,57723.727983805555,57723.727983805555,314.90205601638684,23707,Continuing
11,92,261756,70101.94378229743,70101.94378229743,76.28248320579775,23707,Continuing
12,25,876981,0.03005933586538722,0.03005933586538722,316.24357700987383,23707,Continuing
13,95,163985,-25965.471262420746,-25965.471262420746,232.80647217938582,23707,Continuing
14,62,40621,131088.04917704948,131088.04917704948,45.40039857983292,23707,Continuing
15,15,102012,7.230402731538653e-05,7.230402731538653e-05,316.24357700987383,23707,Continuing
16,9,914156,0.00023263219627468997,0.00023263219627468997,316.24357700987383,23707,Continuing
17,88,132641,44057.72544393113,44057.72544393113,7.752738204640615,23707,Continuing
18,23,1281399,1.42137182235407e-13,1.42137182235407e-13,316.24357700987383,23707,Continuing
19,13,714735,0.0006057129150729089,0.0006057129150729089,316.24357700987383,23707,Continuing
20,19,446747,0.006229987585741514,0.006229987585741514,316.24357700987383,23707,Continuing
21,43,228347,0.07031772011774434,0.07031772011774434,316.2435770098653,23707,Continuing
22,103,145224,0.4048588248464075,0.4048588248464075,316.24357700979584,23707,Continuing
23,47,416405,15.194705826592326,15.194705826592326,316.243576717954,23707,Continuing
24,79,548909,24.657494300902272,24.657494300902272,316.2435718432563,23707,Continuing
25,84,24723,30.167507855932474,30.167507855932474,316.2435719728747,23707,Continuing
26,11,284710,30.30125707992992,30.30125707992992,316.24357677362946,23707,Continuing
27,45,481313,324.87098465598797,324.87098465598797,316.243410230223,23707,Continuing
28,112,23707,24726.597894989187,24726.597894989187,4.472021954994799,23707,Min instability reached
