Iteration,Experiment Index,Observed Instability Index,LCB Score,Mean Prediction,Standard Deviation,Min Instability Index in Dataset,Stopping Reason
0,117,38370,,,,23707,Initial selection
1,26,1267615,-30.846812013187506,0.7775456813066655,316.2435769449417,23707,Continuing
2,7,144556,-31.315469420506272,0.30888827945904507,316.24357699965316,23707,Continuing
3,0,480185,1589.0007084871024,1602.5045666324938,135.03858145391413,23707,Continuing
4,110,794499,-31.624345335518253,1.2365468100764426e-05,316.24357700986354,23707,Continuing
5,2,144074,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
6,34,287734,-31.624357700702557,2.8482761495115577e-10,316.24357700987383,23707,Continuing
7,81,489801,-31.624355647096586,2.0538907994960544e-06,316.24357700987383,23707,Continuing
8,3,239852,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
9,103,145224,-11708.952891485353,-11684.540885467195,244.12006018158084,23707,Continuing
10,17,1103450,-6.717482715837214,24.906874969612932,316.24357685450144,23707,Continuing
11,25,876981,31.581428210829486,63.20578587258646,316.2435766175697,23707,Continuing
12,28,57484,21499.085952007877,21502.548263391946,34.62311384067295,23707,Continuing
13,116,26197,39122.7709273874,39123.216008857155,4.450814697536863,23707,Continuing
14,118,107494,32658.673410838564,32659.060186855495,3.8677601693018193,23707,Continuing
15,67,227835,53400.010954742604,53400.44581955671,4.348648141126507,23707,Continuing
16,84,24723,-374.29099655879054,-342.6814811435761,316.09515415214446,23707,Continuing
17,5,253423,-31.624357700987385,4.4868774120773085e-263,316.24357700987383,23707,Continuing
18,9,914156,-31.624357700987385,1.0014216375276966e-32,316.24357700987383,23707,Continuing
19,11,284710,-31.624357700987385,1.4164233044419501e-50,316.24357700987383,23707,Continuing
20,13,714735,-31.624357700987385,8.021057665511101e-55,316.24357700987383,23707,Continuing
21,21,1167261,-31.624357700987385,1.5985894898215032e-94,316.24357700987383,23707,Continuing
22,23,1281399,-31.624357700987385,3.7062520529655075e-102,316.24357700987383,23707,Continuing
23,32,207474,-31.624357700987385,2.6294228019485776e-20,316.24357700987383,23707,Continuing
24,38,224858,-31.624357700987385,5.826346407683136e-22,316.24357700987383,23707,Continuing
25,44,299002,-31.624357700987385,8.109955668186566e-16,316.24357700987383,23707,Continuing
26,45,481313,-31.624357700987385,5.571600455145124e-18,316.24357700987383,23707,Continuing
27,47,416405,-31.624357700987385,8.105869593403337e-18,316.24357700987383,23707,Continuing
28,79,548909,-31.624357700987385,6.260189457717222e-16,316.24357700987383,23707,Continuing
29,19,446747,-31.624357700987353,3.079723165803995e-14,316.24357700987383,23707,Continuing
30,77,476197,-31.62435770098727,1.1389950456880245e-13,316.24357700987383,23707,Continuing
31,49,234879,-31.62435770061245,3.7493655164723153e-10,316.24357700987383,23707,Continuing
32,106,437082,-31.62435629531729,1.4056700930815335e-06,316.24357700987383,23707,Continuing
33,54,376516,-31.624355493637285,2.2073501012358385e-06,316.24357700987383,23707,Continuing
34,76,272660,-31.6240761522019,0.0002815487854850722,316.24357700987383,23707,Continuing
35,128,258154,-31.62288022659988,0.001477474387506477,316.24357700987383,23707,Continuing
36,109,452558,-31.621189762071456,0.0031679389159306112,316.24357700987383,23707,Continuing
37,105,141683,-31.509951134592978,0.11440656638866097,316.24357700981636,23707,Continuing
38,15,102012,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
39,63,300244,-31.313316393534823,0.31104130741766023,316.2435770095248,23707,Continuing
40,64,269180,-31.193329379099588,0.431028321852774,316.2435770095236,23707,Continuing
41,36,190636,-31.624357700987385,4.292597474918724e-52,316.24357700987383,23707,Continuing
42,30,209698,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
43,33,132665,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
44,39,98773,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
45,41,370439,-31.624357700987385,1.2725361054548398e-42,316.24357700987383,23707,Continuing
46,40,343647,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
47,43,228347,-31.624357700987385,1.0480643947852283e-22,316.24357700987383,23707,Continuing
48,42,482218,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
49,48,404845,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
50,50,199330,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
51,51,293210,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
52,53,374938,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
53,56,133495,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
54,74,140574,-92781.88169970822,-92753.61134827955,282.7035142866366,23707,Continuing
55,98,147202,14233.315605609389,14245.725802065572,124.10196456182767,23707,Continuing
56,57,237318,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
57,58,221696,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
58,59,123157,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
59,60,38893,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
60,61,449878,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
61,62,40621,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
62,65,349707,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
63,66,284939,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
64,68,180293,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
65,69,252077,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
66,70,286563,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
67,71,87667,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
68,72,339668,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
69,73,96638,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
70,75,59256,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
71,78,127394,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
72,80,438903,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
73,82,252642,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
74,85,27122,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
75,86,91681,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
76,88,132641,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
77,89,120257,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
78,90,318600,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
79,91,225170,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
80,92,261756,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
81,93,211852,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
82,94,136004,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
83,95,163985,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
84,96,383479,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
85,97,206695,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
86,99,192477,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
87,100,175885,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
88,101,239057,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
89,102,129483,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
90,104,208028,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
91,107,701140,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
92,108,719564,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
93,111,375241,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
94,120,91655,-31.624357700987385,0.0,316.24357700987383,23707,Continuing
95,132,503950,-31.624357700987385,1.2267590776969128e-212,316.24357700987383,23707,Continuing
96,112,23707,24720.080744789117,24720.527947205257,4.472024161394791,23707,Min instability reached
