Iteration,Experiment Index,Observed Instability Index,LCB Score,Mean Prediction,Standard Deviation,Min Instability Index in Dataset,Stopping Reason
0,97,206695,,,,23707,Initial selection
1,26,1267615,-152.56345579297664,5.558332654787298,316.2435768955279,23707,Continuing
2,7,144556,103349.96274089318,103483.31101649997,266.6965512135654,23707,Continuing
3,0,480185,125522.89891280548,125630.97515952894,216.15249344692324,23707,Continuing
4,5,253423,121193.58195212072,121240.46631192052,93.7687195995983,23707,Continuing
5,81,489801,143482.17173379837,143612.5503264644,260.7571853320449,23707,Continuing
6,8,351227,144577.55303454987,144579.78896445635,4.471859812977949,23707,Continuing
7,3,239852,195469.44060653786,195475.5959018469,12.310590618045767,23707,Continuing
8,17,1103450,41393.511519036714,41551.419199192846,315.81536031226597,23707,Continuing
9,62,40621,151218.8621380089,151243.0212994718,48.318322925743985,23707,Continuing
10,61,449878,19507.59826311372,19537.823927454767,60.451328682097326,23707,Continuing
11,30,209698,-25542.542219993942,-25430.465859623164,224.15272074155934,23707,Continuing
12,9,914156,-158.12178850493692,2.571813360622166e-33,316.24357700987383,23707,Continuing
13,11,284710,-158.12178850493692,9.428667259940246e-28,316.24357700987383,23707,Continuing
14,13,714735,-158.12178850493692,1.9944965736347022e-23,316.24357700987383,23707,Continuing
15,2,144074,-158.12178850493692,0.0,316.24357700987383,23707,Continuing
16,86,91681,-158.1217885049412,-4.301932689574066e-12,316.24357700987383,23707,Continuing
17,19,446747,-158.12178850493692,1.1018295437994898e-303,316.24357700987383,23707,Continuing
18,21,1167261,-158.12178850493692,2.3928435095865684e-281,316.24357700987383,23707,Continuing
19,23,1281399,-158.12178850493692,0.0,316.24357700987383,23707,Continuing
20,25,876981,-158.12178850493692,1.2566297216921515e-303,316.24357700987383,23707,Continuing
21,34,287734,-158.12178850493692,1.615028581256858e-66,316.24357700987383,23707,Continuing
22,38,224858,-158.12178850493692,3.797331967951849e-72,316.24357700987383,23707,Continuing
23,39,98773,-158.12178850493692,3.09430434113263e-16,316.24357700987383,23707,Continuing
24,41,370439,-158.12178850493692,6.653626690414405e-19,316.24357700987383,23707,Continuing
25,42,482218,-158.12178850493692,8.893509564771018e-40,316.24357700987383,23707,Continuing
26,43,228347,-158.12178850493692,8.668488848587497e-31,316.24357700987383,23707,Continuing
27,47,416405,-158.12178850493692,2.486034411589765e-39,316.24357700987383,23707,Continuing
28,50,199330,-158.12178850493692,7.891208681926492e-20,316.24357700987383,23707,Continuing
29,75,59256,-158.12178850493692,2.1880205547395117e-15,316.24357700987383,23707,Continuing
30,76,272660,-158.12178850493692,9.325178836206169e-18,316.24357700987383,23707,Continuing
31,77,476197,-158.12178850493692,8.631222149831566e-52,316.24357700987383,23707,Continuing
32,78,127394,-158.12178850493692,2.671991611073944e-26,316.24357700987383,23707,Continuing
33,79,548909,-158.12178850493692,6.968144950791207e-49,316.24357700987383,23707,Continuing
34,82,252642,-158.12178850493692,8.529274829028107e-72,316.24357700987383,23707,Continuing
35,110,794499,-158.12178850493692,8.854685945646355e-16,316.24357700987383,23707,Continuing
36,128,258154,-158.12178850493692,1.1617317062968026e-20,316.24357700987383,23707,Continuing
37,64,269180,-158.12178850493646,4.572657100896455e-13,316.24357700987383,23707,Continuing
38,92,261756,-158.12178850493606,8.597940447651541e-13,316.24357700987383,23707,Continuing
39,56,133495,-158.1217885017236,3.213327840413851e-09,316.24357700987383,23707,Continuing
40,80,438903,-158.12178849394257,1.0994335875417726e-08,316.24357700987383,23707,Continuing
41,100,175885,-158.121788271046,2.3389092069807406e-07,316.24357700987383,23707,Continuing
42,54,376516,-158.12178768348102,8.214559079386496e-07,316.24357700987383,23707,Continuing
43,106,437082,-158.12178355126005,4.953676850681902e-06,316.24357700987383,23707,Continuing
44,44,299002,-158.1202235422821,0.0015649626548134858,316.24357700987383,23707,Continuing
45,74,140574,-158.11962504913174,0.002163455805178454,316.24357700987383,23707,Continuing
46,33,132665,-158.11921266430872,0.002575840628188641,316.24357700987383,23707,Continuing
47,65,349707,-158.11874547904216,0.003043025894741873,316.24357700987383,23707,Continuing
48,15,102012,-158.12178850493692,0.0,316.24357700987383,23707,Continuing
49,48,404845,-158.11790369391844,0.0038848110184685597,316.24357700987383,23707,Continuing
50,49,234879,-158.1108487034297,0.010939801507055438,316.2435770098735,23707,Continuing
51,111,375241,-158.10985803221345,0.011930472723410903,316.2435770098737,23707,Continuing
52,72,339668,-158.10188156669415,0.019906938239647478,316.2435770098676,23707,Continuing
53,60,38893,-214878.2418287949,-214809.1272729163,138.22911175727418,23707,Continuing
54,28,57484,-158.12178850493692,0.0,316.24357700987383,23707,Continuing
55,32,207474,-158.12178850493692,0.0,316.24357700987383,23707,Continuing
56,116,26197,-156.08031811761717,2.0414703608696128,316.2435769569736,23707,Continuing
57,105,141683,-155.81359615597017,2.308192323012525,316.2435769579654,23707,Continuing
58,36,190636,-158.12178850493692,0.0,316.24357700987383,23707,Continuing
59,40,343647,-158.12178850493692,0.0,316.24357700987383,23707,Continuing
60,45,481313,-158.12178850493692,0.0,316.24357700987383,23707,Continuing
61,51,293210,-158.12178850493692,0.0,316.24357700987383,23707,Continuing
62,53,374938,-158.12178850493692,0.0,316.24357700987383,23707,Continuing
63,57,237318,-158.12178850493692,0.0,316.24357700987383,23707,Continuing
64,58,221696,-158.12178850493692,0.0,316.24357700987383,23707,Continuing
65,59,123157,-158.12178850493692,0.0,316.24357700987383,23707,Continuing
66,63,300244,-158.12178850493692,0.0,316.24357700987383,23707,Continuing
67,66,284939,-158.12178850493692,0.0,316.24357700987383,23707,Continuing
68,67,227835,-158.12178850493692,0.0,316.24357700987383,23707,Continuing
69,68,180293,-158.12178850493692,0.0,316.24357700987383,23707,Continuing
70,69,252077,-158.12178850493692,0.0,316.24357700987383,23707,Continuing
71,70,286563,-158.12178850493692,0.0,316.24357700987383,23707,Continuing
72,71,87667,-158.12178850493692,0.0,316.24357700987383,23707,Continuing
73,103,145224,2905.6244829669304,3063.534262331259,315.81955872865774,23707,Continuing
74,102,129483,8090.612952507169,8248.560020685098,315.8941363558562,23707,Continuing
