Iteration,Experiment Index,Observed Instability Index,LCB Score,Mean Prediction,Standard Deviation,Min Instability Index in Dataset,Stopping Reason
0,97,206695,,,,23707,Initial selection
1,26,1267615,-247.43652886163503,5.558332654787298,316.2435768955279,23707,Continuing
2,7,144556,103269.95377552911,103483.31101649997,266.6965512135654,23707,Continuing
3,0,480185,125458.05316477141,125630.97515952894,216.15249344692324,23707,Continuing
4,5,253423,121165.45133624085,121240.46631192052,93.7687195995983,23707,Continuing
5,81,489801,143403.94457819877,143612.5503264644,260.7571853320449,23707,Continuing
6,8,351227,144576.21147660597,144579.78896445635,4.471859812977949,23707,Continuing
7,3,239852,195465.74742935246,195475.5959018469,12.310590618045767,23707,Continuing
8,17,1103450,41298.766910943035,41551.419199192846,315.81536031226597,23707,Continuing
9,62,40621,151204.3666411312,151243.0212994718,48.318322925743985,23707,Continuing
10,61,449878,19489.46286450909,19537.823927454767,60.451328682097326,23707,Continuing
11,30,209698,-25609.78803621641,-25430.465859623164,224.15272074155934,23707,Continuing
12,9,914156,-252.99486160789908,2.571813360622166e-33,316.24357700987383,23707,Continuing
13,11,284710,-252.99486160789908,9.428667259940246e-28,316.24357700987383,23707,Continuing
14,13,714735,-252.99486160789908,1.9944965736347022e-23,316.24357700987383,23707,Continuing
15,2,144074,-252.99486160789908,0.0,316.24357700987383,23707,Continuing
16,86,91681,-252.99486160790337,-4.301932689574066e-12,316.24357700987383,23707,Continuing
17,19,446747,-252.99486160789908,1.1018295437994898e-303,316.24357700987383,23707,Continuing
18,21,1167261,-252.99486160789908,2.3928435095865684e-281,316.24357700987383,23707,Continuing
19,23,1281399,-252.99486160789908,0.0,316.24357700987383,23707,Continuing
20,25,876981,-252.99486160789908,1.2566297216921515e-303,316.24357700987383,23707,Continuing
21,34,287734,-252.99486160789908,1.615028581256858e-66,316.24357700987383,23707,Continuing
22,38,224858,-252.99486160789908,3.797331967951849e-72,316.24357700987383,23707,Continuing
23,39,98773,-252.99486160789908,3.09430434113263e-16,316.24357700987383,23707,Continuing
24,41,370439,-252.99486160789908,6.653626690414405e-19,316.24357700987383,23707,Continuing
