Iteration,Experiment Index,Observed Conductivity,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Conductivity in Dataset,Stopping Reason
0,163,220.57,,,,221**2 * RBF(length_scale=0.00863) + WhiteKernel(noise_level=1.24e-05),1243.67,Initial selection
1,0,12.77,441.14001818711245,0.0,220.57000909355622,156**2 * RBF(length_scale=2.11) + WhiteKernel(noise_level=10),1243.67,Continuing
2,198,195.33,381.7977884958518,132.9720607691468,124.41286386335253,150**2 * RBF(length_scale=4.09) + WhiteKernel(noise_level=0.000206),1243.67,Continuing
3,38,12.19,372.24531775773687,119.34862271198871,126.44834752287407,120**2 * RBF(length_scale=2.97) + WhiteKernel(noise_level=0.00138),1243.67,Continuing
4,16,490.06,313.7258496976902,211.02163970236347,51.35210499766337,227**2 * RBF(length_scale=1.63) + WhiteKernel(noise_level=10),1243.67,Continuing
5,137,293.93,570.814143187779,415.70910576368203,77.55251871204847,239**2 * RBF(length_scale=1.4) + WhiteKernel(noise_level=10),1243.67,Continuing
6,22,766.85,549.5811117766805,411.00514522809874,69.28798327429087,316**2 * RBF(length_scale=0.001) + WhiteKernel(noise_level=10),1243.67,Continuing
7,24,800.58,775.7173709905221,766.7733226677325,4.472024161394791,316**2 * RBF(length_scale=0.001) + WhiteKernel(noise_level=10),1243.67,Continuing
8,222,602.48,791.421718354864,783.675816209201,3.8729510728314693,306**2 * RBF(length_scale=0.841) + WhiteKernel(noise_level=10),1243.67,Continuing
9,136,293.6,848.2534115727192,556.3064286025472,145.97349148508602,290**2 * RBF(length_scale=0.627) + WhiteKernel(noise_level=10),1243.67,Continuing
10,111,838.31,835.8927666017621,659.2977765722899,88.29749501473613,307**2 * RBF(length_scale=0.527) + WhiteKernel(noise_level=10),1243.67,Continuing
11,149,328.45,925.621100846963,668.7101004583528,128.4555001943051,316**2 * RBF(length_scale=0.4) + WhiteKernel(noise_level=10),1243.67,Continuing
12,122,543.75,1083.7834229079745,871.0403332624119,106.37154482278133,316**2 * RBF(length_scale=0.274) + WhiteKernel(noise_level=10),1243.67,Continuing
13,109,750.9,990.0497204237729,740.1853842683471,124.93216807771289,316**2 * RBF(length_scale=0.286) + WhiteKernel(noise_level=10),1243.67,Continuing
14,139,336.24,915.6648838017383,747.6097123226842,84.02758573952701,316**2 * RBF(length_scale=0.0188) + WhiteKernel(noise_level=10),1243.67,Continuing
15,227,695.67,730.5821610314126,723.2792240260802,3.651468502666188,316**2 * RBF(length_scale=0.0188) + WhiteKernel(noise_level=10),1243.67,Continuing
16,112,904.29,651.7753774020491,19.804934062960086,315.9852216695445,316**2 * RBF(length_scale=0.0941) + WhiteKernel(noise_level=10),1243.67,Continuing
17,110,770.35,1127.6398092226239,841.7735128480152,142.93314818730428,316**2 * RBF(length_scale=0.0936) + WhiteKernel(noise_level=10),1243.67,Continuing
18,100,433.78,1117.984947481656,682.167887998448,217.90852974160404,316**2 * RBF(length_scale=0.0846) + WhiteKernel(noise_level=10),1243.67,Continuing
19,150,348.88,1084.686291196277,682.9696007890741,200.85834520360137,316**2 * RBF(length_scale=0.0737) + WhiteKernel(noise_level=10),1243.67,Continuing
20,120,540.19,1025.2876742740768,622.6352843948243,201.32619493962628,316**2 * RBF(length_scale=0.073) + WhiteKernel(noise_level=10),1243.67,Continuing
21,106,618.72,984.80402864186,544.9611281508677,219.92145024549612,316**2 * RBF(length_scale=0.0761) + WhiteKernel(noise_level=10),1243.67,Continuing
22,103,562.06,919.6914804179846,472.9110270861968,223.39022666589392,316**2 * RBF(length_scale=0.0785) + WhiteKernel(noise_level=10),1243.67,Continuing
23,220,546.79,913.063469103747,904.120628086073,4.471420508837035,316**2 * RBF(length_scale=0.0871) + WhiteKernel(noise_level=10),1243.67,Continuing
24,104,580.44,900.1002220358555,467.7487230881816,216.17574947383696,316**2 * RBF(length_scale=0.0911) + WhiteKernel(noise_level=10),1243.67,Continuing
25,107,625.33,868.0711789465519,451.649243790951,208.21096757780043,316**2 * RBF(length_scale=0.0942) + WhiteKernel(noise_level=10),1243.67,Continuing
26,231,772.94,822.2880241305292,273.27118768546836,274.5084182225304,316**2 * RBF(length_scale=0.0982) + WhiteKernel(noise_level=10),1243.67,Continuing
27,146,312.65,800.0055104769292,221.7423449903959,289.1315827432667,316**2 * RBF(length_scale=0.0998) + WhiteKernel(noise_level=10),1243.67,Continuing
28,114,291.41,781.8179471294023,772.8739909098585,4.471978109771911,316**2 * RBF(length_scale=0.0987) + WhiteKernel(noise_level=10),1243.67,Continuing
29,101,484.36,782.9569396331619,688.1046890931433,47.4261252700093,316**2 * RBF(length_scale=0.078) + WhiteKernel(noise_level=10),1243.67,Continuing
30,115,325.56,753.3094272150383,423.4003688036919,164.95452920567325,316**2 * RBF(length_scale=0.0783) + WhiteKernel(noise_level=10),1243.67,Continuing
31,226,658.86,733.258192770816,725.5126376042322,3.8727775832918985,316**2 * RBF(length_scale=0.011) + WhiteKernel(noise_level=10),1243.67,Continuing
32,113,226.22,632.9991481196253,0.5122106789677561,316.24346872032874,316**2 * RBF(length_scale=0.0707) + WhiteKernel(noise_level=10),1243.67,Continuing
