Iteration,Experiment Index,Observed Conductivity,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Conductivity in Dataset,Stopping Reason
0,163,220.57,,,,221**2 * RBF(length_scale=507) + WhiteKernel(noise_level=10),1243.67,Initial selection
1,13,215.37,231.95515464113248,220.49556538531348,5.729794627909499,218**2 * RBF(length_scale=631) + WhiteKernel(noise_level=9.47),1243.67,Continuing
2,10,45.97,228.05602303383344,218.8593698494694,4.598326592182023,174**2 * RBF(length_scale=8.76) + WhiteKernel(noise_level=10),1243.67,Continuing
3,2,14.78,368.18395170485473,173.70547592517403,97.23923788984037,158**2 * RBF(length_scale=5.73) + WhiteKernel(noise_level=10),1243.67,Continuing
4,11,140.7,376.34025923586427,245.73455732142992,65.30285095721717,142**2 * RBF(length_scale=3.85) + WhiteKernel(noise_level=10),1243.67,Continuing
5,12,179.53,346.703254654403,149.05746289549654,98.82289587945323,136**2 * RBF(length_scale=4.22) + WhiteKernel(noise_level=10),1243.67,Continuing
6,16,490.06,302.61715018037125,226.08652633112686,38.26531192462219,222**2 * RBF(length_scale=1.69) + WhiteKernel(noise_level=9.89),1243.67,Continuing
7,17,559.01,616.3097375604445,380.71737423057937,117.79618166493259,238**2 * RBF(length_scale=1.67) + WhiteKernel(noise_level=6.54),1243.67,Continuing
8,217,271.56,671.3783352749099,438.3801192912821,116.49910799181391,239**2 * RBF(length_scale=1.47) + WhiteKernel(noise_level=10),1243.67,Continuing
9,147,326.54,661.2112276942677,410.66699544959715,125.27211612233525,233**2 * RBF(length_scale=1.47) + WhiteKernel(noise_level=10),1243.67,Continuing
10,22,766.85,622.1556314222593,565.1214092543967,28.517111083931322,256**2 * RBF(length_scale=0.846) + WhiteKernel(noise_level=8.81),1243.67,Continuing
11,125,608.87,844.8925158035938,697.8163818633984,73.53806697009773,263**2 * RBF(length_scale=0.86) + WhiteKernel(noise_level=10),1243.67,Continuing
12,139,336.24,781.8162615940158,734.6983977687144,23.55893191265074,316**2 * RBF(length_scale=0.139) + WhiteKernel(noise_level=0.00705),1243.67,Continuing
13,104,580.44,1060.700733815493,654.2828212564793,203.20895627950685,316**2 * RBF(length_scale=0.136) + WhiteKernel(noise_level=0.00705),1243.67,Continuing
14,100,433.78,939.5666772536227,599.9783936915537,169.7941417810345,316**2 * RBF(length_scale=0.127) + WhiteKernel(noise_level=10),1243.67,Continuing
15,138,302.25,843.8860176448538,359.49670476001273,242.19465644242052,316**2 * RBF(length_scale=0.13) + WhiteKernel(noise_level=0.00705),1243.67,Continuing
16,153,47.22,829.5628282012754,320.37461329457165,254.59410745335188,316**2 * RBF(length_scale=0.119) + WhiteKernel(noise_level=10),1243.67,Continuing
17,24,800.58,775.6889566658955,766.7454195766095,4.471768544642983,316**2 * RBF(length_scale=0.117) + WhiteKernel(noise_level=10),1243.67,Continuing
18,222,602.48,791.408056541988,783.6622929709556,3.8728817855162134,316**2 * RBF(length_scale=0.127) + WhiteKernel(noise_level=10),1243.67,Continuing
19,107,625.33,761.8153614873521,440.4019987391657,160.7066813740932,316**2 * RBF(length_scale=0.0129) + WhiteKernel(noise_level=10),1243.67,Continuing
20,227,695.67,730.5821610311125,723.2792240257841,3.6514685026641955,316**2 * RBF(length_scale=0.13) + WhiteKernel(noise_level=10),1243.67,Continuing
21,106,618.72,753.1065456135519,520.2518818377648,116.42733188789354,316**2 * RBF(length_scale=0.132) + WhiteKernel(noise_level=10),1243.67,Continuing
22,101,484.36,743.5077706795144,656.4945243607508,43.5066231593818,316**2 * RBF(length_scale=0.0897) + WhiteKernel(noise_level=10),1243.67,Continuing
23,109,750.9,917.9059024291516,407.6225142469739,255.14169409108888,316**2 * RBF(length_scale=0.101) + WhiteKernel(noise_level=10),1243.67,Continuing
24,120,540.19,978.9280322734712,691.4432875853963,143.74237234403748,316**2 * RBF(length_scale=0.0954) + WhiteKernel(noise_level=10),1243.67,Continuing
25,150,348.88,792.0727678039586,227.61537071632253,282.22869854381804,316**2 * RBF(length_scale=0.098) + WhiteKernel(noise_level=10),1243.67,Continuing
26,110,770.35,780.1765060826924,378.6296938757567,200.77340610346783,316**2 * RBF(length_scale=0.001) + WhiteKernel(noise_level=10),1243.67,Continuing
27,0,12.77,632.4871540197477,0.0,316.24357700987383,316**2 * RBF(length_scale=0.0973) + WhiteKernel(noise_level=10),1243.67,Continuing
28,112,904.29,841.9168060563167,641.2381763307185,100.33931486279909,316**2 * RBF(length_scale=0.0847) + WhiteKernel(noise_level=10),1243.67,Continuing
29,220,546.79,913.0355711322777,904.0929702987373,4.471300416770172,316**2 * RBF(length_scale=0.00824) + WhiteKernel(noise_level=10),1243.67,Continuing
30,226,658.86,733.2496269710091,725.5037248253424,3.872951072833348,316**2 * RBF(length_scale=0.0989) + WhiteKernel(noise_level=10),1243.67,Continuing
31,169,385.2,762.8304273605222,344.5070253261165,209.16170101720283,316**2 * RBF(length_scale=0.001) + WhiteKernel(noise_level=10),1243.67,Continuing
32,1,13.19,632.4871540197477,0.0,316.24357700987383,316**2 * RBF(length_scale=0.102) + WhiteKernel(noise_level=10),1243.67,Continuing
