Iteration,Experiment Index,Observed Conductivity,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Conductivity in Dataset,Stopping Reason
0,163,220.57,,,,221**2 * RBF(length_scale=507) + WhiteKernel(noise_level=10),1243.67,Initial selection
1,13,215.37,249.144538524861,220.49556538531348,5.729794627909499,218**2 * RBF(length_scale=631) + WhiteKernel(noise_level=9.47),1243.67,Continuing
2,10,45.97,241.85100281037953,218.8593698494694,4.598326592182023,174**2 * RBF(length_scale=8.76) + WhiteKernel(noise_level=10),1243.67,Continuing
3,2,14.78,659.9016653743759,173.70547592517403,97.23923788984037,158**2 * RBF(length_scale=5.73) + WhiteKernel(noise_level=10),1243.67,Continuing
4,6,26.19,609.8152521381875,179.745051557762,86.0140401160851,140**2 * RBF(length_scale=2.07) + WhiteKernel(noise_level=10),1243.67,Continuing
5,38,12.19,738.4900634647036,48.53676590135825,137.99065951266905,127**2 * RBF(length_scale=1.78) + WhiteKernel(noise_level=4.21),1243.67,Continuing
6,59,34.35,661.3342045744691,30.1887917111901,126.22908257265581,118**2 * RBF(length_scale=1.85) + WhiteKernel(noise_level=10),1243.67,Continuing
7,7,33.44,604.6558406138453,34.548678927689664,114.02143233723112,111**2 * RBF(length_scale=1.95) + WhiteKernel(noise_level=3.7),1243.67,Continuing
8,16,490.06,532.9175257975323,165.94843377766148,73.39381840397418,181**2 * RBF(length_scale=1.33) + WhiteKernel(noise_level=10),1243.67,Continuing
9,17,559.01,978.8932595289059,293.22874477351377,137.13290295107842,206**2 * RBF(length_scale=1.5) + WhiteKernel(noise_level=9.39),1243.67,Continuing
10,31,7.2,1026.5811244516499,62.75034944076094,192.76615500217778,197**2 * RBF(length_scale=1.49) + WhiteKernel(noise_level=7.45),1243.67,Continuing
11,217,271.56,943.5672076185953,428.97685366082067,102.91807079155492,198**2 * RBF(length_scale=1.26) + WhiteKernel(noise_level=10),1243.67,Continuing
12,147,326.54,986.9314743984976,400.0263861056314,117.38101765857323,194**2 * RBF(length_scale=1.28) + WhiteKernel(noise_level=10),1243.67,Continuing
13,152,44.1,936.1468768036682,53.390048574245526,176.55136564588454,187**2 * RBF(length_scale=1.3) + WhiteKernel(noise_level=10),1243.67,Continuing
14,86,7.96,896.3014255236602,10.934061515723993,177.07347280158723,181**2 * RBF(length_scale=1.3) + WhiteKernel(noise_level=10),1243.67,Continuing
15,69,14.78,856.3649401724289,17.061872648500707,167.86061350478562,175**2 * RBF(length_scale=1.31) + WhiteKernel(noise_level=10),1243.67,Continuing
16,198,195.33,759.3554661530854,414.3884575268377,68.99340172524953,176**2 * RBF(length_scale=0.959) + WhiteKernel(noise_level=10),1243.67,Continuing
17,22,766.85,856.9617840198235,641.3167329998776,43.129010203989196,193**2 * RBF(length_scale=0.829) + WhiteKernel(noise_level=7.39),1243.67,Continuing
18,137,293.93,1011.7785377392794,507.9250331100285,100.77070092585018,205**2 * RBF(length_scale=0.775) + WhiteKernel(noise_level=10),1243.67,Continuing
19,176,76.51244504,1057.6701358684472,288.6616408234329,153.80169900900287,206**2 * RBF(length_scale=0.736) + WhiteKernel(noise_level=10),1243.67,Continuing
20,62,7.25,1030.0919208645862,10.230677694108056,203.97224863409562,200**2 * RBF(length_scale=0.732) + WhiteKernel(noise_level=10),1243.67,Continuing
21,93,17.35,998.8486236616467,1.4325794863390868,199.4832088350615,195**2 * RBF(length_scale=0.727) + WhiteKernel(noise_level=10),1243.67,Continuing
22,185,311.2965408,973.8791017093092,90.66063331852267,176.64369367815732,199**2 * RBF(length_scale=0.751) + WhiteKernel(noise_level=5.33),1243.67,Continuing
23,205,248.62,996.6568264591904,163.9238932547932,166.5465866408794,197**2 * RBF(length_scale=0.762) + WhiteKernel(noise_level=0.46),1243.67,Continuing
24,54,17.89,977.796656072874,5.577700964760983,194.44379102162262,193**2 * RBF(length_scale=0.759) + WhiteKernel(noise_level=10),1243.67,Continuing
25,173,2.740952014,956.9603642643924,5.844467716206792,190.22317930963715,189**2 * RBF(length_scale=0.756) + WhiteKernel(noise_level=10),1243.67,Continuing
26,8,37.09,906.0214310964401,9.272697798836786,179.34974665952066,186**2 * RBF(length_scale=0.757) + WhiteKernel(noise_level=10),1243.67,Continuing
27,146,312.65,891.1504191829576,604.996751281982,57.230733580195114,216**2 * RBF(length_scale=0.546) + WhiteKernel(noise_level=10),1243.67,Continuing
28,210,356.76,1108.9718585634596,192.64024835098212,183.2663220424955,216**2 * RBF(length_scale=0.562) + WhiteKernel(noise_level=10),1243.67,Continuing
29,56,18.43,1075.3556388278475,2.361512902612327,214.59882518504705,213**2 * RBF(length_scale=0.561) + WhiteKernel(noise_level=10),1243.67,Continuing
30,213,406.47,1057.4807153445838,86.60254573543314,194.17563392183015,219**2 * RBF(length_scale=0.563) + WhiteKernel(noise_level=10),1243.67,Continuing
