Iteration,Experiment Index,Observed Conductivity,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Conductivity in Dataset,Stopping Reason
0,163,220.57,,,,221**2 * RBF(length_scale=507) + WhiteKernel(noise_level=10),1243.67,Initial selection
1,13,215.37,237.68494926904197,220.49556538531348,5.729794627909499,218**2 * RBF(length_scale=631) + WhiteKernel(noise_level=9.47),1243.67,Continuing
2,10,45.97,232.65434962601546,218.8593698494694,4.598326592182023,174**2 * RBF(length_scale=8.76) + WhiteKernel(noise_level=10),1243.67,Continuing
3,2,14.78,465.42318959469515,173.70547592517403,97.23923788984037,158**2 * RBF(length_scale=5.73) + WhiteKernel(noise_level=10),1243.67,Continuing
4,11,140.7,441.64311019308144,245.73455732142992,65.30285095721717,142**2 * RBF(length_scale=3.85) + WhiteKernel(noise_level=10),1243.67,Continuing
5,81,6.31,451.94060369261547,130.73635728512875,107.0680821358289,135**2 * RBF(length_scale=3.11) + WhiteKernel(noise_level=10),1243.67,Continuing
6,54,17.89,449.80584527316097,123.08242401223134,108.90780708697653,126**2 * RBF(length_scale=2.53) + WhiteKernel(noise_level=10),1243.67,Continuing
7,16,490.06,386.95002022613585,189.96202009503168,65.66266671036806,197**2 * RBF(length_scale=1.37) + WhiteKernel(noise_level=10),1243.67,Continuing
8,17,559.01,733.6066341135727,296.02289170025296,145.86124747110657,223**2 * RBF(length_scale=1.49) + WhiteKernel(noise_level=10),1243.67,Continuing
9,217,271.56,791.3384950950426,428.63441728723063,120.90135926927066,222**2 * RBF(length_scale=1.31) + WhiteKernel(noise_level=10),1243.67,Continuing
10,147,326.54,794.3853725032092,405.8241554220131,129.52040569373202,216**2 * RBF(length_scale=1.32) + WhiteKernel(noise_level=10),1243.67,Continuing
11,22,766.85,683.515393218279,573.6899184524748,36.60849158860139,239**2 * RBF(length_scale=0.84) + WhiteKernel(noise_level=10),1243.67,Continuing
12,125,608.87,907.4729502799195,698.8737225642733,69.53307590521538,246**2 * RBF(length_scale=0.848) + WhiteKernel(noise_level=10),1243.67,Continuing
13,193,733.7295218,807.8206249016798,554.8053578468925,84.33842235159577,262**2 * RBF(length_scale=0.777) + WhiteKernel(noise_level=10),1243.67,Continuing
14,203,226.25,916.3757338780065,287.5312420054597,209.61483062418228,253**2 * RBF(length_scale=0.771) + WhiteKernel(noise_level=10),1243.67,Continuing
15,186,318.1919743,849.6961825907956,736.7765947667831,37.63986260800419,316**2 * RBF(length_scale=0.306) + WhiteKernel(noise_level=10),1243.67,Continuing
16,124,554.41,1280.3949431982278,731.6294514349836,182.92183058774805,316**2 * RBF(length_scale=0.279) + WhiteKernel(noise_level=10),1243.67,Continuing
17,122,543.75,1303.2413135877257,636.8211297161185,222.14006129053573,316**2 * RBF(length_scale=0.275) + WhiteKernel(noise_level=10),1243.67,Continuing
18,137,293.93,1176.218713602923,666.4379862769983,169.92690910864147,316**2 * RBF(length_scale=0.228) + WhiteKernel(noise_level=10),1243.67,Continuing
19,179,135.2652427,1186.370232162223,471.71347003390565,238.2189207094391,316**2 * RBF(length_scale=0.211) + WhiteKernel(noise_level=0.00708),1243.67,Continuing
20,117,475.46,1187.7108999979453,610.2097104631539,192.5003965115971,316**2 * RBF(length_scale=0.21) + WhiteKernel(noise_level=10),1243.67,Continuing
21,109,750.9,1186.346075293133,739.1130824052187,149.07766429597143,316**2 * RBF(length_scale=0.218) + WhiteKernel(noise_level=10),1243.67,Continuing
22,99,374.29,1111.1971207124461,283.6808961273698,275.83874152835875,316**2 * RBF(length_scale=0.222) + WhiteKernel(noise_level=10),1243.67,Continuing
23,136,293.6,1102.234633248162,285.39415019071123,272.2801610191503,316**2 * RBF(length_scale=0.225) + WhiteKernel(noise_level=10),1243.67,Continuing
24,107,625.33,1040.968332281573,719.3908769719436,107.19248510320988,316**2 * RBF(length_scale=0.226) + WhiteKernel(noise_level=10),1243.67,Continuing
25,159,180.26,1015.7210570484497,103.52715349004336,304.06463451946877,316**2 * RBF(length_scale=0.228) + WhiteKernel(noise_level=10),1243.67,Continuing
26,184,200.7545831,1017.8210028809997,112.00204418926185,301.93965289724594,316**2 * RBF(length_scale=0.23) + WhiteKernel(noise_level=0.00705),1243.67,Continuing
27,100,433.78,987.8445430894401,794.734487141247,64.37001864939772,316**2 * RBF(length_scale=0.157) + WhiteKernel(noise_level=10),1243.67,Continuing
28,141,279.69,1183.076861772684,606.2786981186301,192.26605455135123,316**2 * RBF(length_scale=0.143) + WhiteKernel(noise_level=10),1243.67,Continuing
29,183,162.7067112,1124.6646743491135,429.4493151985951,231.73845305017278,316**2 * RBF(length_scale=0.139) + WhiteKernel(noise_level=0.00705),1243.67,Continuing
30,178,111.8949727,1164.83880076368,415.17245407107725,249.8887822308676,316**2 * RBF(length_scale=0.132) + WhiteKernel(noise_level=0.00705),1243.67,Continuing
31,104,580.44,1146.5472721576764,693.8782754920267,150.88966555521657,316**2 * RBF(length_scale=0.132) + WhiteKernel(noise_level=0.00705),1243.67,Continuing
32,115,325.56,1136.8300966479349,578.2318684110631,186.19940941229058,316**2 * RBF(length_scale=0.126) + WhiteKernel(noise_level=10),1243.67,Continuing
33,138,302.25,1130.4772863845383,405.8293843166558,241.5493006892942,316**2 * RBF(length_scale=0.125) + WhiteKernel(noise_level=0.00705),1243.67,Continuing
34,153,47.22,1120.2141419544355,432.88451806161663,229.10987463093966,316**2 * RBF(length_scale=0.118) + WhiteKernel(noise_level=0.00705),1243.67,Continuing
35,121,540.19,1058.7179693673095,269.82145338937914,262.9655053259768,316**2 * RBF(length_scale=0.122) + WhiteKernel(noise_level=10),1243.67,Continuing
36,114,291.41,1026.4413948612093,315.40048395053424,237.013636970225,316**2 * RBF(length_scale=0.123) + WhiteKernel(noise_level=10),1243.67,Continuing
37,182,160.6199195,1021.7809320133297,172.97399494962787,282.9356456879006,316**2 * RBF(length_scale=0.124) + WhiteKernel(noise_level=10),1243.67,Continuing
38,129,192.74,1014.286400751554,79.0864769634078,311.7333079293821,316**2 * RBF(length_scale=0.125) + WhiteKernel(noise_level=10),1243.67,Continuing
39,130,203.82,1010.7836402508304,72.24010427055022,312.8478453267601,316**2 * RBF(length_scale=0.125) + WhiteKernel(noise_level=10),1243.67,Continuing
40,155,92.38,1018.3587756090083,80.25393879729648,312.7016122705706,316**2 * RBF(length_scale=0.126) + WhiteKernel(noise_level=10),1243.67,Continuing
41,164,220.66,1004.6528734288432,65.0075940264743,313.215093134123,316**2 * RBF(length_scale=0.127) + WhiteKernel(noise_level=10),1243.67,Continuing
42,132,212.66,995.4181802997701,79.66911513621032,305.24968838785327,316**2 * RBF(length_scale=0.127) + WhiteKernel(noise_level=10),1243.67,Continuing
43,187,322.6997586,990.1002121424503,65.70247928197792,308.13257762015746,316**2 * RBF(length_scale=0.129) + WhiteKernel(noise_level=10),1243.67,Continuing
44,221,561.86,977.1338303788028,31.177279638963157,315.31885024661324,316**2 * RBF(length_scale=0.13) + WhiteKernel(noise_level=10),1243.67,Continuing
45,161,214.21,974.5202404832568,31.55890158482814,314.3204462994762,316**2 * RBF(length_scale=0.13) + WhiteKernel(noise_level=10),1243.67,Continuing
46,165,233.43,975.5527717212483,41.497375476941215,311.35179874810234,316**2 * RBF(length_scale=0.131) + WhiteKernel(noise_level=10),1243.67,Continuing
47,170,405.26,973.787285834186,45.10587515170926,309.56047022749226,316**2 * RBF(length_scale=0.131) + WhiteKernel(noise_level=10),1243.67,Continuing
48,218,537.77,964.3281984140265,15.811128140889416,316.17235675771235,316**2 * RBF(length_scale=0.132) + WhiteKernel(noise_level=0.00705),1243.67,Continuing
49,177,83.28491341,1068.8805795645694,173.9079363551369,298.3242144031442,316**2 * RBF(length_scale=0.132) + WhiteKernel(noise_level=0.00705),1243.67,Continuing
50,212,395.74,964.1961957047961,17.17133708516227,315.6749528732113,316**2 * RBF(length_scale=0.133) + WhiteKernel(noise_level=10),1243.67,Continuing
51,214,451.64,1004.3298010175757,64.80198134156831,313.1759398920025,316**2 * RBF(length_scale=0.134) + WhiteKernel(noise_level=0.00705),1243.67,Continuing
52,166,249.23,1009.3978561365064,109.28718048406162,300.03689188414825,316**2 * RBF(length_scale=0.135) + WhiteKernel(noise_level=0.00705),1243.67,Continuing
53,216,696.39,973.0104571818331,25.653689090646257,315.78558936372895,316**2 * RBF(length_scale=0.136) + WhiteKernel(noise_level=0.00705),1243.67,Continuing
