Iteration,Experiment Index,Observed Conductivity,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Conductivity in Dataset,Stopping Reason
0,97,86.01,,,,86**2 * RBF(length_scale=0.0985) + WhiteKernel(noise_level=1.06),1243.67,Initial selection
1,95,29.81,8.60234858598784,0.0013488305340431763,86.00999755453796,64.3**2 * RBF(length_scale=0.474) + WhiteKernel(noise_level=8.54),1243.67,Continuing
2,80,2.44,48.41500568794519,42.74656032319107,56.68445364754118,50.4**2 * RBF(length_scale=0.341) + WhiteKernel(noise_level=0.00299),1243.67,Continuing
3,90,11.47,30.873095510921953,26.165618361436305,47.07477149485648,43.8**2 * RBF(length_scale=0.32) + WhiteKernel(noise_level=0.0181),1243.67,Continuing
4,64,11.38,22.352672354790418,18.387005143229096,39.656672115613205,39.3**2 * RBF(length_scale=0.321) + WhiteKernel(noise_level=0.000334),1243.67,Continuing
5,92,13.55,15.559566089575327,12.523146147609067,30.364199419662608,36.6**2 * RBF(length_scale=0.343) + WhiteKernel(noise_level=0.000119),1243.67,Continuing
6,60,63.53,12.527196824099443,9.679350121134668,28.478467029647746,41.2**2 * RBF(length_scale=0.318) + WhiteKernel(noise_level=10),1243.67,Continuing
7,28,5.09,57.91303904637669,55.958402784512316,19.54636261864373,39.9**2 * RBF(length_scale=0.0866) + WhiteKernel(noise_level=10),1243.67,Continuing
8,73,17.57,11.75544409460676,11.308930646982894,4.465134476238667,40**2 * RBF(length_scale=0.0272) + WhiteKernel(noise_level=10),1243.67,Continuing
9,46,7.85,4.0118257210473605,8.354431131901511e-05,40.11742176736042,41.3**2 * RBF(length_scale=0.219) + WhiteKernel(noise_level=10),1243.67,Continuing
10,48,10.37,31.294974615966545,27.447153858981284,38.47820756985261,38.4**2 * RBF(length_scale=0.196) + WhiteKernel(noise_level=10),1243.67,Continuing
11,39,18.25,17.70076514680507,15.194521095104871,25.062440517002013,37.5**2 * RBF(length_scale=0.215) + WhiteKernel(noise_level=10),1243.67,Continuing
12,45,7.84,20.180074617509202,17.42630883561502,27.53765781894182,36.4**2 * RBF(length_scale=0.221) + WhiteKernel(noise_level=10),1243.67,Continuing
13,57,28.51,16.48000165985131,14.224302409735044,22.556992501162664,36.2**2 * RBF(length_scale=0.23) + WhiteKernel(noise_level=10),1243.67,Continuing
14,5,24.01,14.270092425972624,12.13605779607945,21.340346298931742,35.7**2 * RBF(length_scale=0.235) + WhiteKernel(noise_level=10),1243.67,Continuing
15,44,7.09,16.314705378853713,15.133414424564918,11.812909542887951,36.7**2 * RBF(length_scale=0.254) + WhiteKernel(noise_level=10),1243.67,Continuing
16,52,16.66,14.791459502873783,11.423788194848948,33.67671308024835,35.3**2 * RBF(length_scale=0.252) + WhiteKernel(noise_level=10),1243.67,Continuing
17,43,6.25,12.194842028945692,10.561579009469657,16.332630194760345,35.3**2 * RBF(length_scale=0.262) + WhiteKernel(noise_level=10),1243.67,Continuing
18,53,16.69,8.317932813732494,6.723624244690443,15.943085690420503,34.1**2 * RBF(length_scale=0.257) + WhiteKernel(noise_level=10),1243.67,Continuing
19,58,31.24,13.829465624020377,11.99824319897546,18.312224250449162,33.9**2 * RBF(length_scale=0.255) + WhiteKernel(noise_level=10),1243.67,Continuing
20,12,179.53,31.08787226112048,28.93128598598018,21.56586275140304,60.5**2 * RBF(length_scale=0.24) + WhiteKernel(noise_level=10),1243.67,Continuing
