Iteration,Experiment Index,Observed Conductivity,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Conductivity in Dataset,Stopping Reason
0,97,86.01,,,,86**2 * RBF(length_scale=0.0985) + WhiteKernel(noise_level=1.06),1243.67,Initial selection
1,95,29.81,68.80934687416442,0.0013488305340431763,86.00999755453796,64.3**2 * RBF(length_scale=0.474) + WhiteKernel(noise_level=8.54),1243.67,Continuing
2,80,2.44,88.09412324122403,42.74656032319107,56.68445364754118,50.4**2 * RBF(length_scale=0.341) + WhiteKernel(noise_level=0.00299),1243.67,Continuing
3,90,11.47,63.825435557321484,26.165618361436305,47.07477149485648,43.8**2 * RBF(length_scale=0.32) + WhiteKernel(noise_level=0.0181),1243.67,Continuing
4,64,11.38,50.11234283571966,18.387005143229096,39.656672115613205,39.3**2 * RBF(length_scale=0.321) + WhiteKernel(noise_level=0.000334),1243.67,Continuing
5,92,13.55,36.814505683339156,12.523146147609067,30.364199419662608,36.6**2 * RBF(length_scale=0.343) + WhiteKernel(noise_level=0.000119),1243.67,Continuing
6,67,13.46,33.18132269876631,4.457913668931101,35.90426128729401,33.9**2 * RBF(length_scale=0.339) + WhiteKernel(noise_level=0.000252),1243.67,Continuing
7,60,63.53,31.38033641569192,10.090373032481935,26.61245422901248,38.5**2 * RBF(length_scale=0.315) + WhiteKernel(noise_level=10),1243.67,Continuing
8,28,5.09,70.2534603187526,55.45278377564079,18.50084567888977,37.8**2 * RBF(length_scale=0.0853) + WhiteKernel(noise_level=10),1243.67,Continuing
9,44,7.09,33.48888222011999,4.172288663626978,36.645741945616265,40.3**2 * RBF(length_scale=0.237) + WhiteKernel(noise_level=0.00802),1243.67,Continuing
10,48,10.37,61.178246091538256,32.07251256640922,36.38216690641129,37.6**2 * RBF(length_scale=0.218) + WhiteKernel(noise_level=10),1243.67,Continuing
11,45,7.84,40.55033303412875,18.278988811545933,27.83918027822852,36.4**2 * RBF(length_scale=0.221) + WhiteKernel(noise_level=10),1243.67,Continuing
12,52,16.66,33.224431452505684,4.824039560466196,35.50048986504936,35.1**2 * RBF(length_scale=0.222) + WhiteKernel(noise_level=10),1243.67,Continuing
13,57,28.51,32.554278608429144,14.117051518095957,23.046533862916483,34.8**2 * RBF(length_scale=0.229) + WhiteKernel(noise_level=10),1243.67,Continuing
