Iteration,Experiment Index,Observed Conductivity,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Conductivity in Dataset,Stopping Reason
0,163,220.57,,,,221**2 * RBF(length_scale=507) + WhiteKernel(noise_level=10),1243.67,Initial selection
1,13,215.37,243.41474389695148,220.49556538531348,5.729794627909499,218**2 * RBF(length_scale=631) + WhiteKernel(noise_level=9.47),1243.67,Continuing
2,10,45.97,237.2526762181975,218.8593698494694,4.598326592182023,174**2 * RBF(length_scale=8.76) + WhiteKernel(noise_level=10),1243.67,Continuing
3,2,14.78,562.6624274845356,173.70547592517403,97.23923788984037,158**2 * RBF(length_scale=5.73) + WhiteKernel(noise_level=10),1243.67,Continuing
4,6,26.19,523.8012120221024,179.745051557762,86.0140401160851,140**2 * RBF(length_scale=2.07) + WhiteKernel(noise_level=10),1243.67,Continuing
5,11,140.7,600.7393329150095,49.772503790842855,137.74170728104167,136**2 * RBF(length_scale=3.36) + WhiteKernel(noise_level=10),1243.67,Continuing
6,54,17.89,539.7884071049448,130.8217318679827,102.24166880924054,126**2 * RBF(length_scale=2.63) + WhiteKernel(noise_level=10),1243.67,Continuing
7,7,33.44,465.60026791994324,58.87574404177921,101.681130969541,122**2 * RBF(length_scale=2.95) + WhiteKernel(noise_level=10),1243.67,Continuing
8,16,490.06,423.63374004684823,210.36141068538274,53.318082340366374,186**2 * RBF(length_scale=1.38) + WhiteKernel(noise_level=10),1243.67,Continuing
9,17,559.01,851.4208486168911,300.99325227630794,137.60689908514578,211**2 * RBF(length_scale=1.53) + WhiteKernel(noise_level=10),1243.67,Continuing
10,147,326.54,872.2509243559359,439.09590730064775,108.28875426382206,209**2 * RBF(length_scale=1.45) + WhiteKernel(noise_level=9.87),1243.67,Continuing
11,217,271.56,853.209555736091,409.8902827547033,110.82981824534694,206**2 * RBF(length_scale=1.3) + WhiteKernel(noise_level=10),1243.67,Continuing
12,152,44.1,837.6083846668816,105.62210839714963,182.996569067433,198**2 * RBF(length_scale=1.28) + WhiteKernel(noise_level=10),1243.67,Continuing
13,69,14.78,791.1560228876223,5.129475850516496,196.50663675927643,190**2 * RBF(length_scale=1.26) + WhiteKernel(noise_level=10),1243.67,Continuing
14,50,14.08,753.7084748716397,2.2042641320090857,187.87605268490768,183**2 * RBF(length_scale=1.25) + WhiteKernel(noise_level=10),1243.67,Continuing
15,198,195.33,725.1680233022147,406.5063403990794,79.66542072578382,185**2 * RBF(length_scale=0.963) + WhiteKernel(noise_level=10),1243.67,Continuing
16,22,766.85,820.5563520538606,641.4717680558899,44.771145999492674,202**2 * RBF(length_scale=0.835) + WhiteKernel(noise_level=10),1243.67,Continuing
17,179,135.2652427,938.80636498534,630.9789366875161,76.95685707445597,256**2 * RBF(length_scale=0.492) + WhiteKernel(noise_level=10),1243.67,Continuing
18,218,537.77,1125.7034000769177,316.02287806884874,202.42013050201723,259**2 * RBF(length_scale=0.514) + WhiteKernel(noise_level=10),1243.67,Continuing
19,176,76.51244504,1137.839555341151,190.28202616251457,236.88938229465913,253**2 * RBF(length_scale=0.508) + WhiteKernel(noise_level=10),1243.67,Continuing
20,191,398.5758253,1049.3714200954812,100.75164576810522,237.154943581844,259**2 * RBF(length_scale=0.538) + WhiteKernel(noise_level=5.9),1243.67,Continuing
21,205,248.62,1116.9257150061896,125.6875798248885,247.80953379532528,256**2 * RBF(length_scale=0.549) + WhiteKernel(noise_level=10),1243.67,Continuing
22,210,356.76,1057.7145611089227,225.99100637082836,207.9308886845236,305**2 * RBF(length_scale=0.0716) + WhiteKernel(noise_level=0.00705),1243.67,Continuing
23,100,433.78,1439.3120389475357,370.5120669173479,267.19999300754694,299**2 * RBF(length_scale=0.0941) + WhiteKernel(noise_level=0.00705),1243.67,Continuing
24,104,580.44,1414.9596941608338,413.7278146882876,250.30796986813655,297**2 * RBF(length_scale=0.12) + WhiteKernel(noise_level=9.89),1243.67,Continuing
25,153,47.22,1304.4759341723452,298.88722637776243,251.39717694864572,293**2 * RBF(length_scale=0.104) + WhiteKernel(noise_level=0.00705),1243.67,Continuing
26,139,336.24,1300.1932918569137,299.7881021511327,250.10129742644523,289**2 * RBF(length_scale=0.11) + WhiteKernel(noise_level=0.00705),1243.67,Continuing
27,138,302.25,1250.539996949803,289.30334869877345,240.30916206275742,285**2 * RBF(length_scale=0.114) + WhiteKernel(noise_level=10),1243.67,Continuing
28,177,83.28491341,1231.2848367898841,121.10206177967461,277.5456937525524,280**2 * RBF(length_scale=0.113) + WhiteKernel(noise_level=10),1243.67,Continuing
29,185,311.2965408,1144.131734640778,27.90384066238394,279.0569734945985,281**2 * RBF(length_scale=0.117) + WhiteKernel(noise_level=10),1243.67,Continuing
30,192,424.1973941,1151.016669197825,31.175767030943543,279.9602255417204,287**2 * RBF(length_scale=0.124) + WhiteKernel(noise_level=10),1243.67,Continuing
31,124,554.41,1169.9634897432757,43.95091951064535,281.50314255815755,300**2 * RBF(length_scale=0.136) + WhiteKernel(noise_level=10),1243.67,Continuing
32,136,293.6,1227.1318054016388,30.49318354413647,299.1596554643756,300**2 * RBF(length_scale=0.14) + WhiteKernel(noise_level=10),1243.67,Continuing
33,155,92.38,1235.658892955971,51.13843166223168,296.13011532343484,296**2 * RBF(length_scale=0.141) + WhiteKernel(noise_level=10),1243.67,Continuing
34,228,697.4,1213.1873157386112,32.60553769686892,295.1454445104356,316**2 * RBF(length_scale=0.158) + WhiteKernel(noise_level=10),1243.67,Continuing
35,224,637.46,1362.9032222671435,119.29695497792186,310.9015668223054,316**2 * RBF(length_scale=0.172) + WhiteKernel(noise_level=10),1243.67,Continuing
36,171,419.51,1342.135156704734,109.31734758362936,308.2044522802762,316**2 * RBF(length_scale=0.18) + WhiteKernel(noise_level=10),1243.67,Continuing
37,221,561.86,1335.5294358725919,81.89788136903513,313.4078886258892,316**2 * RBF(length_scale=0.191) + WhiteKernel(noise_level=10),1243.67,Continuing
38,132,212.66,1342.6718434521688,149.72778551250636,298.2360144849156,316**2 * RBF(length_scale=0.194) + WhiteKernel(noise_level=10),1243.67,Continuing
39,208,297.95,1336.8122023919534,109.62357788199468,306.7971561274897,316**2 * RBF(length_scale=0.198) + WhiteKernel(noise_level=10),1243.67,Continuing
40,161,214.21,1318.7461839864336,93.97349206270417,306.19317298093233,316**2 * RBF(length_scale=0.2) + WhiteKernel(noise_level=10),1243.67,Continuing
41,187,322.6997586,1314.4990650029265,78.78860752997721,308.9276143682373,316**2 * RBF(length_scale=0.203) + WhiteKernel(noise_level=10),1243.67,Continuing
42,212,395.74,1318.5183637081661,89.11486675740315,307.35087423769073,316**2 * RBF(length_scale=0.207) + WhiteKernel(noise_level=10),1243.67,Continuing
43,190,390.2707837,1314.0383072028444,72.7123754676837,310.3314829337902,316**2 * RBF(length_scale=0.21) + WhiteKernel(noise_level=10),1243.67,Continuing
44,202,214.93,1329.2140150210778,159.9125356520969,292.3253698422452,316**2 * RBF(length_scale=0.213) + WhiteKernel(noise_level=0.00705),1243.67,Continuing
45,216,696.39,1315.679303385644,244.38590655387935,267.8233492079412,316**2 * RBF(length_scale=0.215) + WhiteKernel(noise_level=10),1243.67,Continuing
46,214,451.64,1289.1539906551425,266.79422694102226,255.58994092853007,316**2 * RBF(length_scale=0.218) + WhiteKernel(noise_level=0.00705),1243.67,Continuing
