Iteration,Experiment Index,Observed Conductivity,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Conductivity in Dataset,Stopping Reason
0,163,220.57,,,,221**2 * RBF(length_scale=0.00863) + WhiteKernel(noise_level=1.24e-05),1243.67,Initial selection
1,162,217.94,220.5704978379399,220.5699999438048,0.004978941351293811,219**2 * RBF(length_scale=1) + WhiteKernel(noise_level=3.46),1243.67,Continuing
2,170,405.26,218.4272550516267,213.38690552530824,50.403495263184666,316**2 * RBF(length_scale=0.001) + WhiteKernel(noise_level=3.46),1243.67,Continuing
3,0,12.77,31.623323433160824,0.0,316.23323433160823,245**2 * RBF(length_scale=0.302) + WhiteKernel(noise_level=3.46),1243.67,Continuing
4,171,419.51,164.0160485616218,144.20890806579337,198.0714049582843,295**2 * RBF(length_scale=0.408) + WhiteKernel(noise_level=3.46),1243.67,Continuing
5,224,637.46,363.9340179510088,344.16620202855216,197.67815922456654,316**2 * RBF(length_scale=0.61) + WhiteKernel(noise_level=10),1243.67,Continuing
6,230,738.1,637.825686083025,637.378528177747,4.471579052779695,316**2 * RBF(length_scale=0.58) + WhiteKernel(noise_level=10),1243.67,Continuing
7,223,636.48,638.0716968032997,627.3961252211889,106.75571582110872,316**2 * RBF(length_scale=0.001) + WhiteKernel(noise_level=10),1243.67,Continuing
8,1,13.19,31.624357700987385,0.0,316.24357700987383,316**2 * RBF(length_scale=0.686) + WhiteKernel(noise_level=10),1243.67,Continuing
9,228,697.4,582.1584718804453,579.7821523477476,23.76319532697691,316**2 * RBF(length_scale=0.391) + WhiteKernel(noise_level=10),1243.67,Continuing
10,191,398.5758253,534.1532472046654,515.2008808382943,189.5236636637107,316**2 * RBF(length_scale=0.38) + WhiteKernel(noise_level=10),1243.67,Continuing
11,192,424.1973941,395.2366937798763,378.03882117270723,171.97872607169074,309**2 * RBF(length_scale=0.386) + WhiteKernel(noise_level=10),1243.67,Continuing
12,210,356.76,194.8236505826069,166.82046501802688,280.03185564580014,305**2 * RBF(length_scale=0.392) + WhiteKernel(noise_level=10),1243.67,Continuing
13,208,297.95,208.51155590486974,188.9441877150848,195.67368189784935,295**2 * RBF(length_scale=0.39) + WhiteKernel(noise_level=10),1243.67,Continuing
14,209,325.42,206.80040203664387,190.7997766533558,160.00625383288076,294**2 * RBF(length_scale=0.395) + WhiteKernel(noise_level=10),1243.67,Continuing
15,185,311.2965408,144.65605794099022,131.99083283021727,126.65225110772955,290**2 * RBF(length_scale=0.375) + WhiteKernel(noise_level=10),1243.67,Continuing
16,189,345.3800939,311.65178180130664,311.2046289100981,4.471528912085195,292**2 * RBF(length_scale=0.372) + WhiteKernel(noise_level=10),1243.67,Continuing
17,211,382.45,94.01348823071848,65.20806577270048,288.05422458018,299**2 * RBF(length_scale=0.381) + WhiteKernel(noise_level=10),1243.67,Continuing
18,213,406.47,292.3473728548816,271.4901521585512,208.57220696330376,295**2 * RBF(length_scale=0.384) + WhiteKernel(noise_level=10),1243.67,Continuing
19,205,248.62,99.30731856045053,70.57343479138763,287.338837690629,291**2 * RBF(length_scale=0.387) + WhiteKernel(noise_level=10),1243.67,Continuing
20,206,268.25,249.04523821498262,248.59803858584564,4.471996291369832,292**2 * RBF(length_scale=0.387) + WhiteKernel(noise_level=10),1243.67,Continuing
21,203,226.25,93.12647357215987,64.72996938004752,283.96504192112343,286**2 * RBF(length_scale=0.387) + WhiteKernel(noise_level=10),1243.67,Continuing
22,135,281.68,100.19808358284881,72.47750707415338,277.20576508695433,282**2 * RBF(length_scale=0.386) + WhiteKernel(noise_level=10),1243.67,Continuing
23,134,278.51,219.5615949097498,206.36442357011728,131.97171339632507,278**2 * RBF(length_scale=0.388) + WhiteKernel(noise_level=10),1243.67,Continuing
24,180,151.3841761,271.84901352874476,263.0270032457156,88.22010283029184,281**2 * RBF(length_scale=0.386) + WhiteKernel(noise_level=10),1243.67,Continuing
25,190,390.2707837,341.39332523606794,327.3379964643031,140.55328771764832,278**2 * RBF(length_scale=0.39) + WhiteKernel(noise_level=10),1243.67,Continuing
26,184,200.7545831,318.6375275882966,299.919497890957,187.18029697339594,271**2 * RBF(length_scale=0.386) + WhiteKernel(noise_level=10),1243.67,Continuing
27,216,696.39,241.51259420074229,227.11903134234416,143.93562858398127,301**2 * RBF(length_scale=0.357) + WhiteKernel(noise_level=10),1243.67,Continuing
28,212,395.74,505.964004261583,489.8044890821907,161.59515179392324,296**2 * RBF(length_scale=0.355) + WhiteKernel(noise_level=10),1243.67,Continuing
29,214,451.64,347.3742247614015,331.7489913609916,156.25233400409857,294**2 * RBF(length_scale=0.357) + WhiteKernel(noise_level=10),1243.67,Continuing
30,215,457.13,452.0370889758337,451.5899220938411,4.471668819925773,294**2 * RBF(length_scale=0.357) + WhiteKernel(noise_level=10),1243.67,Continuing
31,166,249.23,322.04605170445166,314.98283684791863,70.63214856533045,294**2 * RBF(length_scale=0.357) + WhiteKernel(noise_level=10),1243.67,Continuing
32,161,214.21,262.1788538464765,244.39015376457246,177.88700081904054,289**2 * RBF(length_scale=0.358) + WhiteKernel(noise_level=10),1243.67,Continuing
33,167,250.28,249.8275120243218,249.38058762279584,4.46924401525971,289**2 * RBF(length_scale=0.358) + WhiteKernel(noise_level=10),1243.67,Continuing
34,202,214.93,246.9047756241625,237.36435972519484,95.40415898967665,287**2 * RBF(length_scale=0.362) + WhiteKernel(noise_level=10),1243.67,Continuing
35,137,293.93,240.47405192682834,222.43221656618744,180.4183536064091,285**2 * RBF(length_scale=0.366) + WhiteKernel(noise_level=10),1243.67,Continuing
36,178,111.8949727,270.2989629882173,262.21911057497346,80.7985241324384,296**2 * RBF(length_scale=0.365) + WhiteKernel(noise_level=10),1243.67,Continuing
37,183,162.7067112,242.60549995550772,231.91240801901537,106.93091936492357,295**2 * RBF(length_scale=0.368) + WhiteKernel(noise_level=10),1243.67,Continuing
38,187,322.6997586,161.03750175293408,147.42688631947135,136.10615433462718,298**2 * RBF(length_scale=0.368) + WhiteKernel(noise_level=10),1243.67,Continuing
39,164,220.66,210.75352757521497,196.4278270397947,143.2570053542029,296**2 * RBF(length_scale=0.37) + WhiteKernel(noise_level=10),1243.67,Continuing
40,147,326.54,185.47497778309656,165.745506277779,197.29471505317568,295**2 * RBF(length_scale=0.371) + WhiteKernel(noise_level=10),1243.67,Continuing
41,221,561.86,205.68963885249994,186.142596407312,195.47042445187935,306**2 * RBF(length_scale=0.371) + WhiteKernel(noise_level=10),1243.67,Continuing
42,225,654.34,562.215688717845,561.7685023644682,4.4718635337675305,309**2 * RBF(length_scale=0.371) + WhiteKernel(noise_level=10),1243.67,Continuing
43,218,537.77,420.42685214072316,397.73991782581265,226.86934314910485,310**2 * RBF(length_scale=0.375) + WhiteKernel(noise_level=10),1243.67,Continuing
44,177,83.28491341,465.3834359825207,450.60346859006677,147.79967392453938,316**2 * RBF(length_scale=0.361) + WhiteKernel(noise_level=10),1243.67,Continuing
45,99,374.29,414.82963964258,392.4676583081868,223.61981334393187,316**2 * RBF(length_scale=0.363) + WhiteKernel(noise_level=10),1243.67,Continuing
46,121,540.19,388.73092566829865,382.8780913114135,58.528343568851504,307**2 * RBF(length_scale=0.332) + WhiteKernel(noise_level=10),1243.67,Continuing
47,132,212.66,568.7312555858158,551.9670357648629,167.64219820952917,305**2 * RBF(length_scale=0.317) + WhiteKernel(noise_level=10),1243.67,Continuing
48,129,192.74,243.94804311017086,225.73875312751625,182.09289982654616,302**2 * RBF(length_scale=0.318) + WhiteKernel(noise_level=10),1243.67,Continuing
49,130,203.82,158.73232613795707,141.44897705807261,172.83349079884465,300**2 * RBF(length_scale=0.319) + WhiteKernel(noise_level=10),1243.67,Continuing
50,181,155.3457121,151.85194521411316,151.40501825433654,4.469269597766109,300**2 * RBF(length_scale=0.319) + WhiteKernel(noise_level=10),1243.67,Continuing
51,102,545.78,142.1927336357316,130.06175714359756,121.30976492134049,313**2 * RBF(length_scale=0.298) + WhiteKernel(noise_level=10),1243.67,Continuing
52,17,559.01,502.509672016042,494.74623413675,77.63437879291996,312**2 * RBF(length_scale=0.298) + WhiteKernel(noise_level=10),1243.67,Continuing
53,18,617.92,559.3494639394752,558.902437473489,4.47026465986099,314**2 * RBF(length_scale=0.297) + WhiteKernel(noise_level=10),1243.67,Continuing
54,138,302.25,540.6962594557648,532.7364171408021,79.59842314962617,316**2 * RBF(length_scale=0.28) + WhiteKernel(noise_level=10),1243.67,Continuing
55,153,47.22,395.1566819798438,389.8911086075078,52.655733723359965,316**2 * RBF(length_scale=0.209) + WhiteKernel(noise_level=10),1243.67,Continuing
56,124,554.41,273.0888939815387,245.52138579882012,275.675081827186,316**2 * RBF(length_scale=0.212) + WhiteKernel(noise_level=10),1243.67,Continuing
57,159,180.26,236.50270520145926,216.40841870903552,200.94286492423734,316**2 * RBF(length_scale=0.215) + WhiteKernel(noise_level=10),1243.67,Continuing
58,104,580.44,238.83808824465328,213.47817524370313,253.5991300095015,316**2 * RBF(length_scale=0.215) + WhiteKernel(noise_level=10),1243.67,Continuing
59,108,659.36,580.8303005362094,580.3831042642134,4.471962719958937,316**2 * RBF(length_scale=0.214) + WhiteKernel(noise_level=10),1243.67,Continuing
60,103,562.06,557.1452363711871,547.2044766113977,99.40759759789397,316**2 * RBF(length_scale=0.217) + WhiteKernel(noise_level=10),1243.67,Continuing
61,22,766.85,566.7458006137107,555.3553108181886,113.90489795522046,316**2 * RBF(length_scale=0.22) + WhiteKernel(noise_level=10),1243.67,Continuing
62,24,800.58,767.1314650432761,766.6843406481084,4.47124395167635,316**2 * RBF(length_scale=0.219) + WhiteKernel(noise_level=10),1243.67,Continuing
63,222,602.48,784.0130497342545,783.6257769480117,3.8727278624281998,316**2 * RBF(length_scale=0.0203) + WhiteKernel(noise_level=10),1243.67,Continuing
64,227,695.67,723.6443713960778,723.2792245458113,3.6514685026641955,316**2 * RBF(length_scale=0.221) + WhiteKernel(noise_level=10),1243.67,Continuing
65,101,484.36,617.2533727946018,612.515212784156,47.381600104457256,316**2 * RBF(length_scale=0.00864) + WhiteKernel(noise_level=10),1243.67,Continuing
66,105,607.72,562.451002042799,562.0037996266595,4.472024161394791,316**2 * RBF(length_scale=0.00877) + WhiteKernel(noise_level=10),1243.67,Continuing
67,160,189.12,180.68917821855902,180.24197580241955,4.472024161394791,316**2 * RBF(length_scale=0.00864) + WhiteKernel(noise_level=10),1243.67,Continuing
68,106,618.72,31.624396989696475,3.928870919264867e-05,316.2435770098728,316**2 * RBF(length_scale=0.00865) + WhiteKernel(noise_level=10),1243.67,Continuing
69,113,226.22,31.630986580658732,0.006628881486364573,316.24357699172367,316**2 * RBF(length_scale=0.0805) + WhiteKernel(noise_level=10),1243.67,Continuing
70,100,433.78,642.3608921087307,623.662686122304,186.98205986426782,316**2 * RBF(length_scale=0.075) + WhiteKernel(noise_level=10),1243.67,Continuing
71,109,750.9,534.9740903629871,507.90844236368196,270.65647999305105,316**2 * RBF(length_scale=0.0814) + WhiteKernel(noise_level=10),1243.67,Continuing
72,120,540.19,585.9944598702076,567.6972894601131,182.9717041009446,316**2 * RBF(length_scale=0.00942) + WhiteKernel(noise_level=10),1243.67,Continuing
73,31,7.2,31.624357724070986,2.3083602163799584e-08,316.24357700987383,316**2 * RBF(length_scale=0.0834) + WhiteKernel(noise_level=10),1243.67,Continuing
74,107,625.33,320.96610789858465,299.49082839856777,214.75279500016893,316**2 * RBF(length_scale=0.0832) + WhiteKernel(noise_level=10),1243.67,Continuing
75,169,385.2,206.58019822304664,180.20797881657825,263.72219406468383,316**2 * RBF(length_scale=0.0841) + WhiteKernel(noise_level=10),1243.67,Continuing
76,219,545.18,337.71092380264616,317.6599207592776,200.51003043368559,316**2 * RBF(length_scale=0.0854) + WhiteKernel(noise_level=10),1243.67,Continuing
77,150,348.88,513.4896865270948,494.40075036951004,190.88936157584808,316**2 * RBF(length_scale=0.0844) + WhiteKernel(noise_level=10),1243.67,Continuing
78,142,280.38,430.8620997222286,416.1431468129606,147.1895290926801,316**2 * RBF(length_scale=0.0845) + WhiteKernel(noise_level=10),1243.67,Continuing
79,186,318.1919743,371.14867162700807,345.0263482804044,261.22323346603645,316**2 * RBF(length_scale=0.0849) + WhiteKernel(noise_level=10),1243.67,Continuing
80,115,325.56,282.46845460704947,261.5624521210848,209.06002485964692,316**2 * RBF(length_scale=0.0859) + WhiteKernel(noise_level=10),1243.67,Continuing
81,145,291.83,280.8883604921012,280.4412073512557,4.471531408454866,316**2 * RBF(length_scale=0.00863) + WhiteKernel(noise_level=10),1243.67,Continuing
82,139,336.24,31.62435806491963,3.639322439378374e-07,316.24357700987383,316**2 * RBF(length_scale=0.0743) + WhiteKernel(noise_level=10),1243.67,Continuing
83,188,339.0080085,259.71172294268064,235.06175415571852,246.49968786962103,316**2 * RBF(length_scale=0.0751) + WhiteKernel(noise_level=10),1243.67,Continuing
84,148,328.21,166.79044137185116,140.96706875511245,258.233726167387,316**2 * RBF(length_scale=0.0754) + WhiteKernel(noise_level=10),1243.67,Continuing
85,111,838.31,129.19489199382113,108.48251830967955,207.12373684141585,316**2 * RBF(length_scale=0.0685) + WhiteKernel(noise_level=10),1243.67,Continuing
86,172,542.3,102.32398220977254,72.23144698128364,300.925352284889,316**2 * RBF(length_scale=0.0688) + WhiteKernel(noise_level=10),1243.67,Continuing
87,141,279.69,144.56545854977486,118.3685463195676,261.9691223020725,316**2 * RBF(length_scale=0.0689) + WhiteKernel(noise_level=10),1243.67,Continuing
88,144,286.73,280.11360785486687,279.66641058995265,4.471972649142166,316**2 * RBF(length_scale=0.0689) + WhiteKernel(noise_level=10),1243.67,Continuing
89,196,191.45,90.46524659629958,59.453853370071116,310.1139322622846,316**2 * RBF(length_scale=0.0691) + WhiteKernel(noise_level=10),1243.67,Continuing
90,197,192.98,191.8835152700466,191.4363133106715,4.472019593750892,316**2 * RBF(length_scale=0.00863) + WhiteKernel(noise_level=10),1243.67,Continuing
91,199,201.63,192.59268483779744,192.2053897305143,3.8729510728314693,316**2 * RBF(length_scale=0.0691) + WhiteKernel(noise_level=10),1243.67,Continuing
92,204,240.44,139.09107409209327,110.64027582635572,284.50798265737546,316**2 * RBF(length_scale=0.0695) + WhiteKernel(noise_level=10),1243.67,Continuing
93,207,289.72,84.58093692218151,54.37576264139561,302.05174280785894,316**2 * RBF(length_scale=0.0697) + WhiteKernel(noise_level=10),1243.67,Continuing
94,179,135.2652427,134.21251404542426,104.70360717185702,295.08906873567236,316**2 * RBF(length_scale=0.0699) + WhiteKernel(noise_level=10),1243.67,Continuing
95,149,328.45,79.24874110920464,48.15084214233417,310.9789896687047,316**2 * RBF(length_scale=0.0702) + WhiteKernel(noise_level=10),1243.67,Continuing
96,131,207.38,78.41122145859335,47.65926992762978,307.51951530963566,316**2 * RBF(length_scale=0.0703) + WhiteKernel(noise_level=10),1243.67,Continuing
97,193,733.7295218,62.12776933951692,30.67412840589435,314.53640933622563,316**2 * RBF(length_scale=0.0708) + WhiteKernel(noise_level=10),1243.67,Continuing
98,194,745.278685,734.1057390066128,733.6585367220388,4.472022845740337,316**2 * RBF(length_scale=0.0708) + WhiteKernel(noise_level=10),1243.67,Continuing
99,117,475.46,83.46215358196602,51.95147750221543,315.10676079750596,316**2 * RBF(length_scale=0.0714) + WhiteKernel(noise_level=10),1243.67,Continuing
100,118,529.11,475.8647274597113,475.4175251311399,4.472023285713858,316**2 * RBF(length_scale=0.0714) + WhiteKernel(noise_level=10),1243.67,Continuing
101,119,535.99,502.6497099140257,502.26241483213755,3.872950818881739,316**2 * RBF(length_scale=0.0714) + WhiteKernel(noise_level=10),1243.67,Continuing
102,128,1243.67,513.869713761289,513.5045669230167,3.651468382722938,316**2 * RBF(length_scale=0.0716) + WhiteKernel(noise_level=10),1243.67,Max conductivity reached
