Iteration,Experiment Index,Observed Conductivity,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Conductivity in Dataset,Stopping Reason
0,163,220.57,,,,221**2 * RBF(length_scale=0.00863) + WhiteKernel(noise_level=1.24e-05),1243.67,Initial selection
1,162,217.94,220.57398309688583,220.5699999438048,0.004978941351293811,219**2 * RBF(length_scale=1) + WhiteKernel(noise_level=3.46),1243.67,Continuing
2,223,636.48,280.7848439835023,170.516996539901,137.83480930450162,316**2 * RBF(length_scale=0.00133) + WhiteKernel(noise_level=3.46),1243.67,Continuing
3,0,12.77,252.98658782904693,0.0,316.2332347863086,316**2 * RBF(length_scale=0.001) + WhiteKernel(noise_level=3.46),1243.67,Continuing
4,1,13.19,252.98658767846624,0.0,316.2332345980828,316**2 * RBF(length_scale=0.56) + WhiteKernel(noise_level=3.46),1243.67,Continuing
5,224,637.46,663.0467157859453,561.7158373128013,126.6635980914299,312**2 * RBF(length_scale=0.675) + WhiteKernel(noise_level=3.46),1243.67,Continuing
6,230,738.1,639.5396287031045,637.4362983673267,2.629162919722281,316**2 * RBF(length_scale=0.588) + WhiteKernel(noise_level=10),1243.67,Continuing
7,228,697.4,629.6864716912966,601.944034994834,34.67804587057818,316**2 * RBF(length_scale=0.406) + WhiteKernel(noise_level=10),1243.67,Continuing
8,191,398.5758253,651.1875426543651,504.3631621785171,183.53047559481,316**2 * RBF(length_scale=0.396) + WhiteKernel(noise_level=10),1243.67,Continuing
9,171,419.51,638.777777864136,531.721606159295,133.82021463105136,311**2 * RBF(length_scale=0.383) + WhiteKernel(noise_level=10),1243.67,Continuing
10,192,424.1973941,491.43420768812916,357.0026342981809,168.03946673743536,296**2 * RBF(length_scale=0.384) + WhiteKernel(noise_level=10),1243.67,Continuing
11,210,356.76,399.55299908327936,184.33909522587516,269.01737982175524,291**2 * RBF(length_scale=0.392) + WhiteKernel(noise_level=10),1243.67,Continuing
12,208,297.95,337.0323057624588,187.60419993503092,186.78513228428488,281**2 * RBF(length_scale=0.39) + WhiteKernel(noise_level=10),1243.67,Continuing
13,209,325.42,313.66549746954774,191.52424829883228,152.67656146339436,281**2 * RBF(length_scale=0.395) + WhiteKernel(noise_level=10),1243.67,Continuing
14,170,405.26,301.4011020128778,182.45292052695677,148.6852268574013,294**2 * RBF(length_scale=0.395) + WhiteKernel(noise_level=10),1243.67,Continuing
15,211,382.45,316.76844325043567,86.95726219984844,287.263976313234,300**2 * RBF(length_scale=0.407) + WhiteKernel(noise_level=10),1243.67,Continuing
16,213,406.47,441.7878225408216,281.8937746870779,199.86755981717965,296**2 * RBF(length_scale=0.411) + WhiteKernel(noise_level=10),1243.67,Continuing
17,205,248.62,324.07707209024034,97.43625763015922,283.30101807510135,291**2 * RBF(length_scale=0.415) + WhiteKernel(noise_level=10),1243.67,Continuing
18,203,226.25,300.72588179396257,76.82116751278502,279.88089285147197,285**2 * RBF(length_scale=0.415) + WhiteKernel(noise_level=10),1243.67,Continuing
19,135,281.68,294.48277546149336,78.15253265233692,270.41280351144553,280**2 * RBF(length_scale=0.413) + WhiteKernel(noise_level=10),1243.67,Continuing
20,137,293.93,359.0725606523173,183.15597622408586,219.89573053528923,277**2 * RBF(length_scale=0.418) + WhiteKernel(noise_level=10),1243.67,Continuing
21,179,135.2652427,355.23051302653226,220.5234386258698,168.38384300082808,271**2 * RBF(length_scale=0.417) + WhiteKernel(noise_level=10),1243.67,Continuing
22,184,200.7545831,335.84749570286306,162.62779058690953,216.52463139494193,265**2 * RBF(length_scale=0.418) + WhiteKernel(noise_level=10),1243.67,Continuing
23,178,111.8949727,323.6692212503722,271.48248456373847,65.23342085829213,285**2 * RBF(length_scale=0.402) + WhiteKernel(noise_level=10),1243.67,Continuing
24,190,390.2707837,427.26669852434304,284.1830865085867,178.85451501969538,284**2 * RBF(length_scale=0.407) + WhiteKernel(noise_level=10),1243.67,Continuing
25,182,160.6199195,442.8555877664121,304.5731306254446,172.85307142620937,278**2 * RBF(length_scale=0.401) + WhiteKernel(noise_level=10),1243.67,Continuing
26,216,696.39,391.90938351281363,275.24333090388313,145.83256576116315,303**2 * RBF(length_scale=0.379) + WhiteKernel(noise_level=10),1243.67,Continuing
27,212,395.74,601.572018306565,488.30018589937356,141.5897905089894,298**2 * RBF(length_scale=0.377) + WhiteKernel(noise_level=10),1243.67,Continuing
28,214,451.64,484.12172738181937,363.32778954756395,150.99242229281924,295**2 * RBF(length_scale=0.378) + WhiteKernel(noise_level=10),1243.67,Continuing
29,202,214.93,462.73823504050785,371.2447144817249,114.36690069847869,300**2 * RBF(length_scale=0.378) + WhiteKernel(noise_level=10),1243.67,Continuing
30,215,457.13,455.13069181162825,451.5534874790585,4.471505415712221,300**2 * RBF(length_scale=0.378) + WhiteKernel(noise_level=10),1243.67,Continuing
