Iteration,Experiment Index,Observed Conductivity,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Conductivity in Dataset,Stopping Reason
0,117,475.46,,,,316**2 * RBF(length_scale=1) + WhiteKernel(noise_level=10),1243.67,Initial selection
1,214,451.64,570.8851325216011,389.9122338562328,180.97289866536838,316**2 * RBF(length_scale=8.51) + WhiteKernel(noise_level=10),1243.67,Continuing
2,10,45.97,580.8071307308492,368.41833261376036,212.38879811708878,315**2 * RBF(length_scale=5.3) + WhiteKernel(noise_level=6.8e-06),1243.67,Continuing
3,16,490.06,510.8050710695405,490.3857745283384,20.41929654120208,302**2 * RBF(length_scale=6.28) + WhiteKernel(noise_level=6.8e-06),1243.67,Continuing
4,17,559.01,496.92015605166114,455.5072061307028,41.41294992095834,316**2 * RBF(length_scale=4.74) + WhiteKernel(noise_level=6.8e-06),1243.67,Continuing
5,12,179.53,642.3348898720084,583.5624293683329,58.77246050367548,278**2 * RBF(length_scale=2.08) + WhiteKernel(noise_level=6.8e-06),1243.67,Continuing
6,22,766.85,571.2642974915544,558.1166206869441,13.147676804610377,316**2 * RBF(length_scale=0.847) + WhiteKernel(noise_level=10),1243.67,Continuing
7,100,433.78,772.0315022368354,751.6361438581046,20.395358378730876,316**2 * RBF(length_scale=0.096) + WhiteKernel(noise_level=1.66e-05),1243.67,Continuing
8,24,800.58,766.85575729603,766.849999857473,0.00575743855694539,316**2 * RBF(length_scale=0.0929) + WhiteKernel(noise_level=10),1243.67,Continuing
9,222,602.48,787.5445515551019,783.6716239580222,3.872927597079655,316**2 * RBF(length_scale=0.0166) + WhiteKernel(noise_level=10),1243.67,Continuing
10,227,695.67,726.9306925475404,723.2792240448762,3.6514685026641955,316**2 * RBF(length_scale=0.0166) + WhiteKernel(noise_level=10),1243.67,Continuing
11,18,617.92,563.4261287509352,558.9541045895404,4.472024161394791,316**2 * RBF(length_scale=0.0166) + WhiteKernel(noise_level=10),1243.67,Continuing
12,19,634.35,494.4830230615043,490.0109989001095,4.472024161394791,316**2 * RBF(length_scale=0.0165) + WhiteKernel(noise_level=10),1243.67,Continuing
13,20,688.74,566.04984222823,562.1768911553985,3.8729510728314693,316**2 * RBF(length_scale=0.0165) + WhiteKernel(noise_level=10),1243.67,Continuing
14,21,725.7933279,608.0146563964237,604.3631878937595,3.6514685026641955,316**2 * RBF(length_scale=0.0164) + WhiteKernel(noise_level=10),1243.67,Continuing
15,23,788.8326479,638.255489043259,634.7199639759492,3.5355250673097927,316**2 * RBF(length_scale=0.0164) + WhiteKernel(noise_level=10),1243.67,Continuing
16,232,824.47,669.0059801638146,665.5418843220687,3.4640958417459187,316**2 * RBF(length_scale=0.0164) + WhiteKernel(noise_level=10),1243.67,Continuing
17,25,804.11,695.4451083312169,692.0294621420823,3.415646189134641,316**2 * RBF(length_scale=0.0164) + WhiteKernel(noise_level=10),1243.67,Continuing
18,26,839.28,711.4213528187853,708.0407388182357,3.3806140005495884,316**2 * RBF(length_scale=0.0164) + WhiteKernel(noise_level=10),1243.67,Continuing
19,27,852.33,727.7995410441929,724.4454414071515,3.3540996370413874,316**2 * RBF(length_scale=0.0164) + WhiteKernel(noise_level=10),1243.67,Continuing
20,118,529.11,479.88448291551896,475.41245875412415,4.472024161394791,316**2 * RBF(length_scale=0.0164) + WhiteKernel(noise_level=10),1243.67,Continuing
21,119,535.99,506.1328380784731,502.25988700564164,3.8729510728314693,316**2 * RBF(length_scale=0.108) + WhiteKernel(noise_level=10),1243.67,Continuing
22,112,904.29,803.2332710256279,670.0380205121772,133.19525051345067,316**2 * RBF(length_scale=0.105) + WhiteKernel(noise_level=10),1243.67,Continuing
23,110,770.35,962.7349412785659,833.2717128162258,129.4632284623401,316**2 * RBF(length_scale=0.105) + WhiteKernel(noise_level=10),1243.67,Continuing
24,220,546.79,908.593596559838,904.1227664415492,4.470830118288903,316**2 * RBF(length_scale=0.192) + WhiteKernel(noise_level=10),1243.67,Continuing
25,104,580.44,754.805266802063,596.5746264882852,158.2306403137778,316**2 * RBF(length_scale=0.001) + WhiteKernel(noise_level=10),1243.67,Continuing
26,226,658.86,729.3766758867584,725.503724813927,3.8729510728314693,316**2 * RBF(length_scale=0.194) + WhiteKernel(noise_level=10),1243.67,Continuing
27,139,336.24,671.4827086798583,499.02853852653425,172.45417015332404,316**2 * RBF(length_scale=0.177) + WhiteKernel(noise_level=10),1243.67,Continuing
28,102,545.78,666.25461124505,491.77394572334015,174.48066552170985,316**2 * RBF(length_scale=0.19) + WhiteKernel(noise_level=10),1243.67,Continuing
29,138,302.25,666.3170228542439,505.77303739084255,160.54398546340136,316**2 * RBF(length_scale=0.176) + WhiteKernel(noise_level=10),1243.67,Continuing
30,153,47.22,680.4379725483506,517.7495176780756,162.688454870275,316**2 * RBF(length_scale=0.124) + WhiteKernel(noise_level=10),1243.67,Continuing
31,101,484.36,664.0932849018856,586.9213876724684,77.17189722941713,316**2 * RBF(length_scale=0.001) + WhiteKernel(noise_level=10),1243.67,Continuing
32,108,659.36,584.8539859652138,580.3819618038191,4.472024161394791,316**2 * RBF(length_scale=0.001) + WhiteKernel(noise_level=10),1243.67,Continuing
33,128,1243.67,517.1543517398687,513.5028832372045,3.6514685026641955,316**2 * RBF(length_scale=0.132) + WhiteKernel(noise_level=10),1243.67,Max conductivity reached
