Iteration,Experiment Index,Observed Conductivity,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Conductivity in Dataset,Stopping Reason
0,97,86.01,,,,86**2 * RBF(length_scale=0.0985) + WhiteKernel(noise_level=1.06),1243.67,Initial selection
1,95,29.81,430.05133660322383,0.0013488305340431763,86.00999755453796,64.3**2 * RBF(length_scale=0.474) + WhiteKernel(noise_level=8.54),1243.67,Continuing
2,46,7.85,333.42956102488534,23.661364734487147,61.95363925807963,50.5**2 * RBF(length_scale=0.392) + WhiteKernel(noise_level=0.000572),1243.67,Continuing
3,80,2.44,261.2945543992999,25.538230899989873,47.151264699862004,43.6**2 * RBF(length_scale=0.336) + WhiteKernel(noise_level=0.0181),1243.67,Continuing
4,90,11.47,225.81247468951648,26.187897199765317,39.92491549795023,39.3**2 * RBF(length_scale=0.321) + WhiteKernel(noise_level=0.0181),1243.67,Continuing
5,92,13.55,200.4496665368275,17.523544916865472,36.585224323992406,36**2 * RBF(length_scale=0.324) + WhiteKernel(noise_level=0.0181),1243.67,Continuing
6,67,13.46,183.4013725287446,4.57824587138898,35.76462533147112,33.3**2 * RBF(length_scale=0.325) + WhiteKernel(noise_level=10),1243.67,Continuing
7,62,7.25,167.71171131346836,0.3026936415682432,33.48180353438002,31.2**2 * RBF(length_scale=0.32) + WhiteKernel(noise_level=7.93),1243.67,Continuing
8,78,39.11,156.8848562894581,0.5118213190803689,31.27460699407554,32.1**2 * RBF(length_scale=0.325) + WhiteKernel(noise_level=10),1243.67,Continuing
9,33,7.72,161.8183532549525,1.2382769149683015,32.11601526799684,30.5**2 * RBF(length_scale=0.323) + WhiteKernel(noise_level=10),1243.67,Continuing
10,37,11.44,153.36372833189554,0.0002835769646100991,30.672688950986185,29.2**2 * RBF(length_scale=0.32) + WhiteKernel(noise_level=10),1243.67,Continuing
11,9,45.53,147.04330119172204,0.0008465395129659584,29.408490930441815,31**2 * RBF(length_scale=0.324) + WhiteKernel(noise_level=10),1243.67,Continuing
12,8,37.09,155.61838133756373,0.010467732422112035,31.121582721028325,31.5**2 * RBF(length_scale=0.326) + WhiteKernel(noise_level=10),1243.67,Continuing
13,10,45.97,158.2015461296757,0.009356308037228306,31.638437964327693,32.8**2 * RBF(length_scale=0.331) + WhiteKernel(noise_level=10),1243.67,Continuing
14,217,271.56,164.57481373444207,2.1707078871896364e-06,32.91496231274684,91.6**2 * RBF(length_scale=0.772) + WhiteKernel(noise_level=10),1243.67,Continuing
15,178,111.8949727,530.5973632312131,132.24916040341864,79.66964056555888,87**2 * RBF(length_scale=0.746) + WhiteKernel(noise_level=10),1243.67,Continuing
16,218,537.77,500.1790205020177,135.7322095607894,72.88936218824566,152**2 * RBF(length_scale=0.826) + WhiteKernel(noise_level=9.86),1243.67,Continuing
17,176,76.51244504,902.2964937237857,354.48280815812944,109.56273711313126,152**2 * RBF(length_scale=0.681) + WhiteKernel(noise_level=0.000572),1243.67,Continuing
18,98,233.89,910.0944091228814,348.45551600475807,112.32777862362468,142**2 * RBF(length_scale=0.61) + WhiteKernel(noise_level=0.000572),1243.67,Continuing
19,138,302.25,817.8830981815595,336.2434477484494,96.327930086622,140**2 * RBF(length_scale=0.616) + WhiteKernel(noise_level=0.000572),1243.67,Continuing
20,147,326.54,785.0197474035581,253.91691236661921,106.22056700738777,144**2 * RBF(length_scale=0.668) + WhiteKernel(noise_level=0.000573),1243.67,Continuing
21,69,14.78,718.702130648446,0.056679640006405546,143.7290902016879,139**2 * RBF(length_scale=0.657) + WhiteKernel(noise_level=0.000573),1243.67,Continuing
22,59,34.35,696.0130870147283,0.2878842685216365,139.14504054924132,135**2 * RBF(length_scale=0.649) + WhiteKernel(noise_level=0.000573),1243.67,Continuing
23,96,45.34,677.540103131169,1.2206980644173873,135.2638810133503,132**2 * RBF(length_scale=0.642) + WhiteKernel(noise_level=0.000573),1243.67,Continuing
24,54,17.89,661.1118310548684,2.5938784211044768,131.70359052675278,129**2 * RBF(length_scale=0.635) + WhiteKernel(noise_level=0.000573),1243.67,Continuing
25,177,83.28491341,647.8134141391724,498.96408085132776,29.769866657568922,159**2 * RBF(length_scale=0.00189) + WhiteKernel(noise_level=8.56),1243.67,Continuing
26,0,12.77,797.1700692581401,0.0,159.434013851628,156**2 * RBF(length_scale=0.00405) + WhiteKernel(noise_level=9.83),1243.67,Continuing
27,1,13.19,782.3648765913529,0.0,156.47297531827058,154**2 * RBF(length_scale=0.0388) + WhiteKernel(noise_level=10),1243.67,Continuing
28,15,411.82,802.5999591255987,76.52778431120795,145.21443496287816,164**2 * RBF(length_scale=0.067) + WhiteKernel(noise_level=9.7),1243.67,Continuing
29,198,195.33,891.3089126412065,104.10566848109347,157.4406488320226,162**2 * RBF(length_scale=0.0814) + WhiteKernel(noise_level=10),1243.67,Continuing
30,17,559.01,866.0212643301314,102.40376373336069,152.72350011935413,182**2 * RBF(length_scale=0.0907) + WhiteKernel(noise_level=10),1243.67,Continuing
31,153,47.22,1048.9411026626515,191.26676474134732,171.5348675842608,180**2 * RBF(length_scale=0.0846) + WhiteKernel(noise_level=10),1243.67,Continuing
32,102,545.78,931.3178853754787,236.69978302290764,138.9236204705142,191**2 * RBF(length_scale=0.0831) + WhiteKernel(noise_level=10),1243.67,Continuing
33,195,179.12,969.7076329393775,22.00451400560267,189.54062378675496,190**2 * RBF(length_scale=0.0842) + WhiteKernel(noise_level=10),1243.67,Continuing
34,154,63.81,969.1450549515283,45.2594475727464,184.7771214757564,208**2 * RBF(length_scale=0.001) + WhiteKernel(noise_level=5.25),1243.67,Continuing
35,2,14.78,1041.2009895827896,0.0,208.24019791655792,185**2 * RBF(length_scale=0.0844) + WhiteKernel(noise_level=8.78),1243.67,Continuing
36,137,293.93,929.45821589819,11.685257376044088,183.55459170442919,188**2 * RBF(length_scale=0.0856) + WhiteKernel(noise_level=10),1243.67,Continuing
37,183,162.7067112,969.2321444784964,35.93357798401174,186.65971329889692,187**2 * RBF(length_scale=0.0869) + WhiteKernel(noise_level=10),1243.67,Continuing
38,193,733.7295218,965.8879055056659,61.62772589716491,180.8520359217002,236**2 * RBF(length_scale=0.001) + WhiteKernel(noise_level=9.61),1243.67,Continuing
39,5,24.01,1179.1960239386678,0.0,235.83920478773356,213**2 * RBF(length_scale=0.0902) + WhiteKernel(noise_level=10),1243.67,Continuing
40,117,475.46,1163.4208128280995,125.66743604437866,207.55067535674414,242**2 * RBF(length_scale=0.001) + WhiteKernel(noise_level=8.41),1243.67,Continuing
41,6,26.19,1208.663802252559,0.0,241.7327604505118,239**2 * RBF(length_scale=0.001) + WhiteKernel(noise_level=7.25),1243.67,Continuing
42,7,33.44,1194.3591976164917,0.0,238.87183952329832,236**2 * RBF(length_scale=0.00189) + WhiteKernel(noise_level=9.36),1243.67,Continuing
43,11,140.7,1180.664948249291,0.0,236.1329896498582,234**2 * RBF(length_scale=0.00189) + WhiteKernel(noise_level=9.34),1243.67,Continuing
44,12,179.53,1171.9797769780437,0.0,234.39595539560872,212**2 * RBF(length_scale=0.0973) + WhiteKernel(noise_level=9.97),1243.67,Continuing
45,148,328.21,1127.2182806762585,70.23295809051042,211.3970645171496,214**2 * RBF(length_scale=0.101) + WhiteKernel(noise_level=7.88),1243.67,Continuing
46,141,279.69,1158.8410160776027,104.53327704969772,210.86154780558098,214**2 * RBF(length_scale=0.104) + WhiteKernel(noise_level=6.75),1243.67,Continuing
47,182,160.6199195,1122.8614778685592,97.48854839968072,205.07458589377572,213**2 * RBF(length_scale=0.104) + WhiteKernel(noise_level=7.45),1243.67,Continuing
48,150,348.88,1103.1084025137498,66.93528097182947,207.23462430838404,215**2 * RBF(length_scale=0.105) + WhiteKernel(noise_level=10),1243.67,Continuing
49,120,540.19,1138.499965973862,164.01106081729404,194.8977810313136,248**2 * RBF(length_scale=0.001) + WhiteKernel(noise_level=9.32),1243.67,Continuing
50,13,215.37,1239.9445515095472,0.0,247.9889103019094,221**2 * RBF(length_scale=0.108) + WhiteKernel(noise_level=9.99),1243.67,Continuing
51,113,226.22,1220.2380552686036,227.26632593791425,198.59434586613787,247**2 * RBF(length_scale=0.001) + WhiteKernel(noise_level=6.83),1243.67,Continuing
52,16,490.06,1235.0032579416475,0.0,247.00065158832948,228**2 * RBF(length_scale=0.11) + WhiteKernel(noise_level=10),1243.67,Continuing
53,122,543.75,1245.6716107249642,152.9025587959342,218.553810385806,234**2 * RBF(length_scale=0.115) + WhiteKernel(noise_level=10),1243.67,Continuing
54,114,291.41,1193.3373664832966,287.6221329703133,181.14304670259665,232**2 * RBF(length_scale=0.115) + WhiteKernel(noise_level=10),1243.67,Continuing
55,125,608.87,1178.185566534854,21.698349218487476,231.29744346327328,273**2 * RBF(length_scale=0.00189) + WhiteKernel(noise_level=9.67),1243.67,Continuing
56,22,766.85,1363.4170905231267,0.0,272.68341810462533,289**2 * RBF(length_scale=0.00189) + WhiteKernel(noise_level=9.79),1243.67,Continuing
57,28,5.09,1443.6808678749053,0.0,288.7361735749811,286**2 * RBF(length_scale=0.00935) + WhiteKernel(noise_level=10),1243.67,Continuing
58,106,618.72,1431.1979015738518,0.01277313790324897,286.2370256871897,286**2 * RBF(length_scale=0.0918) + WhiteKernel(noise_level=10),1243.67,Continuing
59,104,580.44,1857.7180135620702,774.1962674862194,216.7043492151701,302**2 * RBF(length_scale=0.001) + WhiteKernel(noise_level=9.26),1243.67,Continuing
60,29,6.19,1509.933856807128,0.0,301.9867713614256,299**2 * RBF(length_scale=0.001) + WhiteKernel(noise_level=9.91),1243.67,Continuing
61,30,6.44,1497.5113512852138,0.0,299.50227025704277,277**2 * RBF(length_scale=0.0868) + WhiteKernel(noise_level=10),1243.67,Continuing
62,103,562.06,1512.965991311173,673.6495423037934,167.8632898014759,276**2 * RBF(length_scale=0.0867) + WhiteKernel(noise_level=10),1243.67,Continuing
63,107,625.33,1481.0156800686068,472.89229246461196,201.62467752079894,276**2 * RBF(length_scale=0.0883) + WhiteKernel(noise_level=10),1243.67,Continuing
64,140,259.11,1430.247152942526,121.35507655690199,261.7784152771248,275**2 * RBF(length_scale=0.089) + WhiteKernel(noise_level=10),1243.67,Continuing
65,149,328.45,1414.5622880149488,72.4213128025578,268.4281950424782,275**2 * RBF(length_scale=0.0896) + WhiteKernel(noise_level=10),1243.67,Continuing
66,179,135.2652427,1396.6893033493595,38.72318269154363,271.5932241315632,273**2 * RBF(length_scale=0.0897) + WhiteKernel(noise_level=10),1243.67,Continuing
67,172,542.3,1385.992271130891,208.45212873428306,235.5080284793216,276**2 * RBF(length_scale=0.0911) + WhiteKernel(noise_level=10),1243.67,Continuing
68,180,151.3841761,1395.0787249470436,24.977681979406483,274.0202085935274,274**2 * RBF(length_scale=0.0912) + WhiteKernel(noise_level=10),1243.67,Continuing
69,166,249.23,1387.7572272052928,31.578898049538957,271.23566583115075,274**2 * RBF(length_scale=0.0914) + WhiteKernel(noise_level=10),1243.67,Continuing
