Iteration,Experiment Index,Observed Conductivity,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Conductivity in Dataset,Stopping Reason
0,163,220.57,,,,221**2 * RBF(length_scale=0.00863) + WhiteKernel(noise_level=1.24e-05),1243.67,Initial selection
1,162,217.94,220.57497888515607,220.5699999438048,0.004978941351293811,219**2 * RBF(length_scale=1) + WhiteKernel(noise_level=3.46),1243.67,Continuing
2,214,451.64,310.0697717879448,153.84155350837392,156.22821827957083,316**2 * RBF(length_scale=1.09) + WhiteKernel(noise_level=3.46),1243.67,Continuing
3,102,545.78,577.3955266829915,397.60356468748773,179.7919619955038,316**2 * RBF(length_scale=1.79) + WhiteKernel(noise_level=3.46),1243.67,Continuing
4,177,83.28491341,623.427584736711,511.3514301875148,112.07615454919622,316**2 * RBF(length_scale=0.751) + WhiteKernel(noise_level=3.46),1243.67,Continuing
5,104,580.44,711.4112706245447,561.4202123478408,149.99105827670397,316**2 * RBF(length_scale=0.001) + WhiteKernel(noise_level=3.46),1243.67,Continuing
6,108,659.36,583.0500916273428,580.4199235542227,2.6301680731201436,316**2 * RBF(length_scale=0.93) + WhiteKernel(noise_level=10),1243.67,Continuing
7,136,293.6,669.776770948417,578.0748860594618,91.70188488895516,316**2 * RBF(length_scale=0.585) + WhiteKernel(noise_level=10),1243.67,Continuing
8,164,220.66,729.7547784196101,622.8412059048424,106.91357251476775,316**2 * RBF(length_scale=0.316) + WhiteKernel(noise_level=10),1243.67,Continuing
9,124,554.41,737.1129797053056,599.6978950706036,137.41508463470197,316**2 * RBF(length_scale=0.362) + WhiteKernel(noise_level=10),1243.67,Continuing
10,109,750.9,695.7005523051806,582.6771909556104,113.0233613495702,316**2 * RBF(length_scale=0.364) + WhiteKernel(noise_level=10),1243.67,Continuing
11,122,543.75,842.4096021214564,701.4859817942912,140.92362032716517,316**2 * RBF(length_scale=0.332) + WhiteKernel(noise_level=10),1243.67,Continuing
12,207,289.72,831.4386790509907,652.1913208788028,179.2473581721879,316**2 * RBF(length_scale=0.283) + WhiteKernel(noise_level=10),1243.67,Continuing
13,111,838.31,768.0701749585219,629.9910737215536,138.07910123696828,316**2 * RBF(length_scale=0.275) + WhiteKernel(noise_level=10),1243.67,Continuing
14,150,348.88,851.7241577856552,801.3523632320153,50.371794553639866,316**2 * RBF(length_scale=0.119) + WhiteKernel(noise_level=10),1243.67,Continuing
15,100,433.78,938.8529138028848,709.79999620898,229.0529175939048,316**2 * RBF(length_scale=0.00863) + WhiteKernel(noise_level=10),1243.67,Continuing
16,215,457.13,456.0668646773427,451.5948405159479,4.472024161394791,316**2 * RBF(length_scale=0.00968) + WhiteKernel(noise_level=10),1243.67,Continuing
17,120,540.19,316.24374486436267,0.00016785449667307828,316.243577009866,316**2 * RBF(length_scale=0.099) + WhiteKernel(noise_level=10),1243.67,Continuing
18,103,562.06,705.8277608649742,562.6830109152831,143.14474994969095,316**2 * RBF(length_scale=0.105) + WhiteKernel(noise_level=10),1243.67,Continuing
19,107,625.33,675.2982424791951,477.2164059725792,198.08183650661596,316**2 * RBF(length_scale=0.109) + WhiteKernel(noise_level=10),1243.67,Continuing
20,106,618.72,653.6886540520551,510.5532806383271,143.13537341372796,316**2 * RBF(length_scale=0.107) + WhiteKernel(noise_level=10),1243.67,Continuing
21,101,484.36,627.2385493648455,561.1493294234217,66.08921994142385,316**2 * RBF(length_scale=0.108) + WhiteKernel(noise_level=10),1243.67,Continuing
22,153,47.22,590.2834533179761,348.3109161495476,241.9725371684285,316**2 * RBF(length_scale=0.104) + WhiteKernel(noise_level=10),1243.67,Continuing
23,138,302.25,594.6122590594657,332.7583734318167,261.853885627649,316**2 * RBF(length_scale=0.105) + WhiteKernel(noise_level=10),1243.67,Continuing
24,105,607.72,566.4815966617028,562.0106447900762,4.47095187162664,316**2 * RBF(length_scale=0.00877) + WhiteKernel(noise_level=10),1243.67,Continuing
25,113,226.22,316.2527996647618,0.009222690020846715,316.24357697474096,316**2 * RBF(length_scale=0.0953) + WhiteKernel(noise_level=10),1243.67,Continuing
26,114,291.41,535.5439914019887,262.512880913494,273.03111048849473,316**2 * RBF(length_scale=0.0962) + WhiteKernel(noise_level=10),1243.67,Continuing
27,17,559.01,525.3958213313356,270.7454460358358,254.65037529549974,316**2 * RBF(length_scale=0.0971) + WhiteKernel(noise_level=10),1243.67,Continuing
28,18,617.92,563.4372673219866,558.9653055982159,4.4719617237707245,316**2 * RBF(length_scale=0.097) + WhiteKernel(noise_level=10),1243.67,Continuing
29,146,312.65,499.95627519408686,208.68806751660992,291.26820767747694,316**2 * RBF(length_scale=0.0982) + WhiteKernel(noise_level=10),1243.67,Continuing
30,142,280.38,457.0650091832414,290.653864696327,166.4111444869144,316**2 * RBF(length_scale=0.1) + WhiteKernel(noise_level=10),1243.67,Continuing
31,179,135.2652427,423.07725209832313,170.15111812360507,252.92613397471803,316**2 * RBF(length_scale=0.101) + WhiteKernel(noise_level=10),1243.67,Continuing
32,180,151.3841761,423.2178516079429,161.77004714277734,261.4478044651656,316**2 * RBF(length_scale=0.101) + WhiteKernel(noise_level=10),1243.67,Continuing
33,196,191.45,414.87372658513596,170.68789828630656,244.18582829882942,316**2 * RBF(length_scale=0.103) + WhiteKernel(noise_level=10),1243.67,Continuing
34,166,249.23,387.5121551961715,109.61758812643926,277.8945670697322,316**2 * RBF(length_scale=0.104) + WhiteKernel(noise_level=10),1243.67,Continuing
35,125,608.87,364.5433885011857,51.590263408324006,312.9531250928617,316**2 * RBF(length_scale=0.105) + WhiteKernel(noise_level=10),1243.67,Continuing
36,182,160.6199195,357.0581718704026,42.11075333443577,314.9474185359668,316**2 * RBF(length_scale=0.105) + WhiteKernel(noise_level=10),1243.67,Continuing
37,117,475.46,351.0372401605018,49.23621787169198,301.80102228880986,316**2 * RBF(length_scale=0.106) + WhiteKernel(noise_level=10),1243.67,Continuing
38,118,529.11,479.88519217497173,475.4131790953577,4.472013079614068,316**2 * RBF(length_scale=0.105) + WhiteKernel(noise_level=10),1243.67,Continuing
39,119,535.99,506.13306462996354,502.2601167499496,3.872947880013952,316**2 * RBF(length_scale=0.105) + WhiteKernel(noise_level=10),1243.67,Continuing
