Iteration,Experiment Index,Observed Conductivity,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Conductivity in Dataset,Stopping Reason
0,163,220.57,,,,221**2 * RBF(length_scale=507) + WhiteKernel(noise_level=10),1243.67,Initial selection
1,13,215.37,222.21450377368635,220.49556538531348,5.729794627909499,218**2 * RBF(length_scale=631) + WhiteKernel(noise_level=9.47),1243.67,Continuing
2,10,45.97,220.238867827124,218.8593698494694,4.598326592182023,174**2 * RBF(length_scale=8.76) + WhiteKernel(noise_level=10),1243.67,Continuing
3,11,140.7,247.93542908137175,236.27573790333406,38.865637260125595,166**2 * RBF(length_scale=4.78) + WhiteKernel(noise_level=10),1243.67,Continuing
4,16,490.06,238.7266900348571,226.58631009535057,40.46793313168847,252**2 * RBF(length_scale=1.51) + WhiteKernel(noise_level=10),1243.67,Continuing
5,19,634.35,491.3118773922697,489.9703211576313,4.471854115461396,280**2 * RBF(length_scale=1.31) + WhiteKernel(noise_level=10),1243.67,Continuing
6,112,904.29,563.7389946529826,560.6804566500385,10.195126676480296,316**2 * RBF(length_scale=0.0563) + WhiteKernel(noise_level=10),1243.67,Continuing
7,220,546.79,905.5315974735819,904.1900222769237,4.471917322193728,316**2 * RBF(length_scale=0.0981) + WhiteKernel(noise_level=10),1243.67,Continuing
8,226,658.86,726.6480843374694,725.4862354337238,3.8728296791521744,316**2 * RBF(length_scale=0.112) + WhiteKernel(noise_level=10),1243.67,Continuing
9,110,770.35,694.2675115051316,657.5599176037621,122.35864633789846,316**2 * RBF(length_scale=0.148) + WhiteKernel(noise_level=10),1243.67,Continuing
10,20,688.74,563.4143071242701,562.2525126296096,3.872648315535069,316**2 * RBF(length_scale=0.192) + WhiteKernel(noise_level=10),1243.67,Continuing
11,21,725.7933279,605.5156115169387,604.4202442020178,3.6512243830697706,316**2 * RBF(length_scale=0.236) + WhiteKernel(noise_level=10),1243.67,Continuing
12,23,788.8326479,635.8237023928136,634.7631100474391,3.5353078179150303,316**2 * RBF(length_scale=0.286) + WhiteKernel(noise_level=10),1243.67,Continuing
13,25,804.11,666.6068705841889,665.5677044362501,3.4638871597960317,316**2 * RBF(length_scale=0.307) + WhiteKernel(noise_level=10),1243.67,Continuing
14,26,839.28,689.6688890422857,688.6442461642437,3.415476260140238,316**2 * RBF(length_scale=0.299) + WhiteKernel(noise_level=10),1243.67,Continuing
15,27,852.33,711.1651299228307,710.1509816758335,3.380494156657365,316**2 * RBF(length_scale=0.276) + WhiteKernel(noise_level=10),1243.67,Continuing
16,232,824.47,728.9231051923305,727.9168988569872,3.354021117810623,316**2 * RBF(length_scale=0.258) + WhiteKernel(noise_level=10),1243.67,Continuing
17,182,160.6199195,398.1090953035439,319.3039219314885,262.6839112401846,316**2 * RBF(length_scale=0.237) + WhiteKernel(noise_level=10),1243.67,Continuing
18,114,291.41,266.00088370438283,203.8059660134022,207.31639230326877,316**2 * RBF(length_scale=0.261) + WhiteKernel(noise_level=10),1243.67,Continuing
19,231,772.94,292.7288317243798,291.38729078526376,4.4718031303868715,316**2 * RBF(length_scale=0.227) + WhiteKernel(noise_level=10),1243.67,Continuing
20,116,452.8,533.3017977203983,532.1399229967501,3.872915745494188,316**2 * RBF(length_scale=0.231) + WhiteKernel(noise_level=10),1243.67,Continuing
21,123,552.26,506.78971870673826,505.6942836320032,3.651450249116907,316**2 * RBF(length_scale=0.229) + WhiteKernel(noise_level=10),1243.67,Continuing
22,229,731.11,518.3960249295648,517.3353704661131,3.535514878172287,316**2 * RBF(length_scale=0.221) + WhiteKernel(noise_level=10),1243.67,Continuing
23,126,660.0,561.1286323878863,560.0894053515512,3.464090121116886,316**2 * RBF(length_scale=0.218) + WhiteKernel(noise_level=10),1243.67,Continuing
24,127,1089.12,577.7656072565977,576.7409145378042,3.415642395978487,316**2 * RBF(length_scale=0.206) + WhiteKernel(noise_level=10),1243.67,Continuing
25,122,543.75,583.1179153119945,543.1208570370595,133.32352758311654,316**2 * RBF(length_scale=0.222) + WhiteKernel(noise_level=10),1243.67,Continuing
26,111,838.31,378.0594066039589,306.1101117678918,239.8309827868903,316**2 * RBF(length_scale=0.231) + WhiteKernel(noise_level=10),1243.67,Continuing
27,150,348.88,796.8364002789466,774.4772597053088,74.53046857879251,316**2 * RBF(length_scale=0.114) + WhiteKernel(noise_level=10),1243.67,Continuing
28,142,280.38,401.27328258476723,348.3628736360406,176.3680298290887,316**2 * RBF(length_scale=0.119) + WhiteKernel(noise_level=10),1243.67,Continuing
29,100,433.78,428.77613707079365,342.16947367785093,288.6888779764758,316**2 * RBF(length_scale=0.125) + WhiteKernel(noise_level=10),1243.67,Continuing
30,120,540.19,368.11036352878534,298.7599738200775,231.16796569569271,316**2 * RBF(length_scale=0.0069) + WhiteKernel(noise_level=10),1243.67,Continuing
31,145,291.83,281.6935720519378,280.35196480351937,4.472024161394791,316**2 * RBF(length_scale=0.123) + WhiteKernel(noise_level=10),1243.67,Continuing
32,109,750.9,542.6774889110811,509.65062934494927,110.08953188710618,316**2 * RBF(length_scale=0.112) + WhiteKernel(noise_level=10),1243.67,Continuing
33,106,618.72,428.2753553127027,378.59484972476184,165.6016852931361,316**2 * RBF(length_scale=0.104) + WhiteKernel(noise_level=10),1243.67,Continuing
34,101,484.36,512.7806712423671,476.8350816094726,119.81863210964862,316**2 * RBF(length_scale=0.107) + WhiteKernel(noise_level=10),1243.67,Continuing
35,113,226.22,505.05283779092974,476.3246238497975,95.76071313710759,316**2 * RBF(length_scale=0.001) + WhiteKernel(noise_level=10),1243.67,Continuing
36,162,217.94,221.88955245389764,220.5479452054792,4.472024161394791,316**2 * RBF(length_scale=0.001) + WhiteKernel(noise_level=10),1243.67,Continuing
37,0,12.77,94.87307310296215,0.0,316.24357700987383,316**2 * RBF(length_scale=0.093) + WhiteKernel(noise_level=10),1243.67,Continuing
38,103,562.06,583.4959314806626,550.1783165148631,111.05871655266496,316**2 * RBF(length_scale=0.0959) + WhiteKernel(noise_level=10),1243.67,Continuing
39,107,625.33,567.645204726132,508.32639985505085,197.72934957027027,316**2 * RBF(length_scale=0.1) + WhiteKernel(noise_level=10),1243.67,Continuing
