Iteration,Experiment Index,Observed Conductivity,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Conductivity in Dataset,Stopping Reason
0,53,16.69,,,,16.7**2 * RBF(length_scale=116) + WhiteKernel(noise_level=0.167),1243.67,Initial selection
1,13,215.37,23.954125530958528,16.625515295672734,1.465722047057159,153**2 * RBF(length_scale=4.87) + WhiteKernel(noise_level=5.83e-05),1243.67,Continuing
2,10,45.97,728.4426784302295,10.611483097723351,143.56623906650123,137**2 * RBF(length_scale=7.58) + WhiteKernel(noise_level=5.83e-05),1243.67,Continuing
3,2,14.78,488.5225411795212,26.248903329234423,92.45472757005737,132**2 * RBF(length_scale=9.58) + WhiteKernel(noise_level=5.83e-05),1243.67,Continuing
4,152,44.1,259.4660355360054,181.95269518438488,15.502668070324104,99.1**2 * RBF(length_scale=1.33) + WhiteKernel(noise_level=7.05),1243.67,Continuing
5,51,15.85,497.403296479122,2.38683928267765,99.00329143928886,90.6**2 * RBF(length_scale=1.33) + WhiteKernel(noise_level=10),1243.67,Continuing
6,7,33.44,453.9635253506588,2.379271140059976,90.31685084211976,84.8**2 * RBF(length_scale=1.37) + WhiteKernel(noise_level=10),1243.67,Continuing
7,203,226.25,425.85504342675296,3.4910278723699273,84.4728031108766,113**2 * RBF(length_scale=1.58) + WhiteKernel(noise_level=9.99),1243.67,Continuing
8,185,311.2965408,605.4543647977283,93.6149745365578,102.3678780522341,136**2 * RBF(length_scale=2.11) + WhiteKernel(noise_level=4.91),1243.67,Continuing
9,54,17.89,646.7043498541519,52.34271513127951,118.87232694457448,130**2 * RBF(length_scale=2.13) + WhiteKernel(noise_level=0.00372),1243.67,Continuing
10,16,490.06,586.9236499894156,207.95761431211972,75.79320713545918,179**2 * RBF(length_scale=1.78) + WhiteKernel(noise_level=10),1243.67,Continuing
11,17,559.01,812.6068935379211,340.48121276154006,94.4251361552762,199**2 * RBF(length_scale=1.56) + WhiteKernel(noise_level=0.604),1243.67,Continuing
12,50,14.08,941.2708319357254,0.9401621057574783,188.06613396599357,191**2 * RBF(length_scale=1.57) + WhiteKernel(noise_level=0.604),1243.67,Continuing
13,31,7.2,881.6952660732583,25.83109287859458,171.17283463893273,185**2 * RBF(length_scale=1.59) + WhiteKernel(noise_level=0.604),1243.67,Continuing
14,147,326.54,817.6903361361829,430.8518795841774,77.36769131040109,187**2 * RBF(length_scale=1.52) + WhiteKernel(noise_level=10),1243.67,Continuing
15,143,283.86,815.832485575326,392.1129657568493,84.74390396369535,187**2 * RBF(length_scale=1.45) + WhiteKernel(noise_level=10),1243.67,Continuing
16,38,12.19,834.866691121179,1.0032236806620447,166.77269348810339,182**2 * RBF(length_scale=1.46) + WhiteKernel(noise_level=10),1243.67,Continuing
17,217,271.56,765.1475200859134,400.69525715624343,72.89045258593397,180**2 * RBF(length_scale=1.29) + WhiteKernel(noise_level=10),1243.67,Continuing
18,224,637.46,796.2960427790078,414.6085926443093,76.33749002693972,201**2 * RBF(length_scale=1.14) + WhiteKernel(noise_level=10),1243.67,Continuing
19,93,17.35,930.23968989854,7.3131965997572,184.58529865975655,196**2 * RBF(length_scale=1.14) + WhiteKernel(noise_level=9.42),1243.67,Continuing
20,205,248.62,893.3748251985581,281.74485284910554,122.32599446989053,193**2 * RBF(length_scale=1.16) + WhiteKernel(noise_level=10),1243.67,Continuing
21,173,2.740952014,868.9327686343132,26.45520126565186,168.49551347373227,189**2 * RBF(length_scale=1.16) + WhiteKernel(noise_level=10),1243.67,Continuing
22,202,214.93,807.2306763753677,588.6617117870479,43.713792917663945,227**2 * RBF(length_scale=0.634) + WhiteKernel(noise_level=0.604),1243.67,Continuing
23,200,207.58,1256.5150807505088,257.82630158145327,199.73775583381112,222**2 * RBF(length_scale=0.632) + WhiteKernel(noise_level=0.604),1243.67,Continuing
24,177,83.28491341,1116.1952167551556,356.11167350930384,152.01670864917034,227**2 * RBF(length_scale=0.583) + WhiteKernel(noise_level=0.604),1243.67,Continuing
25,22,766.85,1212.7863172408781,494.8436168362598,143.58854008092368,240**2 * RBF(length_scale=0.6) + WhiteKernel(noise_level=0.604),1243.67,Continuing
26,62,7.25,1199.7755668305947,2.42160389415239,239.47079258728843,235**2 * RBF(length_scale=0.597) + WhiteKernel(noise_level=0.604),1243.67,Continuing
27,210,356.76,1185.6225634198527,398.03452277062877,157.51760812984475,231**2 * RBF(length_scale=0.602) + WhiteKernel(noise_level=0.604),1243.67,Continuing
28,59,34.35,1156.864099445125,1.3363588758323632,231.10554811385853,227**2 * RBF(length_scale=0.6) + WhiteKernel(noise_level=0.604),1243.67,Continuing
29,8,37.09,1131.3973106936317,4.0730558336292,225.46485097200048,223**2 * RBF(length_scale=0.599) + WhiteKernel(noise_level=10),1243.67,Continuing
30,56,18.43,1111.9102275380326,2.8871755062271287,221.8046104063611,220**2 * RBF(length_scale=0.597) + WhiteKernel(noise_level=0.604),1243.67,Continuing
31,136,293.6,1096.9286284443947,521.662836983285,115.05315829222195,227**2 * RBF(length_scale=0.57) + WhiteKernel(noise_level=0.604),1243.67,Continuing
32,162,217.94,1179.517342245334,369.78984150168486,161.94550014872982,226**2 * RBF(length_scale=0.564) + WhiteKernel(noise_level=0.604),1243.67,Continuing
33,78,39.11,1121.7801743621962,3.410272430091452,223.67398038642094,222**2 * RBF(length_scale=0.563) + WhiteKernel(noise_level=0.604),1243.67,Continuing
34,183,162.7067112,1110.3372157910485,436.3717518510733,134.79309278799505,227**2 * RBF(length_scale=0.522) + WhiteKernel(noise_level=0.604),1243.67,Continuing
35,80,2.44,1119.8892909443493,3.29631386228503,223.3185954164129,223**2 * RBF(length_scale=0.521) + WhiteKernel(noise_level=0.604),1243.67,Continuing
36,213,406.47,1089.140633476949,66.15607001760543,204.5969126918687,228**2 * RBF(length_scale=0.519) + WhiteKernel(noise_level=0.604),1243.67,Continuing
37,164,220.66,1067.7417956390832,556.190397935574,102.31027954070183,241**2 * RBF(length_scale=0.434) + WhiteKernel(noise_level=0.604),1243.67,Continuing
38,192,424.1973941,1205.5642058083856,470.58394158979314,146.9960528437185,239**2 * RBF(length_scale=0.441) + WhiteKernel(noise_level=0.604),1243.67,Continuing
39,5,24.01,1150.4010023461774,4.3609732122380045,229.20800582678788,236**2 * RBF(length_scale=0.441) + WhiteKernel(noise_level=0.604),1243.67,Continuing
40,133,215.93,1133.913939833325,59.54579831310336,214.8736283040443,235**2 * RBF(length_scale=0.444) + WhiteKernel(noise_level=0.604),1243.67,Continuing
41,156,116.5,1112.7283305548947,127.17141812552363,197.1113824858742,233**2 * RBF(length_scale=0.45) + WhiteKernel(noise_level=0.604),1243.67,Continuing
42,67,13.46,1078.6813953271235,12.905771318469107,213.15512480173086,230**2 * RBF(length_scale=0.452) + WhiteKernel(noise_level=0.604),1243.67,Continuing
43,231,772.94,1051.2692276549792,661.1370676567484,78.02643199964615,231**2 * RBF(length_scale=0.44) + WhiteKernel(noise_level=0.604),1243.67,Continuing
