Iteration,Experiment Index,Observed Conductivity,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Conductivity in Dataset,Stopping Reason
0,97,86.01,,,,86**2 * RBF(length_scale=0.0985) + WhiteKernel(noise_level=1.06),1243.67,Initial selection
1,95,29.81,43.00634760780302,0.0013488305340431763,86.00999755453796,64.3**2 * RBF(length_scale=0.474) + WhiteKernel(noise_level=8.54),1243.67,Continuing
2,80,2.44,71.08878714696166,42.74656032319107,56.68445364754118,50.4**2 * RBF(length_scale=0.341) + WhiteKernel(noise_level=0.00299),1243.67,Continuing
3,90,11.47,49.70300410886455,26.165618361436305,47.07477149485648,43.8**2 * RBF(length_scale=0.32) + WhiteKernel(noise_level=0.0181),1243.67,Continuing
4,64,11.38,38.2153412010357,18.387005143229096,39.656672115613205,39.3**2 * RBF(length_scale=0.321) + WhiteKernel(noise_level=0.000334),1243.67,Continuing
5,92,13.55,27.70524585744037,12.523146147609067,30.364199419662608,36.6**2 * RBF(length_scale=0.343) + WhiteKernel(noise_level=0.000119),1243.67,Continuing
6,60,63.53,23.91858363595854,9.679350121134668,28.478467029647746,41.2**2 * RBF(length_scale=0.318) + WhiteKernel(noise_level=10),1243.67,Continuing
7,28,5.09,65.73158409383419,55.958402784512316,19.54636261864373,39.9**2 * RBF(length_scale=0.0866) + WhiteKernel(noise_level=10),1243.67,Continuing
8,44,7.09,23.62953604178395,4.401967899666407,38.45513628423509,42.6**2 * RBF(length_scale=0.241) + WhiteKernel(noise_level=8.59e-05),1243.67,Continuing
9,48,10.37,52.410404517466205,33.36459010488622,38.091628825159965,39.8**2 * RBF(length_scale=0.222) + WhiteKernel(noise_level=0.0181),1243.67,Continuing
10,45,7.84,33.14056698006867,18.77807154753037,28.724990865076606,38.2**2 * RBF(length_scale=0.226) + WhiteKernel(noise_level=10),1243.67,Continuing
11,39,18.25,25.804902905063926,15.117127610872771,21.375550588382314,37.6**2 * RBF(length_scale=0.236) + WhiteKernel(noise_level=0.00213),1243.67,Continuing
12,57,28.51,25.025431580205385,14.535075639531954,20.98071188134686,37.6**2 * RBF(length_scale=0.245) + WhiteKernel(noise_level=0.0181),1243.67,Continuing
13,52,16.66,28.0806968688303,10.657497492723028,34.84639875221455,36.2**2 * RBF(length_scale=0.243) + WhiteKernel(noise_level=0.000184),1243.67,Continuing
14,68,13.99,20.640954934640625,5.655168181884527,29.9715735055122,35.1**2 * RBF(length_scale=0.244) + WhiteKernel(noise_level=0.0181),1243.67,Continuing
15,43,6.25,20.521627827900517,12.47241306924268,16.098429517315676,35.1**2 * RBF(length_scale=0.254) + WhiteKernel(noise_level=5.75e-05),1243.67,Continuing
16,67,13.46,20.730835906137045,3.447142121786457,34.56738756870118,33.8**2 * RBF(length_scale=0.251) + WhiteKernel(noise_level=0.000495),1243.67,Continuing
17,71,16.13,20.445597811605964,4.898911961644383,31.09337169992316,32.8**2 * RBF(length_scale=0.249) + WhiteKernel(noise_level=0.0181),1243.67,Continuing
18,47,9.21,22.559760316661563,10.265599390229054,24.58832185286502,31.6**2 * RBF(length_scale=0.251) + WhiteKernel(noise_level=10),1243.67,Continuing
19,77,32.04,19.08643452582961,13.931770946821343,10.309327158016536,32.4**2 * RBF(length_scale=0.243) + WhiteKernel(noise_level=10),1243.67,Continuing
20,72,16.51,20.725192462153323,10.697006291460596,20.056372341385455,31.9**2 * RBF(length_scale=0.246) + WhiteKernel(noise_level=10),1243.67,Continuing
