Iteration,Experiment Index,Observed Conductivity,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Conductivity in Dataset,Stopping Reason
0,163,220.57,,,,221**2 * RBF(length_scale=507) + WhiteKernel(noise_level=10),1243.67,Initial selection
1,13,215.37,226.225360013223,220.49556538531348,5.729794627909499,218**2 * RBF(length_scale=631) + WhiteKernel(noise_level=9.47),1243.67,Continuing
2,10,45.97,223.45769644165142,218.8593698494694,4.598326592182023,174**2 * RBF(length_scale=8.76) + WhiteKernel(noise_level=10),1243.67,Continuing
3,11,140.7,275.14137516345966,236.27573790333406,38.865637260125595,166**2 * RBF(length_scale=4.78) + WhiteKernel(noise_level=10),1243.67,Continuing
4,93,17.35,268.58421192454324,149.6079298204114,118.97628210413181,146**2 * RBF(length_scale=3.56) + WhiteKernel(noise_level=10),1243.67,Continuing
5,16,490.06,267.3699798939157,215.1235528904867,52.24642700342899,229**2 * RBF(length_scale=1.45) + WhiteKernel(noise_level=10),1243.67,Continuing
6,22,766.85,527.852022987406,431.7021961156907,96.14982687171533,312**2 * RBF(length_scale=0.918) + WhiteKernel(noise_level=10),1243.67,Continuing
7,164,220.66,833.8913559374232,718.7922143814334,115.09914155598982,316**2 * RBF(length_scale=0.419) + WhiteKernel(noise_level=10),1243.67,Continuing
8,122,543.75,865.3535236919859,699.7100572385732,165.64346645341269,316**2 * RBF(length_scale=0.39) + WhiteKernel(noise_level=10),1243.67,Continuing
9,24,800.58,771.2059585655159,766.7341453469309,4.471813218585029,316**2 * RBF(length_scale=0.375) + WhiteKernel(noise_level=10),1243.67,Continuing
10,222,602.48,787.5312215619701,783.658324381191,3.8728971807790726,311**2 * RBF(length_scale=0.43) + WhiteKernel(noise_level=10),1243.67,Continuing
11,227,695.67,726.9126142851229,723.2611865114886,3.651427773634233,309**2 * RBF(length_scale=0.437) + WhiteKernel(noise_level=10),1243.67,Continuing
12,100,433.78,716.245202428532,678.7908948869444,37.45430754158753,316**2 * RBF(length_scale=0.001) + WhiteKernel(noise_level=10),1243.67,Continuing
13,19,634.35,494.4830230615043,490.0109989001095,4.472024161394791,316**2 * RBF(length_scale=0.104) + WhiteKernel(noise_level=10),1243.67,Continuing
14,101,484.36,711.8679436138398,548.9084157778173,162.9595278360225,316**2 * RBF(length_scale=0.115) + WhiteKernel(noise_level=10),1243.67,Continuing
15,110,770.35,646.6929775090238,470.16674733837135,176.5262301706524,316**2 * RBF(length_scale=0.125) + WhiteKernel(noise_level=10),1243.67,Continuing
16,112,904.29,753.7409744159525,676.0596836584095,77.68129075754291,316**2 * RBF(length_scale=0.001) + WhiteKernel(noise_level=10),1243.67,Continuing
17,220,546.79,908.6716042033897,904.199580041995,4.472024161394791,316**2 * RBF(length_scale=0.141) + WhiteKernel(noise_level=10),1243.67,Continuing
18,114,291.41,745.0013525528925,536.1071578301933,208.89419472269918,316**2 * RBF(length_scale=0.119) + WhiteKernel(noise_level=10),1243.67,Continuing
19,226,658.86,729.3730238248378,725.5005295876409,3.8724942371968423,316**2 * RBF(length_scale=0.122) + WhiteKernel(noise_level=10),1243.67,Continuing
20,104,580.44,614.2603170038642,418.5158025099081,195.74451449395613,316**2 * RBF(length_scale=0.128) + WhiteKernel(noise_level=10),1243.67,Continuing
21,108,659.36,584.8685132945401,580.396691856008,4.47182143853204,316**2 * RBF(length_scale=0.127) + WhiteKernel(noise_level=10),1243.67,Continuing
22,20,688.74,566.1105496381746,562.2378214120789,3.8727282260956897,316**2 * RBF(length_scale=0.132) + WhiteKernel(noise_level=10),1243.67,Continuing
23,21,725.7933279,608.048204584593,604.396851829486,3.6513527551070317,316**2 * RBF(length_scale=0.136) + WhiteKernel(noise_level=10),1243.67,Continuing
24,232,824.47,638.276014480032,634.7405609735288,3.5354535065032517,316**2 * RBF(length_scale=0.139) + WhiteKernel(noise_level=10),1243.67,Continuing
25,23,788.8326479,676.1442075685698,672.6801615528384,3.464046015731339,316**2 * RBF(length_scale=0.141) + WhiteKernel(noise_level=10),1243.67,Continuing
