Iteration,Experiment Index,Observed Conductivity,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Conductivity in Dataset,Stopping Reason
0,97,86.01,,,,86**2 * RBF(length_scale=0.0985) + WhiteKernel(noise_level=1.06),1243.67,Initial selection
1,95,29.81,25.804348096895428,0.0013488305340431763,86.00999755453796,64.3**2 * RBF(length_scale=0.474) + WhiteKernel(noise_level=8.54),1243.67,Continuing
2,80,2.44,59.75189641745342,42.74656032319107,56.68445364754118,50.4**2 * RBF(length_scale=0.341) + WhiteKernel(noise_level=0.00299),1243.67,Continuing
3,90,11.47,40.28804980989325,26.165618361436305,47.07477149485648,43.8**2 * RBF(length_scale=0.32) + WhiteKernel(noise_level=0.0181),1243.67,Continuing
4,64,11.38,30.284006777913056,18.387005143229096,39.656672115613205,39.3**2 * RBF(length_scale=0.321) + WhiteKernel(noise_level=0.000334),1243.67,Continuing
5,92,13.55,21.63240597350785,12.523146147609067,30.364199419662608,36.6**2 * RBF(length_scale=0.343) + WhiteKernel(noise_level=0.000119),1243.67,Continuing
6,60,63.53,18.22289023002899,9.679350121134668,28.478467029647746,41.2**2 * RBF(length_scale=0.318) + WhiteKernel(noise_level=10),1243.67,Continuing
7,28,5.09,61.822311570105434,55.958402784512316,19.54636261864373,39.9**2 * RBF(length_scale=0.0866) + WhiteKernel(noise_level=10),1243.67,Continuing
8,44,7.09,15.938508784936932,4.401967899666407,38.45513628423509,42.6**2 * RBF(length_scale=0.241) + WhiteKernel(noise_level=8.59e-05),1243.67,Continuing
9,48,10.37,44.79207875243421,33.36459010488622,38.091628825159965,39.8**2 * RBF(length_scale=0.222) + WhiteKernel(noise_level=0.0181),1243.67,Continuing
10,45,7.84,27.39556880705335,18.77807154753037,28.724990865076606,38.2**2 * RBF(length_scale=0.226) + WhiteKernel(noise_level=10),1243.67,Continuing
11,39,18.25,21.529792787387464,15.117127610872771,21.375550588382314,37.6**2 * RBF(length_scale=0.236) + WhiteKernel(noise_level=0.00213),1243.67,Continuing
12,57,28.51,20.82928920393601,14.535075639531954,20.98071188134686,37.6**2 * RBF(length_scale=0.245) + WhiteKernel(noise_level=0.0181),1243.67,Continuing
13,52,16.66,21.111417118387394,10.657497492723028,34.84639875221455,36.2**2 * RBF(length_scale=0.243) + WhiteKernel(noise_level=0.000184),1243.67,Continuing
14,43,6.25,16.391242714537043,11.214100603266573,17.257140370901563,36**2 * RBF(length_scale=0.254) + WhiteKernel(noise_level=4e-05),1243.67,Continuing
15,67,13.46,14.575068522815986,3.9209101843515475,35.51386112821479,34.6**2 * RBF(length_scale=0.25) + WhiteKernel(noise_level=0.00011),1243.67,Continuing
16,71,16.13,14.239044562527036,4.6786164471142975,31.868093718042463,33.6**2 * RBF(length_scale=0.248) + WhiteKernel(noise_level=8.1e-05),1243.67,Continuing
17,77,32.04,18.81585638409779,14.481564385636783,14.447639994870018,34.2**2 * RBF(length_scale=0.251) + WhiteKernel(noise_level=0.000155),1243.67,Continuing
18,47,9.21,37.24861901707385,31.827235688041494,18.071277763441177,33.2**2 * RBF(length_scale=0.243) + WhiteKernel(noise_level=10),1243.67,Continuing
19,72,16.51,16.92874861263606,10.782738333361303,20.48670093091586,32.6**2 * RBF(length_scale=0.246) + WhiteKernel(noise_level=10),1243.67,Continuing
20,12,179.53,13.400906965186216,4.4058341654892885,29.98357599898976,55.2**2 * RBF(length_scale=0.261) + WhiteKernel(noise_level=0.000255),1243.67,Continuing
21,14,218.67,179.53675953945773,179.52998120188485,0.02259445857623232,59.4**2 * RBF(length_scale=0.265) + WhiteKernel(noise_level=10),1243.67,Continuing
22,58,31.24,104.51352941938251,97.51623742215844,23.324306657413562,58.2**2 * RBF(length_scale=0.213) + WhiteKernel(noise_level=10),1243.67,Continuing
23,68,13.99,17.86565941869683,2.652096400962952,50.71187672577959,56.8**2 * RBF(length_scale=0.212) + WhiteKernel(noise_level=10),1243.67,Continuing
24,6,26.19,20.638942801615666,7.997702444254065,42.137467857872004,56.4**2 * RBF(length_scale=0.216) + WhiteKernel(noise_level=10),1243.67,Continuing
25,30,6.44,27.55131101375721,23.093058574631467,14.860841463752482,57.3**2 * RBF(length_scale=0.219) + WhiteKernel(noise_level=10),1243.67,Continuing
26,33,7.72,28.30491013832337,25.34770742976348,9.857342361866289,54.1**2 * RBF(length_scale=0.19) + WhiteKernel(noise_level=10),1243.67,Continuing
27,133,215.93,16.288755257844205,0.043101748065568456,54.1521783659288,62.2**2 * RBF(length_scale=0.001) + WhiteKernel(noise_level=10),1243.67,Continuing
28,0,12.77,18.675184368996042,0.0,62.25061456332014,85**2 * RBF(length_scale=0.295) + WhiteKernel(noise_level=10),1243.67,Continuing
29,198,195.33,85.1841598075769,60.743882786806125,81.46759006923592,95.2**2 * RBF(length_scale=0.326) + WhiteKernel(noise_level=10),1243.67,Continuing
30,201,213.5,196.51911299303146,195.17789868645875,4.470714355242326,71**2 * RBF(length_scale=0.001) + WhiteKernel(noise_level=10),1243.67,Continuing
31,1,13.19,21.33218224193809,0.0,71.10727413979363,69.9**2 * RBF(length_scale=0.001) + WhiteKernel(noise_level=10),1243.67,Continuing
32,2,14.78,20.98645652376266,0.0,69.95485507920887,89.9**2 * RBF(length_scale=0.316) + WhiteKernel(noise_level=10),1243.67,Continuing
33,195,179.12,190.9752148050803,176.91100538634328,46.880698062456744,88.5**2 * RBF(length_scale=0.317) + WhiteKernel(noise_level=10),1243.67,Continuing
34,15,411.82,179.57278515080458,170.89130121239396,28.93827979470204,106**2 * RBF(length_scale=0.193) + WhiteKernel(noise_level=10),1243.67,Continuing
35,98,233.89,462.30011311665777,456.54136673680443,19.1958212661777,109**2 * RBF(length_scale=0.001) + WhiteKernel(noise_level=10),1243.67,Continuing
36,5,24.01,32.67413096075972,0.0,108.91376986919906,107**2 * RBF(length_scale=0.00398) + WhiteKernel(noise_level=10),1243.67,Continuing
