Iteration,Experiment Index,Observed Conductivity,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Conductivity in Dataset,Stopping Reason
0,53,16.69,,,,16.7**2 * RBF(length_scale=116) + WhiteKernel(noise_level=0.167),1243.67,Initial selection
1,13,215.37,16.77208750037845,16.625515295672734,1.465722047057159,153**2 * RBF(length_scale=4.87) + WhiteKernel(noise_level=5.83e-05),1243.67,Continuing
2,152,44.1,197.17509570796585,191.34243367197593,58.32662035989915,125**2 * RBF(length_scale=1.42) + WhiteKernel(noise_level=0.00217),1243.67,Continuing
3,65,11.49,20.87454033448098,13.382702718573254,74.91837615907724,117**2 * RBF(length_scale=2.01) + WhiteKernel(noise_level=0.603),1243.67,Continuing
4,198,195.33,20.67454801604775,13.590295783384807,70.84252232662945,143**2 * RBF(length_scale=1.39) + WhiteKernel(noise_level=0.603),1243.67,Continuing
5,153,47.22,210.81077185502784,204.86811795199608,59.42653903031745,123**2 * RBF(length_scale=0.646) + WhiteKernel(noise_level=0.604),1243.67,Continuing
6,201,213.5,195.43043139589864,195.32056783068396,1.098635652146875,125**2 * RBF(length_scale=0.611) + WhiteKernel(noise_level=10),1243.67,Continuing
7,195,179.12,196.22328651389313,192.71338607542245,35.09900438470675,123**2 * RBF(length_scale=0.763) + WhiteKernel(noise_level=10),1243.67,Continuing
8,15,411.82,192.69677872471482,191.62648921971362,10.702895050011895,192**2 * RBF(length_scale=0.001) + WhiteKernel(noise_level=10),1243.67,Continuing
9,0,12.77,19.184657533503465,0.0,191.84657533503466,181**2 * RBF(length_scale=0.001) + WhiteKernel(noise_level=10),1243.67,Continuing
10,1,13.19,18.092520535350925,0.0,180.92520535350926,172**2 * RBF(length_scale=0.001) + WhiteKernel(noise_level=10),1243.67,Continuing
11,2,14.78,17.169179654976706,0.0,171.69179654976705,164**2 * RBF(length_scale=0.0227) + WhiteKernel(noise_level=10),1243.67,Continuing
12,98,233.89,32.313860607121185,15.949306083488723,163.64554523632458,149**2 * RBF(length_scale=0.0826) + WhiteKernel(noise_level=10),1243.67,Continuing
