Iteration,UCB Index,Observed UCB,Predicted UCB,Uncertainty UCB,Max Yield Strength in Dataset,Stopping Reason
1,0,1167.2,0.0,1048.8088481701514,2510.3,Continuing
2,166,1091.4,200.24861400046763,1040.833832560908,2510.3,Continuing
3,85,1175.4,321.3736098134956,927.2194346295978,2510.3,Continuing
4,123,1729.4,1135.60106693379,90.5715821256229,2510.3,Continuing
5,180,1182.0,595.8283615993688,792.1134750802128,2510.3,Continuing
6,201,1586.7,1118.5880314211934,298.45106185182345,2510.3,Continuing
7,147,1736.3,1175.8039477440366,299.7796082024048,2510.3,Continuing
8,303,1221.6,1214.273825659046,330.07081446171765,2510.3,Continuing
9,206,2331.1,1237.042379057267,297.01346570718823,2510.3,Continuing
10,71,2501.1,1169.3104283804655,505.4899216805089,2510.3,Continuing
11,273,2402.3,1095.2324323119242,690.9023022467737,2510.3,Continuing
12,45,1716.3,1112.4961006998913,755.8660630689847,2510.3,Continuing
13,99,2411.5,1224.7371265897682,667.3809132756564,2510.3,Continuing
14,31,2487.3,1262.088386846667,697.0449973881211,2510.3,Continuing
15,73,2381.6,1300.15483468688,723.0856692154902,2510.3,Continuing
16,191,2411.5,1357.3567934755197,715.9769310701228,2510.3,Continuing
17,292,2372.4,1411.8430614036233,708.0939692179907,2510.3,Continuing
18,106,2381.6,1568.891089594734,626.964611895423,2510.3,Continuing
19,184,1012.8,2318.8033443912964,103.25189685137151,2510.3,Continuing
20,212,2249.6,1493.1284240498271,682.2980737774396,2510.3,Continuing
21,43,1026.6,1675.4719511211042,575.3496458736042,2510.3,Continuing
22,233,1088.6,1582.6199260612952,625.0771147179174,2510.3,Continuing
23,289,1571.2,1543.88644986999,637.5388841006022,2510.3,Continuing
24,194,1233.3,1569.9046112111873,610.1176657542597,2510.3,Continuing
25,159,2356.4,1558.566625714193,605.4542080939505,2510.3,Continuing
26,130,1109.3,1599.041795216352,596.8999515157674,2510.3,Continuing
27,64,1661.2,1571.956617347416,603.2690435121217,2510.3,Continuing
28,5,1164.4,1588.8167462486063,584.6581328725771,2510.3,Continuing
29,25,1005.9,1572.4387553174968,585.4846866504058,2510.3,Continuing
30,261,1287.3,1546.464803766411,593.6316073681793,2510.3,Continuing
31,118,1603.3,1539.141878471429,587.0924574355321,2510.3,Continuing
32,210,1580.0,1547.7805055985923,573.8413189777443,2510.3,Continuing
33,76,1669.3,1554.8102113328623,561.8181914902269,2510.3,Continuing
34,306,2510.3,1563.3770952687846,550.3272724167724,2510.3,Max Yield Strength reached
