Iteration,UCB Index,Observed UCB,Predicted UCB,Uncertainty UCB,Max Yield Strength in Dataset,Stopping Reason
1,72,1317.0,115.71664722241968,1044.6197918002042,2510.3,Continuing
2,42,1350.3,217.65606073451124,1040.839970247497,2510.3,Continuing
3,58,1276.5,304.720230445957,1037.759968663352,2510.3,Continuing
4,95,1277.7,408.76135828213285,974.8137034612728,2510.3,Continuing
5,140,1521.3,1031.671710074792,125.5317304052607,2510.3,Continuing
6,145,1285.0,1294.746535799789,22.546522045646515,2510.3,Continuing
7,180,1182.0,49.738728517176014,313.0537464692545,2510.3,Continuing
8,272,1555.8,748.891643643537,271.86007989208366,2510.3,Continuing
9,27,1825.8,1207.396844559289,212.4053890076609,2510.3,Continuing
10,123,1729.4,1302.243304394163,219.55902724269197,2510.3,Continuing
11,296,1681.2,1340.3467918637216,232.82128750488252,2510.3,Continuing
12,169,1250.5,1381.8292433980303,230.29802556323864,2510.3,Continuing
13,206,2331.1,1376.1828376124968,224.76823998349553,2510.3,Continuing
14,273,2402.3,1381.1983810839156,345.25460773335243,2510.3,Continuing
15,71,2501.1,1390.7330976646526,429.6482367502185,2510.3,Continuing
16,45,1716.3,1402.441225926471,501.5180746920842,2510.3,Continuing
17,147,1736.3,1435.0169656485723,477.1947944461158,2510.3,Continuing
18,254,1324.3,1462.5277037693909,457.1893535743373,2510.3,Continuing
19,48,1451.7,1462.8850858040385,445.1507537220771,2510.3,Continuing
20,191,2411.5,1488.5466124925501,420.34820864571,2510.3,Continuing
21,212,2249.6,1512.2712464337935,453.216164048984,2510.3,Continuing
22,31,2487.3,1564.7114428168436,450.4924013610302,2510.3,Continuing
23,99,2411.5,1613.1539407409564,464.79765475883124,2510.3,Continuing
24,210,1580.0,1684.8256799795715,454.31679160986425,2510.3,Continuing
25,73,2381.6,1690.987134971115,442.52072463658016,2510.3,Continuing
26,292,2372.4,1767.398129475704,424.15384201849344,2510.3,Continuing
27,184,1012.8,1855.8458008359958,394.40598338929175,2510.3,Continuing
28,76,1669.3,1676.5741196542078,484.7713169885288,2510.3,Continuing
29,106,2381.6,1692.1119798030477,470.0890863862404,2510.3,Continuing
30,306,2510.3,1735.549311332866,464.29695519649994,2510.3,Max Yield Strength reached
