Iteration,UCB Index,Observed UCB,Predicted UCB,Uncertainty UCB,Max Yield Strength in Dataset,Stopping Reason
1,0,1167.2,0.0,1048.8088481701514,2510.3,Continuing
2,166,1091.4,200.24861400046763,1040.833832560908,2510.3,Continuing
3,85,1175.4,321.3736098134956,927.2194346295978,2510.3,Continuing
4,169,1250.5,1137.9220715974716,89.56973831338374,2510.3,Continuing
5,123,1729.4,1153.0889588409673,92.37466547231737,2510.3,Continuing
6,30,1194.0,1132.6349674717906,294.2340518345698,2510.3,Continuing
7,136,1199.0,1173.3399388340874,246.72067724335466,2510.3,Continuing
8,27,1825.8,1190.6414777927405,220.52960284575477,2510.3,Continuing
9,187,1870.6,1206.7779329154337,303.3399034218815,2510.3,Continuing
10,140,1521.3,1233.9986093867856,351.5821204846853,2510.3,Continuing
11,90,1185.1,1272.4803160344982,328.01719821439883,2510.3,Continuing
12,42,1350.3,1274.10394888242,312.7871006425193,2510.3,Continuing
13,225,1088.6,1288.562744561855,294.92949879537,2510.3,Continuing
14,284,1348.6,1276.2353858013153,291.7817343487493,2510.3,Continuing
15,72,1317.0,1286.287637478161,278.7023344030292,2510.3,Continuing
16,145,1285.0,1292.383921808736,267.5251140617186,2510.3,Continuing
17,307,1344.0,1295.258084935112,258.081940569203,2510.3,Continuing
18,286,1297.5,1300.719011878,249.2637578557776,2510.3,Continuing
19,131,1391.2,1302.8409033571631,241.58917092317904,2510.3,Continuing
20,195,1296.0,1309.0468932189347,234.7245952702652,2510.3,Continuing
21,95,1277.7,1310.0720508334634,228.42374565637016,2510.3,Continuing
22,133,1312.0,1309.9806203725454,222.8476136154449,2510.3,Continuing
23,58,1276.5,1311.3131832662134,217.36593468288598,2510.3,Continuing
24,88,1294.9,1310.9048053173244,212.60021556535023,2510.3,Continuing
25,255,1280.2,1311.2045446506631,207.96502813643104,2510.3,Continuing
26,282,1143.7,1310.8235288532894,203.7690409609126,2510.3,Continuing
27,81,1280.8,1304.8534344100472,202.95863549215676,2510.3,Continuing
28,242,1305.4,1304.6689453793144,199.11944354671323,2510.3,Continuing
29,179,1205.8,1305.2920581337712,195.36725672470615,2510.3,Continuing
30,39,1071.4,1302.368538330281,193.02320566361556,2510.3,Continuing
31,151,1109.3,1294.6954260783168,194.93606153136932,2510.3,Continuing
32,66,1157.5,1288.9431514873318,195.0085994055247,2510.3,Continuing
33,180,1182.0,1285.19176148841,193.5471444309403,2510.3,Continuing
34,32,1226.4,1282.4505106906365,191.56488326248333,2510.3,Continuing
35,62,1130.0,1281.1933460947446,188.98931695451958,2510.3,Continuing
36,93,1755.2,1277.117275156942,188.23239501605696,2510.3,Continuing
37,184,1012.8,1288.2350709220632,201.2667712145893,2510.3,Continuing
38,59,1145.8,1280.6922375656393,204.02604292386573,2510.3,Continuing
39,243,1194.0,1277.4232973166927,202.670712658304,2510.3,Continuing
40,168,1258.8,1275.6011162938862,200.56211092844174,2510.3,Continuing
41,51,1462.7,1275.4949536662143,198.00453474274747,2510.3,Continuing
42,60,1340.8,1279.9780672934526,197.42081256557773,2510.3,Continuing
43,22,1267.8,1281.6381045611288,195.12967078124686,2510.3,Continuing
44,17,1188.6,1281.573197057428,192.81393031506244,2510.3,Continuing
45,290,1005.9,1279.6776247798002,191.18603425190568,2510.3,Continuing
46,148,1237.0,1273.4330973478359,193.7529449032842,2510.3,Continuing
47,132,1478.4,1272.8975857660703,191.67496972564524,2510.3,Continuing
48,26,1236.6,1277.2265512348968,191.71951522696682,2510.3,Continuing
49,65,1362.9,1276.5772730806684,189.78518262478792,2510.3,Continuing
50,55,1463.0,1278.4768473361473,188.10554080865478,2510.3,Continuing
51,283,1130.4,1282.0995002258028,187.82505357041194,2510.3,Continuing
52,137,1308.0,1279.2152872010229,187.2708759042842,2510.3,Continuing
53,122,1028.7,1279.9029500276479,185.45125482881008,2510.3,Continuing
54,265,1680.6,1275.0234379713438,187.1541941532611,2510.3,Continuing
55,215,1688.1,1281.892600290427,193.0970494395657,2510.3,Continuing
56,296,1681.2,1288.7688338637286,198.74619672504215,2510.3,Continuing
57,216,1371.1,1303.6916570850512,202.61607961759043,2510.3,Continuing
58,291,1577.8,1306.315362103107,200.75351017920363,2510.3,Continuing
59,193,1784.5,1318.5299370036696,199.79008347730493,2510.3,Continuing
60,21,1860.3,1346.1081694145757,205.3762171909829,2510.3,Continuing
61,119,1736.3,1397.9203275480904,208.7741665246205,2510.3,Continuing
62,142,1340.1,1451.0339044452303,204.30061249240381,2510.3,Continuing
63,77,1653.6,1430.2631572870037,205.17146420015533,2510.3,Continuing
64,285,1812.1,1459.818022273112,202.1063565222009,2510.3,Continuing
65,158,1688.1,1501.9053748538151,199.065154594402,2510.3,Continuing
66,279,1805.2,1525.5701847988605,195.37687980318145,2510.3,Continuing
67,150,1846.5,1556.047026256641,192.1266166162754,2510.3,Continuing
68,246,1564.0,1579.8197169923499,190.8569611377763,2510.3,Continuing
69,188,1681.2,1569.9488104263553,188.02597452180436,2510.3,Continuing
70,33,1819.0,1576.8118688151449,184.43427066596377,2510.3,Continuing
71,146,1722.5,1583.0948988133632,185.58869091779147,2510.3,Continuing
72,46,1798.3,1582.139249150835,181.67736022310092,2510.3,Continuing
73,266,1667.4,1534.2877981764493,183.8555338446012,2510.3,Continuing
74,24,1383.7,1540.7615068434466,180.85418089632944,2510.3,Continuing
75,2,1382.2,1522.6818536273245,182.99986900918375,2510.3,Continuing
76,155,1344.4,1508.6441493159555,180.09829544796347,2510.3,Continuing
77,251,1369.5,1497.593469607596,180.00892274618812,2510.3,Continuing
78,301,1359.7,1488.9321350471048,179.4103608103879,2510.3,Continuing
79,135,1354.2,1472.7305367580066,184.31496693399362,2510.3,Continuing
80,120,1275.3,1473.3866763964702,177.73806114781567,2510.3,Continuing
81,92,1280.7,1463.4941657729505,177.98042573326524,2510.3,Continuing
82,199,1369.5,1454.4111526748156,178.26526385381968,2510.3,Continuing
83,304,1302.8,1449.8396519230137,176.97561227574874,2510.3,Continuing
84,269,1368.5,1443.6271585586464,175.907084642513,2510.3,Continuing
85,103,1314.2,1437.5681934373756,174.8317867634659,2510.3,Continuing
86,267,1352.2,1432.2228994147317,173.92179488592285,2510.3,Continuing
87,308,1258.6,1427.7966492336195,172.32975335766935,2510.3,Continuing
88,36,1245.4,1420.1935918318673,171.71574472292954,2510.3,Continuing
89,270,1300.3,1414.0468453044914,171.23560621105278,2510.3,Continuing
90,94,1376.3,1409.8681265303492,169.90803175640784,2510.3,Continuing
91,52,1332.7,1407.8528897593503,168.43969847651005,2510.3,Continuing
92,4,1322.1,1402.8526328140313,167.27508593978362,2510.3,Continuing
93,167,1731.7,1392.2152116184557,172.23285645867753,2510.3,Continuing
94,110,1241.0,1403.2314522240913,168.7327952073507,2510.3,Continuing
95,10,1218.4,1397.6458656775976,168.0786450017848,2510.3,Continuing
96,126,1391.8,1389.6052186042398,172.52935542075502,2510.3,Continuing
97,8,1683.0,1366.8278360519835,193.61924897119277,2510.3,Continuing
98,305,1139.7,1405.033981913807,193.7142835102629,2510.3,Continuing
99,102,1575.5,1377.5260254315826,181.95477441165914,2510.3,Continuing
100,302,1311.1,1388.242835021385,170.1520121899812,2510.3,Continuing
101,13,1299.8,1384.473859031471,168.6925234983053,2510.3,Continuing
102,165,1250.8,1381.5320654626457,167.00104579996128,2510.3,Continuing
103,16,1328.3,1375.0001391447358,167.01794940493153,2510.3,Continuing
104,91,1136.8,1368.8375019012938,169.1510728486152,2510.3,Continuing
105,41,1169.4,1366.2106215423719,171.6029705842906,2510.3,Continuing
106,54,1429.7,1356.7252327936822,169.13014633381002,2510.3,Continuing
107,287,1615.8,1357.7087819953304,167.8735505580882,2510.3,Continuing
108,14,1564.0,1372.8924317498759,169.55188924583416,2510.3,Continuing
109,173,1522.7,1377.6907789868546,169.49480138506993,2510.3,Continuing
110,213,1405.6,1380.7650636043113,169.21581577481834,2510.3,Continuing
111,35,1357.3,1371.998903550867,168.55181223574033,2510.3,Continuing
112,49,1550.3,1370.2873617837595,167.35557356933035,2510.3,Continuing
113,134,1282.2,1366.978347507893,165.7239452063009,2510.3,Continuing
114,262,1309.1,1364.0930366755165,166.58759588881256,2510.3,Continuing
115,67,1438.6,1354.1468893506812,163.16315007139343,2510.3,Continuing
116,38,1426.2,1352.8732487289171,163.09968028088105,2510.3,Continuing
117,63,1423.8,1351.0290874193615,161.50374253097823,2510.3,Continuing
118,50,1371.4,1345.4006983829,161.07404703793222,2510.3,Continuing
119,298,1040.4,1340.151530153404,164.48787798931903,2510.3,Continuing
120,141,1273.3,1345.8101582762474,162.2302577104177,2510.3,Continuing
121,197,1348.9,1341.4597582767342,161.0198451015758,2510.3,Continuing
122,53,1372.9,1335.547428494026,159.8238278314721,2510.3,Continuing
123,3,1341.7,1332.0837545780942,161.89465703257605,2510.3,Continuing
124,105,1358.2,1334.5329443848523,157.96873907818141,2510.3,Continuing
125,281,1338.0,1331.1522998991836,160.05974932594145,2510.3,Continuing
126,223,1412.5,1327.660632188623,156.25860324610647,2510.3,Continuing
127,272,1555.8,1326.5634682306318,156.85318265670782,2510.3,Continuing
128,219,1804.2,1321.7446333662192,166.23326774678202,2510.3,Continuing
129,189,1818.0,1383.2007430623044,171.32064191062562,2510.3,Continuing
130,186,1741.8,1429.2863165576855,174.55330536336217,2510.3,Continuing
131,82,1746.6,1459.8796265989527,174.75897725461377,2510.3,Continuing
132,299,1777.6,1486.650062654434,174.46725051069225,2510.3,Continuing
133,117,1810.0,1507.5198923367984,174.0206165985956,2510.3,Continuing
134,278,1743.5,1531.4737857440482,173.5170726343748,2510.3,Continuing
135,222,1792.1,1542.5360105322616,171.94100194744647,2510.3,Continuing
136,121,1795.5,1561.9875414712542,170.82950536013453,2510.3,Continuing
137,6,1605.4,1554.0587399666438,178.98913668557054,2510.3,Continuing
138,176,1026.6,1543.9044849703564,174.33077257176978,2510.3,Continuing
139,276,1629.9,1516.985157445395,179.0233346671692,2510.3,Continuing
140,231,1547.3,1498.6984682294378,180.99682932984626,2510.3,Continuing
141,18,1592.9,1499.8259684818331,181.03604515490727,2510.3,Continuing
142,177,1503.4,1500.8511133165557,179.84216397848107,2510.3,Continuing
143,236,1019.7,1488.3271422444855,179.06761079829877,2510.3,Continuing
144,12,1455.4,1476.4565154373677,183.45008923732436,2510.3,Continuing
145,259,1463.3,1457.5503655595612,183.37171908678107,2510.3,Continuing
146,238,1188.5,1429.995651511039,190.47458548963328,2510.3,Continuing
147,202,1026.6,1423.954229097435,182.6696848590968,2510.3,Continuing
148,198,1061.1,1391.4584708412676,184.9245438015868,2510.3,Continuing
149,115,1536.5,1452.9116695641987,151.4128903496698,2510.3,Continuing
150,239,1144.8,1449.1666711383705,154.47565612361058,2510.3,Continuing
151,288,1768.0,1412.5406261058743,139.52746992693494,2510.3,Continuing
152,157,1779.7,1450.9122423130648,133.99919787299095,2510.3,Continuing
153,124,1600.0,1399.977696484073,210.81718077706725,2510.3,Continuing
154,203,1688.1,1412.2218350572348,207.9544726540485,2510.3,Continuing
155,309,1212.0,1410.8632957859973,201.90751172996562,2510.3,Continuing
156,245,1298.8,1394.806100302987,208.42581769146693,2510.3,Continuing
157,300,1164.4,1398.307065302084,200.00534633807672,2510.3,Continuing
158,205,1730.2,1417.6782885862367,147.97754521148588,2510.3,Continuing
159,192,1674.6,1498.8394846470737,133.9265868036641,2510.3,Continuing
160,252,1730.2,1524.9108445132279,129.08031109995886,2510.3,Continuing
161,127,1737.2,1521.5102384673219,125.57224118163116,2510.3,Continuing
162,75,1471.1,1534.2346768318075,135.61676233045173,2510.3,Continuing
163,224,1792.2,1519.6088469096712,130.5996579779708,2510.3,Continuing
164,275,1392.4,1564.1555281980945,122.60151910730399,2510.3,Continuing
165,15,1136.9,1440.9906909025995,208.64332643516295,2510.3,Continuing
166,185,1998.6,1519.3065535786545,141.26546207326248,2510.3,Continuing
