Iteration,EI Index,Observed EI,Predicted EI,Uncertainty EI,Max Yield Strength in Dataset,Stopping Reason
1,264,1288.4,0.05501151935614804,1048.8088472441152,2510.3,Continuing
2,78,1580.1,208.16308019169907,1041.4347578966076,2510.3,Continuing
3,87,1393.5,321.12929862155653,1037.7646310363348,2510.3,Continuing
4,154,1123.1,397.75660108197974,1035.1110541471194,2510.3,Continuing
5,5,1164.4,578.4673747565782,844.9475795056222,2510.3,Continuing
6,261,1287.3,1242.6374691537098,193.60662524865288,2510.3,Continuing
7,93,1755.2,1247.102644221884,175.3192223514944,2510.3,Continuing
8,166,1091.4,1279.0962086103705,241.6661656417613,2510.3,Continuing
9,288,1768.0,1258.195470911182,242.35675495779896,2510.3,Continuing
10,157,1779.7,1286.8165189122105,275.4288072137968,2510.3,Continuing
11,185,1998.6,1318.0288575295774,292.86561513092283,2510.3,Continuing
12,127,1737.2,1342.1973019590812,338.9872123652374,2510.3,Continuing
13,275,1392.4,1508.7056958781327,276.17131696600393,2510.3,Continuing
14,227,1874.6,1490.2118214149439,263.7646658223872,2510.3,Continuing
15,64,1661.2,1533.3520516291737,241.80476460655373,2510.3,Continuing
16,79,1641.2,1563.5596173508197,217.1097930528267,2510.3,Continuing
17,260,1599.4,1566.9947109730272,199.99955605058912,2510.3,Continuing
18,289,1571.2,1470.355829087142,195.33997960754328,2510.3,Continuing
19,108,1164.4,1297.3129869296863,224.15820035999016,2510.3,Continuing
20,76,1669.3,1336.2445406120669,193.82950695228826,2510.3,Continuing
21,240,1267.1,1427.7360240749135,207.162719449586,2510.3,Continuing
22,75,1471.1,1105.2676206525762,274.8408002281618,2510.3,Continuing
23,15,1136.9,1415.3173374315422,211.85445823179828,2510.3,Continuing
24,293,1123.1,1277.7193954943805,209.32755014939602,2510.3,Continuing
25,243,1194.0,1104.3545363619219,231.8680918932493,2510.3,Continuing
26,27,1825.8,1016.2995676031876,251.58483193719528,2510.3,Continuing
27,187,1870.6,1383.6583957315997,243.6963614453272,2510.3,Continuing
28,298,1040.4,1282.633447409743,216.20357819769964,2510.3,Continuing
29,210,1580.0,1148.4086945327272,211.71947119752045,2510.3,Continuing
30,118,1603.3,1230.722049752221,246.23031195622946,2510.3,Continuing
31,274,1486.2,1445.7950466718498,285.16255839533227,2510.3,Continuing
32,60,1340.8,1448.1554591918798,280.1908050336625,2510.3,Continuing
33,294,1390.4,1445.8243279917745,276.61786652878754,2510.3,Continuing
34,209,1309.8,1445.1221700648211,272.55109747147065,2510.3,Continuing
35,40,2157.3,1441.8776645744194,269.80593182201727,2510.3,Continuing
36,212,2249.6,1456.9776937530442,290.46198257216673,2510.3,Continuing
37,306,2510.3,1472.642800533211,313.5802867311941,2510.3,Max Yield Strength reached
