Iteration,UCB Index,Observed UCB,Predicted UCB,Uncertainty UCB,Max Yield Strength in Dataset,Stopping Reason
1,264,1288.4,119.00701304849683,1044.466087699854,2510.3,Continuing
2,5,1164.4,216.41936921940726,1040.835889789452,2510.3,Continuing
3,261,1287.3,289.23464217660404,1037.7600272067236,2510.3,Continuing
4,78,1580.1,857.7428283366924,218.36596096327924,2510.3,Continuing
5,298,1040.4,415.37226567868055,285.999594151456,2510.3,Continuing
6,27,1825.8,881.5103361101721,294.9287066138815,2510.3,Continuing
7,79,1641.2,1131.98146421002,350.5348681487836,2510.3,Continuing
8,104,1032.1,1163.5602803218353,338.1208810505341,2510.3,Continuing
9,160,1309.1,1130.308727701495,339.4519168289924,2510.3,Continuing
10,135,1354.2,1090.8942741605904,326.4296576994394,2510.3,Continuing
11,208,1153.4,1253.0278657381996,274.2466605898537,2510.3,Continuing
12,34,1730.2,1254.6541483538479,263.5616856574372,2510.3,Continuing
13,6,1605.4,1292.4311008290742,275.4100206330318,2510.3,Continuing
14,205,1730.2,1315.17971276862,271.63702940566725,2510.3,Continuing
15,185,1998.6,1338.6403913800436,277.8767043336156,2510.3,Continuing
16,204,2005.5,1362.1723985984822,312.41154123162664,2510.3,Continuing
17,68,2006.0,1386.570777920302,336.07215054542155,2510.3,Continuing
18,252,1730.2,1411.0664549631879,352.08065123165903,2510.3,Continuing
19,192,1674.6,1441.4478117599947,341.38069767023524,2510.3,Continuing
20,224,1792.2,1481.5869681675488,324.64590937569216,2510.3,Continuing
21,127,1737.2,1522.2333466815803,311.633973743812,2510.3,Continuing
22,275,1392.4,1552.822006930202,298.7427794771688,2510.3,Continuing
23,19,1723.2,1539.1609463832256,296.54351514298935,2510.3,Continuing
24,124,1600.0,1557.40304184349,287.0136839721758,2510.3,Continuing
25,227,1874.6,1563.0538970850598,280.3206872743645,2510.3,Continuing
26,64,1661.2,1583.1957145756076,276.2673789243425,2510.3,Continuing
27,280,1730.2,1584.1258556375108,267.95926723528515,2510.3,Continuing
28,45,1716.3,1588.671317685734,261.57635313379035,2510.3,Continuing
29,203,1688.1,1596.1024530693408,255.67849394352987,2510.3,Continuing
30,260,1599.4,1602.4853547444,249.34744935690458,2510.3,Continuing
31,305,1139.7,1469.686109912294,268.9636277144756,2510.3,Continuing
32,115,1536.5,1500.0291639587495,262.3360971522043,2510.3,Continuing
33,194,1233.3,1544.6966345660692,247.0630942964791,2510.3,Continuing
34,238,1188.5,1497.977852153559,257.72235100003905,2510.3,Continuing
35,30,1194.0,1451.8103734714548,266.65808584727915,2510.3,Continuing
36,71,2501.1,1478.198810027845,260.3717289058385,2510.3,Continuing
37,273,2402.3,1569.4198010358127,305.21137943921104,2510.3,Continuing
38,99,2411.5,1609.5998571518655,326.78985741849266,2510.3,Continuing
39,212,2249.6,1648.0852912150679,343.23652023109156,2510.3,Continuing
40,191,2411.5,1692.1327691522306,344.2067401462656,2510.3,Continuing
41,289,1571.2,1745.8718763125305,348.1794575807262,2510.3,Continuing
42,206,2331.1,1729.8710429880268,345.76344706220925,2510.3,Continuing
43,31,2487.3,1754.8462182087555,348.9689140634828,2510.3,Continuing
44,292,2372.4,1791.8453352769454,354.428696782104,2510.3,Continuing
45,106,2381.6,1816.4999162217418,355.5824458727443,2510.3,Continuing
46,73,2381.6,1842.095897470639,355.52719602867444,2510.3,Continuing
47,76,1669.3,1820.0407687998945,358.41109322084486,2510.3,Continuing
48,159,2356.4,1809.8526655836183,353.42559848440555,2510.3,Continuing
49,306,2510.3,1814.3485632737459,358.4200070673236,2510.3,Max Yield Strength reached
