Iteration,UCB Index,Observed UCB,Predicted UCB,Uncertainty UCB,Max Yield Strength in Dataset,Stopping Reason
1,209,1309.8,87.77922618100757,1046.0572514408475,2510.3,Continuing
2,97,1420.0,205.73594331514187,1041.169460398832,2510.3,Continuing
3,29,1254.0,302.6000280333905,1037.7976560674597,2510.3,Continuing
4,109,1437.3,1362.2347652948115,67.78064475239536,2510.3,Continuing
5,125,1272.6,1371.771795883331,64.55904787554958,2510.3,Continuing
6,149,1304.3,1364.4634566928025,79.52229673854502,2510.3,Continuing
7,28,1230.6,1308.1315482675852,58.8330280867603,2510.3,Continuing
8,310,1390.4,1297.1091423547464,78.4789053931615,2510.3,Continuing
9,294,1390.4,1311.120634354544,64.01096558326311,2510.3,Continuing
10,297,1404.2,1298.6012213517292,104.02385249283058,2510.3,Continuing
11,190,1243.6,1297.5044098798312,56.25540393258307,2510.3,Continuing
12,143,1216.8,1254.713199077576,48.586176216273465,2510.3,Continuing
13,153,1194.0,1195.749852933739,50.00119526509579,2510.3,Continuing
14,161,1167.2,1103.1067928362638,62.088956932164535,2510.3,Continuing
15,277,1172.0,1077.2430356494883,76.28280277231309,2510.3,Continuing
16,221,1506.8,810.5744069349096,222.10931674652753,2510.3,Continuing
17,230,1475.8,1476.0012466802054,61.04342784991884,2510.3,Continuing
18,272,1555.8,1445.3466896977238,85.65443546681826,2510.3,Continuing
19,253,1414.5,1423.437184075644,40.95649483361293,2510.3,Continuing
20,51,1462.7,1427.20675902297,74.87801185099785,2510.3,Continuing
21,163,1383.5,1396.9425481742092,39.13926596193803,2510.3,Continuing
22,58,1276.5,1232.6116792742002,109.52968801402218,2510.3,Continuing
23,195,1296.0,1277.0161235436183,40.394416506294434,2510.3,Continuing
24,72,1317.0,1285.1011626888333,34.4973388592008,2510.3,Continuing
25,140,1521.3,1293.3476679545802,64.08582567818883,2510.3,Continuing
26,27,1825.8,1436.7221906949144,151.2780507601514,2510.3,Continuing
27,187,1870.6,1805.452377763797,40.90235782858827,2510.3,Continuing
28,39,1071.4,1630.7680093463678,89.25408615379669,2510.3,Continuing
29,42,1350.3,1310.7902892707648,34.434356095950825,2510.3,Continuing
30,145,1285.0,1292.668403790909,34.67819967971915,2510.3,Continuing
31,95,1277.7,1272.3897643214177,32.79853302354962,2510.3,Continuing
32,93,1755.2,1235.9649697581108,124.6182758999768,2510.3,Continuing
33,288,1768.0,1637.319158264746,90.00052639574031,2510.3,Continuing
34,157,1779.7,1608.6125992147308,59.77494208410331,2510.3,Continuing
35,286,1297.5,1229.7558505904099,57.36914308706895,2510.3,Continuing
36,307,1344.0,1268.2991881990488,39.40336187942788,2510.3,Continuing
37,133,1312.0,1285.0271191779848,36.81766878777735,2510.3,Continuing
38,284,1348.6,1292.5731471612526,34.431235396824626,2510.3,Continuing
39,88,1294.9,1300.4174515087525,33.29245295546565,2510.3,Continuing
40,131,1391.2,1287.123788486334,32.06119402812184,2510.3,Continuing
41,132,1478.4,1215.8666400337424,208.68305229787242,2510.3,Continuing
42,55,1463.0,1190.2894033210223,184.57563681062263,2510.3,Continuing
43,65,1362.9,1324.9341817394884,120.72755516946896,2510.3,Continuing
44,148,1237.0,1250.3441589453573,149.9880578442913,2510.3,Continuing
45,241,1218.8,1186.996290727987,57.35165343669637,2510.3,Continuing
46,85,1175.4,1156.5549104948086,88.75290717409203,2510.3,Continuing
47,243,1194.0,1150.9729146451846,60.39474540895513,2510.3,Continuing
48,137,1308.0,1113.4661875247016,196.76531551881513,2510.3,Continuing
49,168,1258.8,1151.926949648393,45.27837538805495,2510.3,Continuing
50,59,1145.8,1177.2221395340348,50.55714931274276,2510.3,Continuing
51,60,1340.8,1161.2024312174053,51.40900541676973,2510.3,Continuing
52,22,1267.8,1263.8993009987462,70.35663813936738,2510.3,Continuing
53,166,1091.4,1262.2438249794122,53.9634346734372,2510.3,Continuing
54,70,1087.0,1201.4096553041472,65.14743039135834,2510.3,Continuing
55,116,1010.8,1172.7842600145216,68.91582887075951,2510.3,Continuing
56,205,1730.2,1174.6611713298648,201.31995614070368,2510.3,Continuing
57,252,1730.2,1493.9902837595935,115.6189394673734,2510.3,Continuing
58,192,1674.6,1671.5522755703068,85.98416232429797,2510.3,Continuing
59,127,1737.2,1623.8777151594254,81.41902223015599,2510.3,Continuing
60,275,1392.4,1630.7081326376463,76.19964254553591,2510.3,Continuing
61,115,1536.5,1589.3648885127093,141.17818452266872,2510.3,Continuing
62,224,1792.2,1508.1801871886669,91.36207366798473,2510.3,Continuing
63,185,1998.6,1524.23378528185,125.40691296079565,2510.3,Continuing
64,204,2005.5,1654.3615405601627,129.917059845726,2510.3,Continuing
65,68,2006.0,1725.676972758621,136.52246159915467,2510.3,Continuing
66,64,1661.2,1761.0250983741707,149.76361302950738,2510.3,Continuing
67,34,1730.2,1728.2578005269,136.02445113172254,2510.3,Continuing
68,280,1730.2,1642.4122173147098,134.40819273609637,2510.3,Continuing
69,227,1874.6,1650.7981472291096,129.23905127849602,2510.3,Continuing
70,79,1641.2,1631.7254387657333,135.3022575183479,2510.3,Continuing
71,19,1723.2,1633.6926871164887,128.2879967380272,2510.3,Continuing
72,260,1599.4,1611.5095073659725,131.08367994789683,2510.3,Continuing
73,289,1571.2,1597.2886467447686,145.65917980507515,2510.3,Continuing
74,292,2372.4,1528.9746089647133,155.6417421696002,2510.3,Continuing
75,306,2510.3,1910.5549306059752,174.69357373601892,2510.3,Max Yield Strength reached
