Iteration,EI Index,Observed EI,Predicted EI,Uncertainty EI,Max Yield Strength in Dataset,Stopping Reason
1,209,1309.8,87.77922618100757,1046.0572514408475,2510.3,Continuing
2,97,1420.0,205.73594331514187,1041.169460398832,2510.3,Continuing
3,29,1254.0,302.6000280333905,1037.7976560674597,2510.3,Continuing
4,109,1437.3,1362.2347652948115,67.78064475239536,2510.3,Continuing
5,153,1194.0,1309.7292148478455,119.66953144285728,2510.3,Continuing
6,161,1167.2,1263.7048381308482,131.72208948701,2510.3,Continuing
7,149,1304.3,1313.460117844826,100.62422747681565,2510.3,Continuing
8,297,1404.2,1156.0885518902824,101.89952072916822,2510.3,Continuing
9,230,1475.8,663.7720573835791,256.0654057402778,2510.3,Continuing
10,221,1506.8,1442.7725748942987,65.76724339940259,2510.3,Continuing
11,272,1555.8,1401.4826672722213,99.52923763701219,2510.3,Continuing
12,51,1462.7,1331.2263107289702,91.37893707459614,2510.3,Continuing
13,140,1521.3,980.7287226568044,190.77816740484306,2510.3,Continuing
14,27,1825.8,1344.8538886270744,146.7710260159659,2510.3,Continuing
15,187,1870.6,1795.7333817970948,47.72340609252874,2510.3,Continuing
16,39,1071.4,1621.4104732205813,83.96905554716584,2510.3,Continuing
17,132,1478.4,1036.5881601508443,197.76328756496602,2510.3,Continuing
18,42,1350.3,1543.2932989683632,165.37987871231573,2510.3,Continuing
19,72,1317.0,1493.9891637694172,170.5136434740443,2510.3,Continuing
20,195,1296.0,1460.03045387199,173.88877538491212,2510.3,Continuing
21,145,1285.0,1434.755260182528,175.7704037368891,2510.3,Continuing
22,137,1308.0,1168.5660066683151,204.21003001673816,2510.3,Continuing
23,264,1288.4,1227.382932440527,230.9457930674783,2510.3,Continuing
24,58,1276.5,1422.6373402761242,168.10565372761906,2510.3,Continuing
25,286,1297.5,1406.6388033479604,169.16433170864607,2510.3,Continuing
26,95,1277.7,1401.2967557025972,166.10195090887584,2510.3,Continuing
27,107,1309.1,1314.6641993055594,189.00586522120363,2510.3,Continuing
28,307,1344.0,1390.3356077242245,164.15012104316088,2510.3,Continuing
29,90,1185.1,1161.2812309213327,228.36853063219232,2510.3,Continuing
30,274,1486.2,1288.6461568838042,196.33577232944785,2510.3,Continuing
31,55,1463.0,1360.1984044138173,179.54011397682393,2510.3,Continuing
32,148,1237.0,1376.0226552024901,173.58798648930537,2510.3,Continuing
33,91,1136.8,1391.0736591642926,162.31842550502896,2510.3,Continuing
34,65,1362.9,1358.5424473224434,176.36769959720516,2510.3,Continuing
35,225,1088.6,1340.898314134779,177.83237953298928,2510.3,Continuing
36,284,1348.6,1372.7431944390296,162.45600877815696,2510.3,Continuing
37,123,1729.4,1309.0303438593492,186.49766076080073,2510.3,Continuing
38,296,1681.2,1296.592391351516,202.96899058959517,2510.3,Continuing
39,139,1350.4,1358.945699570458,186.67526996133373,2510.3,Continuing
40,57,1235.9,1361.5798506695248,183.02064417537736,2510.3,Continuing
41,265,1680.6,1358.3846495171979,181.958601594571,2510.3,Continuing
42,215,1688.1,1365.6289272039062,186.12107417705607,2510.3,Continuing
43,136,1199.0,1386.0497141219107,188.99946043603077,2510.3,Continuing
44,169,1250.5,1367.59934617403,190.20545387132688,2510.3,Continuing
45,111,1274.7,1365.2459458038536,190.15207488032107,2510.3,Continuing
46,291,1577.8,1371.0419444911104,186.8066769608175,2510.3,Continuing
47,266,1667.4,1383.3455917020942,185.9109874675139,2510.3,Continuing
48,46,1798.3,1401.5052034356067,186.63871452391484,2510.3,Continuing
49,193,1784.5,1431.2238699646393,190.9331068860321,2510.3,Continuing
50,142,1340.1,1464.211754712118,192.19455500874432,2510.3,Continuing
51,119,1736.3,1447.18176666632,192.50372487511075,2510.3,Continuing
52,285,1812.1,1473.0089846255498,192.59997535848493,2510.3,Continuing
53,21,1860.3,1505.0042031383214,193.01902965209976,2510.3,Continuing
54,279,1805.2,1538.8207436261177,193.01707105744674,2510.3,Continuing
55,158,1688.1,1565.248145085504,190.91749432087997,2510.3,Continuing
56,77,1653.6,1577.0567452508376,187.73366724901894,2510.3,Continuing
57,246,1564.0,1583.4007929528495,185.34629880559385,2510.3,Continuing
58,150,1846.5,1581.9334922276873,182.4797929803625,2510.3,Continuing
59,33,1819.0,1598.2368948135,181.49283676911585,2510.3,Continuing
60,188,1681.2,1607.5600896729616,180.61015992287145,2510.3,Continuing
61,146,1722.5,1603.851331945068,179.5295227148588,2510.3,Continuing
62,24,1383.7,1565.7842246285468,177.28365730826152,2510.3,Continuing
63,301,1359.7,1551.1245179165107,177.37331165801672,2510.3,Continuing
64,251,1369.5,1539.3491369121548,177.94508595284404,2510.3,Continuing
65,155,1344.4,1528.0373625325967,178.44337543307586,2510.3,Continuing
66,304,1302.8,1520.569573717371,178.74934077746911,2510.3,Continuing
67,92,1280.7,1510.1907429488017,179.3063293523976,2510.3,Continuing
68,199,1369.5,1500.7560352777039,180.63917048672468,2510.3,Continuing
69,41,1169.4,1488.3746501352316,182.82754141322195,2510.3,Continuing
70,2,1382.2,1483.6580331683494,185.31281716716677,2510.3,Continuing
71,120,1275.3,1484.390550378163,181.6174631524781,2510.3,Continuing
72,52,1332.7,1473.6153255028705,182.4959978190772,2510.3,Continuing
73,216,1371.1,1434.4468102853155,194.9803617759269,2510.3,Continuing
74,269,1368.5,1469.640038362084,179.78049941210725,2510.3,Continuing
75,135,1354.2,1450.2742492664338,184.43962738492812,2510.3,Continuing
76,103,1314.2,1462.509629911347,177.75323522107286,2510.3,Continuing
77,94,1376.3,1457.5178769721274,176.85628155344153,2510.3,Continuing
