Time (sec),S:Load (lbs),S:HL1 (DIM),S:LVDT (in),S:Position (in),Ch:Position (mm),Ch:Load (N),Ch:Stress (MPa),Ch:Strain (mm/mm),Ch:HL1 (DIM),Set Point (),Cycles ()
0.210000,0.003731,-66.632462,-0.013999,-0.008891,-0.225834,0.016595,0.000845,-2.258341,-66.632462,-0.225582,0.000000
0.220000,-0.007446,-66.721428,-0.013999,-0.008891,-0.225834,-0.033123,-0.001687,-2.258341,-66.721428,-0.225582,0.000000
0.230000,0.007820,-66.676949,-0.013999,-0.008891,-0.225834,0.034786,0.001772,-2.258341,-66.676949,-0.225582,0.000000
0.240000,0.000748,-66.676949,-0.013999,-0.008891,-0.225834,0.003326,0.000169,-2.258341,-66.676949,-0.225582,0.000000
0.250000,0.006706,-66.676949,-0.013991,-0.008891,-0.225834,0.029831,0.001520,-2.258341,-66.676949,-0.225582,0.000000
0.260000,0.004097,-66.632462,-0.013995,-0.008891,-0.225834,0.018224,0.000928,-2.258341,-66.632462,-0.225582,0.000000
0.270000,-0.003723,-66.721428,-0.013991,-0.008891,-0.225834,-0.016561,-0.000844,-2.258341,-66.721428,-0.225582,0.000000
0.280000,-0.005585,-66.632462,-0.013995,-0.008891,-0.225834,-0.024842,-0.001266,-2.258341,-66.632462,-0.225582,0.000000
0.290000,0.001869,-66.676949,-0.013995,-0.008891,-0.225834,0.008315,0.000424,-2.258341,-66.676949,-0.225582,0.000000
0.300000,0.004471,-66.676949,-0.013999,-0.008891,-0.225834,0.019887,0.001013,-2.258341,-66.676949,-0.225582,0.000000
0.310000,0.008568,-66.632462,-0.013995,-0.008891,-0.225834,0.038112,0.001941,-2.258341,-66.632462,-0.225582,0.000000
0.320000,-0.002602,-66.721428,-0.013991,-0.008891,-0.225834,-0.011573,-0.000590,-2.258341,-66.721428,-0.225582,0.000000
0.330000,-0.000000,-66.721428,-0.014008,-0.008891,-0.225834,-0.000000,-0.000000,-2.258341,-66.721428,-0.225582,0.000000
0.340000,0.010429,-66.676949,-0.013969,-0.008891,-0.225834,0.046392,0.002363,-2.258341,-66.676949,-0.225582,0.000000
0.350000,0.008194,-66.721428,-0.014008,-0.008891,-0.225834,0.036449,0.001857,-2.258341,-66.721428,-0.225582,0.000000
0.360000,-0.003349,-66.676949,-0.014008,-0.008891,-0.225834,-0.014898,-0.000759,-2.258341,-66.676949,-0.225582,0.000000
0.370000,0.004097,-66.721428,-0.013995,-0.008891,-0.225834,0.018224,0.000928,-2.258341,-66.721428,-0.225582,0.000000
0.380000,0.001122,-66.676949,-0.013987,-0.008891,-0.225834,0.004989,0.000254,-2.258341,-66.676949,-0.225582,0.000000
0.390000,-0.007446,-66.676949,-0.013995,-0.008891,-0.225834,-0.033123,-0.001687,-2.258341,-66.676949,-0.225582,0.000000
0.400000,-0.001488,-66.721428,-0.014021,-0.008891,-0.225834,-0.006618,-0.000337,-2.258341,-66.721428,-0.225582,0.000000
0.410000,-0.011909,-66.676949,-0.013987,-0.008891,-0.225834,-0.052976,-0.002699,-2.258341,-66.676949,-0.225531,0.000000
0.420000,-0.035370,-66.676949,-0.013999,-0.008891,-0.225825,-0.157333,-0.008015,-2.258254,-66.676949,-0.225357,0.000000
0.430000,-0.054359,-66.632462,-0.013995,-0.008890,-0.225799,-0.241803,-0.012318,-2.257993,-66.632462,-0.225183,0.000000
0.440000,-0.052132,-66.632462,-0.013991,-0.008887,-0.225730,-0.231893,-0.011813,-2.257300,-66.632462,-0.225028,0.000000
0.450000,-0.053246,-66.676949,-0.014004,-0.008883,-0.225617,-0.236848,-0.012066,-2.256172,-66.676949,-0.224854,0.000000
0.460000,-0.072235,-66.676949,-0.013982,-0.008876,-0.225461,-0.321318,-0.016369,-2.254613,-66.676949,-0.224698,0.000000
0.470000,-0.072235,-66.721428,-0.013995,-0.008869,-0.225271,-0.321318,-0.016369,-2.252705,-66.721428,-0.224525,0.000000
0.480000,-0.054733,-66.721428,-0.013991,-0.008862,-0.225088,-0.243466,-0.012403,-2.250881,-66.721428,-0.224351,0.000000
0.490000,-0.060692,-66.676949,-0.013999,-0.008854,-0.224897,-0.269971,-0.013753,-2.248973,-66.676949,-0.224195,0.000000
0.500000,-0.051758,-66.721428,-0.014012,-0.008847,-0.224707,-0.230230,-0.011728,-2.247066,-66.721428,-0.224021,0.000000
0.510000,-0.050270,-66.676949,-0.014004,-0.008840,-0.224525,-0.223612,-0.011391,-2.245245,-66.676949,-0.223866,0.000000
0.520000,-0.045799,-66.676949,-0.014008,-0.008833,-0.224360,-0.203725,-0.010378,-2.243599,-66.676949,-0.223692,0.000000
0.530000,-0.028671,-66.721428,-0.013999,-0.008827,-0.224212,-0.127536,-0.006497,-2.242123,-66.721428,-0.223518,0.000000
0.540000,-0.023827,-66.676949,-0.013995,-0.008821,-0.224065,-0.105986,-0.005399,-2.240650,-66.676949,-0.223363,0.000000
0.550000,-0.026062,-66.632462,-0.014004,-0.008816,-0.223926,-0.115930,-0.005906,-2.239261,-66.632462,-0.223189,0.000000
0.560000,-0.044678,-66.632462,-0.014008,-0.008811,-0.223796,-0.198736,-0.010124,-2.237959,-66.632462,-0.223033,0.000000
0.570000,-0.058456,-66.721428,-0.013991,-0.008805,-0.223649,-0.260027,-0.013246,-2.236487,-66.721428,-0.222860,0.000000
