Iteration,Experiment Index,Observed Yield Strength,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Yield Strength in Dataset,Stopping Reason
0,215,1688.1,,,,316**2 * RBF(length_scale=1) + WhiteKernel(noise_level=10),2510.3,Initial selection
1,33,1819.0,726.5705080933266,420.2850022932534,306.28550580007317,316**2 * RBF(length_scale=5.29) + WhiteKernel(noise_level=10),2510.3,Continuing
2,46,1798.3,1844.7927171561987,1798.3150004215418,46.47771673465695,316**2 * RBF(length_scale=6.24) + WhiteKernel(noise_level=0.000239),2510.3,Continuing
3,146,1722.5,1844.9970247780718,1783.4362079423415,61.56081683573023,316**2 * RBF(length_scale=5.66) + WhiteKernel(noise_level=0.000834),2510.3,Continuing
4,193,1784.5,1847.118596966032,1814.1715864843145,32.94701048171751,316**2 * RBF(length_scale=5.38) + WhiteKernel(noise_level=10),2510.3,Continuing
5,150,1846.5,1836.3462593939096,1781.0291148030856,55.31714459082394,316**2 * RBF(length_scale=5.54) + WhiteKernel(noise_level=10),2510.3,Continuing
6,266,1667.4,1809.306594350796,1791.3248877513017,17.98170659949434,316**2 * RBF(length_scale=3.17) + WhiteKernel(noise_level=0.00283),2510.3,Continuing
7,119,1736.3,1866.5772646468947,1834.3718640610591,32.20540058583554,316**2 * RBF(length_scale=2.76) + WhiteKernel(noise_level=10),2510.3,Continuing
8,188,1681.2,1886.5380968902416,1844.7027777026901,41.83531918755141,316**2 * RBF(length_scale=2.46) + WhiteKernel(noise_level=10),2510.3,Continuing
9,158,1688.1,1785.059859447985,1776.9075191020852,8.1523403458997,316**2 * RBF(length_scale=1.4) + WhiteKernel(noise_level=10),2510.3,Continuing
10,279,1805.2,1607.791952605789,1474.434928642706,133.35702396308315,316**2 * RBF(length_scale=1.41) + WhiteKernel(noise_level=10),2510.3,Continuing
11,246,1564.0,1395.5140086774973,1224.3726721094627,171.14133656803455,316**2 * RBF(length_scale=1.52) + WhiteKernel(noise_level=10),2510.3,Continuing
12,291,1577.8,1421.2104911770298,1219.694881358454,201.51560981857565,316**2 * RBF(length_scale=1.53) + WhiteKernel(noise_level=0.00741),2510.3,Continuing
13,285,1812.1,1108.6377339000712,940.3136440875331,168.32408981253803,316**2 * RBF(length_scale=1.5) + WhiteKernel(noise_level=10),2510.3,Continuing
14,77,1653.6,738.5852856016456,432.7319687247358,305.8533168769098,316**2 * RBF(length_scale=1.59) + WhiteKernel(noise_level=10),2510.3,Continuing
15,142,1340.1,729.4721755595011,432.3224740592006,297.1497015003005,316**2 * RBF(length_scale=1.63) + WhiteKernel(noise_level=10),2510.3,Continuing
16,21,1860.3,1145.385569152873,970.7415725783607,174.64399657451224,316**2 * RBF(length_scale=1.55) + WhiteKernel(noise_level=10),2510.3,Continuing
17,287,1615.8,664.0543011231899,354.62919429990194,309.425106823288,316**2 * RBF(length_scale=1.65) + WhiteKernel(noise_level=10),2510.3,Continuing
18,35,1357.3,1615.5971114586105,1511.272463392283,104.32464806632743,316**2 * RBF(length_scale=1.63) + WhiteKernel(noise_level=10),2510.3,Continuing
19,54,1429.7,1620.6302489746613,1503.250246288377,117.38000268628434,316**2 * RBF(length_scale=1.62) + WhiteKernel(noise_level=10),2510.3,Continuing
20,14,1564.0,1582.5735452068946,1553.103366399389,29.470178807505597,316**2 * RBF(length_scale=1.62) + WhiteKernel(noise_level=10),2510.3,Continuing
21,173,1522.7,1552.151656653791,1541.4987952980885,10.65286135570246,316**2 * RBF(length_scale=1.65) + WhiteKernel(noise_level=10),2510.3,Continuing
22,213,1405.6,1460.3670152994073,1403.7983801293321,56.56863517007508,316**2 * RBF(length_scale=1.65) + WhiteKernel(noise_level=10),2510.3,Continuing
23,167,1731.7,1372.2821143891163,1178.791992788908,193.4901216002083,316**2 * RBF(length_scale=1.7) + WhiteKernel(noise_level=10),2510.3,Continuing
24,102,1575.5,1311.4655680437515,1196.656424009946,114.80914403380555,316**2 * RBF(length_scale=1.68) + WhiteKernel(noise_level=10),2510.3,Continuing
25,216,1371.1,1578.2494593779768,1402.1146491024977,176.13481027547905,316**2 * RBF(length_scale=1.68) + WhiteKernel(noise_level=10),2510.3,Continuing
26,126,1391.8,1355.6959038545046,1172.5793968086382,183.1165070458665,316**2 * RBF(length_scale=1.63) + WhiteKernel(noise_level=0.00712),2510.3,Continuing
27,92,1280.7,1256.5568294677187,1078.00814935396,178.5486801137586,316**2 * RBF(length_scale=1.64) + WhiteKernel(noise_level=0.00714),2510.3,Continuing
28,110,1241.0,1341.2136796918185,1238.1816314099979,103.03204828182061,316**2 * RBF(length_scale=1.71) + WhiteKernel(noise_level=10),2510.3,Continuing
29,304,1302.8,1258.8688291479657,1163.779576609366,95.08925253859971,316**2 * RBF(length_scale=1.72) + WhiteKernel(noise_level=10),2510.3,Continuing
30,67,1438.6,1334.420291957095,1232.0345846413354,102.38570731575963,316**2 * RBF(length_scale=1.71) + WhiteKernel(noise_level=10),2510.3,Continuing
31,105,1358.2,1337.2226591238166,1239.731216845543,97.49144227827354,316**2 * RBF(length_scale=1.72) + WhiteKernel(noise_level=10),2510.3,Continuing
32,98,1243.4,1373.9460966718227,1334.2389498262837,39.707146845538944,316**2 * RBF(length_scale=1.69) + WhiteKernel(noise_level=10),2510.3,Continuing
33,197,1348.9,1402.0290927099802,1364.0522878759637,37.976804834016576,316**2 * RBF(length_scale=1.69) + WhiteKernel(noise_level=10),2510.3,Continuing
34,311,1376.7,1360.3863373552244,1282.3034057332416,78.082931621983,316**2 * RBF(length_scale=1.69) + WhiteKernel(noise_level=10),2510.3,Continuing
35,141,1273.3,1387.9865621965766,1342.910894820805,45.07566737577165,316**2 * RBF(length_scale=1.68) + WhiteKernel(noise_level=10),2510.3,Continuing
36,53,1372.9,1329.45559729945,1312.1399356051443,17.315661694305515,316**2 * RBF(length_scale=1.58) + WhiteKernel(noise_level=10),2510.3,Continuing
37,302,1311.1,1375.2982167158882,1293.368285639547,81.92993107634138,316**2 * RBF(length_scale=1.58) + WhiteKernel(noise_level=10),2510.3,Continuing
38,52,1332.7,1337.8212372542657,1319.38882728516,18.432409969105713,316**2 * RBF(length_scale=1.58) + WhiteKernel(noise_level=10),2510.3,Continuing
39,301,1359.7,1342.5685766863417,1316.1825712424798,26.38600544386184,316**2 * RBF(length_scale=1.58) + WhiteKernel(noise_level=10),2510.3,Continuing
40,103,1314.2,1352.7761559445703,1331.294007891658,21.48214805291219,316**2 * RBF(length_scale=1.58) + WhiteKernel(noise_level=10),2510.3,Continuing
41,308,1258.6,1344.1752311928906,1317.7722311164703,26.403000076420337,316**2 * RBF(length_scale=1.57) + WhiteKernel(noise_level=10),2510.3,Continuing
42,10,1218.4,1326.0245757103319,1308.4310603746108,17.59351533572107,316**2 * RBF(length_scale=1.52) + WhiteKernel(noise_level=10),2510.3,Continuing
43,199,1369.5,1322.3816800964044,1311.6597083178567,10.72197177854775,316**2 * RBF(length_scale=1.43) + WhiteKernel(noise_level=10),2510.3,Continuing
44,269,1368.5,1477.0760430471996,1434.7926838676249,42.283359179574724,316**2 * RBF(length_scale=1.42) + WhiteKernel(noise_level=10),2510.3,Continuing
45,120,1275.3,1406.144723092143,1397.2856175944453,8.85910549769786,316**2 * RBF(length_scale=1.03) + WhiteKernel(noise_level=10),2510.3,Continuing
46,94,1376.3,1338.5947343030518,1301.89200320893,36.70273109412196,316**2 * RBF(length_scale=1.02) + WhiteKernel(noise_level=10),2510.3,Continuing
47,84,1278.2,1303.3345877378408,1216.8704741916463,86.46411354619457,316**2 * RBF(length_scale=1.03) + WhiteKernel(noise_level=10),2510.3,Continuing
48,13,1299.8,1282.2251863386023,1268.5832408976203,13.64194544098207,316**2 * RBF(length_scale=1.03) + WhiteKernel(noise_level=10),2510.3,Continuing
49,38,1426.2,1253.119501305977,1198.9723133177226,54.14718798825441,316**2 * RBF(length_scale=1.01) + WhiteKernel(noise_level=10),2510.3,Continuing
50,223,1412.5,1472.9323610759873,1324.1518771283972,148.78048394759006,316**2 * RBF(length_scale=1.01) + WhiteKernel(noise_level=10),2510.3,Continuing
51,50,1371.4,1226.8337113623834,1189.1418853930445,37.691825969338915,316**2 * RBF(length_scale=0.944) + WhiteKernel(noise_level=10),2510.3,Continuing
52,63,1423.8,1357.9103472007127,1338.1071918715643,19.80315532914852,316**2 * RBF(length_scale=0.91) + WhiteKernel(noise_level=10),2510.3,Continuing
53,134,1282.2,1409.3938620815725,1340.2857514863872,69.10811059518538,316**2 * RBF(length_scale=0.908) + WhiteKernel(noise_level=10),2510.3,Continuing
54,49,1550.3,1205.4492522686926,1086.162496832817,119.28675543587558,316**2 * RBF(length_scale=0.854) + WhiteKernel(noise_level=0.00712),2510.3,Continuing
55,262,1309.1,1601.208469940396,1535.7315678068007,65.47690213359529,316**2 * RBF(length_scale=0.825) + WhiteKernel(noise_level=0.00712),2510.3,Continuing
56,251,1369.5,1174.425522456213,1156.4185198424966,18.00700261371643,316**2 * RBF(length_scale=0.701) + WhiteKernel(noise_level=0.00876),2510.3,Continuing
57,24,1383.7,1446.4254284517792,1343.1289781110254,103.29645034075384,316**2 * RBF(length_scale=0.704) + WhiteKernel(noise_level=0.00712),2510.3,Continuing
58,155,1344.4,1402.9037609497004,1246.5796377054176,156.32412324428293,316**2 * RBF(length_scale=0.704) + WhiteKernel(noise_level=0.00712),2510.3,Continuing
59,4,1322.1,980.5658692137483,874.512307179466,106.05356203428227,316**2 * RBF(length_scale=0.688) + WhiteKernel(noise_level=0.00712),2510.3,Continuing
60,16,1328.3,1092.300522715825,853.71531577886,238.58520693696494,316**2 * RBF(length_scale=0.694) + WhiteKernel(noise_level=0.00712),2510.3,Continuing
61,86,1453.8,933.2010694725013,650.2143028777075,282.9867665947939,316**2 * RBF(length_scale=0.699) + WhiteKernel(noise_level=0.00713),2510.3,Continuing
62,2,1382.2,888.1931522854297,652.2985567269915,235.89459555843823,316**2 * RBF(length_scale=0.7) + WhiteKernel(noise_level=0.00714),2510.3,Continuing
63,135,1354.2,856.4105118931134,593.1613736119609,263.24913828115245,316**2 * RBF(length_scale=0.703) + WhiteKernel(noise_level=0.00714),2510.3,Continuing
64,165,1250.8,639.9111168462673,336.53879753164983,303.3723193146174,316**2 * RBF(length_scale=0.706) + WhiteKernel(noise_level=0.00715),2510.3,Continuing
65,267,1352.2,1235.5921116114773,1058.3517889978243,177.24032261365303,316**2 * RBF(length_scale=0.707) + WhiteKernel(noise_level=0.00715),2510.3,Continuing
66,36,1245.4,1331.0845585671098,1248.4455907345516,82.6389678325581,316**2 * RBF(length_scale=0.708) + WhiteKernel(noise_level=0.00715),2510.3,Continuing
67,270,1300.3,1261.4104492124113,1236.6193807321922,24.791068480219113,316**2 * RBF(length_scale=0.703) + WhiteKernel(noise_level=0.00715),2510.3,Continuing
68,219,1804.2,456.9757132107521,143.3904864569687,313.5852267537834,316**2 * RBF(length_scale=0.706) + WhiteKernel(noise_level=0.00713),2510.3,Continuing
69,299,1777.6,1829.6883518278123,1787.3975903266733,42.290761501139144,316**2 * RBF(length_scale=0.737) + WhiteKernel(noise_level=10),2510.3,Continuing
70,189,1818.0,1810.8541305014203,1784.8324425624742,26.021687938946144,316**2 * RBF(length_scale=0.737) + WhiteKernel(noise_level=10),2510.3,Continuing
71,186,1741.8,1814.671241091538,1805.2685597302784,9.402681361259587,316**2 * RBF(length_scale=0.719) + WhiteKernel(noise_level=10),2510.3,Continuing
72,82,1746.6,1799.1894623761946,1791.2546612779333,7.9348010982613,316**2 * RBF(length_scale=0.71) + WhiteKernel(noise_level=10),2510.3,Continuing
73,278,1743.5,1694.4355694538256,1683.810468496724,10.625100957101395,316**2 * RBF(length_scale=0.71) + WhiteKernel(noise_level=10),2510.3,Continuing
74,222,1792.1,1704.9139850932256,1693.3273818079979,11.586603285227767,316**2 * RBF(length_scale=0.67) + WhiteKernel(noise_level=10),2510.3,Continuing
75,231,1547.3,2012.394780433695,1825.2345794719877,187.16020096170732,316**2 * RBF(length_scale=0.666) + WhiteKernel(noise_level=10),2510.3,Continuing
76,121,1795.5,1785.7634985283926,1779.8695885159104,5.89391001248217,316**2 * RBF(length_scale=0.66) + WhiteKernel(noise_level=10),2510.3,Continuing
77,117,1810.0,1721.877186611937,1688.0477321884848,33.82945442345223,316**2 * RBF(length_scale=0.657) + WhiteKernel(noise_level=10),2510.3,Continuing
78,276,1629.9,1648.7412225851187,1482.0361144347044,166.7051081504143,316**2 * RBF(length_scale=0.658) + WhiteKernel(noise_level=10),2510.3,Continuing
79,12,1455.4,1354.4698295043922,1185.010352277117,169.45947722727539,316**2 * RBF(length_scale=0.662) + WhiteKernel(noise_level=10),2510.3,Continuing
80,177,1503.4,1362.0512578823416,1256.459543867677,105.59171401466452,316**2 * RBF(length_scale=0.661) + WhiteKernel(noise_level=10),2510.3,Continuing
81,18,1592.9,1357.607479211593,1294.8292876320827,62.77819157951037,316**2 * RBF(length_scale=0.638) + WhiteKernel(noise_level=10),2510.3,Continuing
82,259,1463.3,1388.9837275642528,1260.4948637451316,128.48886381912112,316**2 * RBF(length_scale=0.641) + WhiteKernel(noise_level=10),2510.3,Continuing
83,309,1212.0,357.9018113973012,41.7988158598164,316.1029955374848,316**2 * RBF(length_scale=0.644) + WhiteKernel(noise_level=10),2510.3,Continuing
84,239,1144.8,1105.8827047959287,894.2101202909716,211.67258450495703,316**2 * RBF(length_scale=0.645) + WhiteKernel(noise_level=10),2510.3,Continuing
85,240,1267.1,421.400526242223,108.95134223654512,312.44918400567786,316**2 * RBF(length_scale=0.648) + WhiteKernel(noise_level=10),2510.3,Continuing
86,76,1669.3,665.6564953985546,361.112703328609,304.5437920699456,316**2 * RBF(length_scale=0.654) + WhiteKernel(noise_level=10),2510.3,Continuing
87,210,1580.0,583.7930353760426,273.1736436763181,310.61939169972453,316**2 * RBF(length_scale=0.659) + WhiteKernel(noise_level=10),2510.3,Continuing
88,118,1603.3,847.0853442425945,553.0030742927382,294.08226994985625,316**2 * RBF(length_scale=0.665) + WhiteKernel(noise_level=10),2510.3,Continuing
89,184,1012.8,452.55624658327713,137.2125331786861,315.343713404591,316**2 * RBF(length_scale=0.668) + WhiteKernel(noise_level=10),2510.3,Continuing
90,43,1026.6,772.1628563626066,496.7817305994264,275.3811257631802,316**2 * RBF(length_scale=0.67) + WhiteKernel(noise_level=10),2510.3,Continuing
91,130,1109.3,1018.8007968462096,936.1503895438262,82.65040730238333,316**2 * RBF(length_scale=0.669) + WhiteKernel(noise_level=10),2510.3,Continuing
