Iteration,Experiment Index,Observed Yield Strength,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Yield Strength in Dataset,Stopping Reason
0,234,1212.6,,,,316**2 * RBF(length_scale=1) + WhiteKernel(noise_level=10),2510.3,Initial selection
1,143,1216.8,1208.6378720258776,1190.6804876563328,59.85794789848285,316**2 * RBF(length_scale=1e+03) + WhiteKernel(noise_level=8.82),2510.3,Continuing
2,34,1730.2,1216.373016645642,1214.4903620176078,6.275515426781216,316**2 * RBF(length_scale=20.1) + WhiteKernel(noise_level=2.86),2510.3,Continuing
3,21,1860.3,1454.9200206764817,1430.8890362983054,80.1032812605878,316**2 * RBF(length_scale=12.4) + WhiteKernel(noise_level=4.71),2510.3,Continuing
4,142,1340.1,1814.2541013542761,1808.373341600658,19.602532512060762,316**2 * RBF(length_scale=1.41) + WhiteKernel(noise_level=6.8e-06),2510.3,Continuing
5,209,1309.8,1218.7940178431447,1205.1035931103045,45.63474910946751,316**2 * RBF(length_scale=1.23) + WhiteKernel(noise_level=10),2510.3,Continuing
6,254,1324.3,1339.7568603752636,1321.213172952905,61.8122914078615,316**2 * RBF(length_scale=1.29) + WhiteKernel(noise_level=10),2510.3,Continuing
7,294,1390.4,1320.9711911836005,1304.39695208895,55.24746364883504,316**2 * RBF(length_scale=1.39) + WhiteKernel(noise_level=10),2510.3,Continuing
8,297,1404.2,1403.580853026415,1381.9028808580679,72.25990722782414,316**2 * RBF(length_scale=1.46) + WhiteKernel(noise_level=10),2510.3,Continuing
9,310,1390.4,1374.2521128313574,1366.0811450269644,27.236559347976655,316**2 * RBF(length_scale=1.62) + WhiteKernel(noise_level=10),2510.3,Continuing
10,109,1437.3,1392.5243706667336,1386.54661720871,19.925844860079295,316**2 * RBF(length_scale=1.5) + WhiteKernel(noise_level=10),2510.3,Continuing
11,149,1304.3,1388.4297759947872,1373.6684870358108,49.20429652992134,316**2 * RBF(length_scale=1.4) + WhiteKernel(noise_level=10),2510.3,Continuing
12,48,1451.7,1397.5352710938373,1390.1903174421595,24.48317883892615,316**2 * RBF(length_scale=1.49) + WhiteKernel(noise_level=10),2510.3,Continuing
13,97,1420.0,1382.2630335703843,1373.0320673300687,30.769887467718608,316**2 * RBF(length_scale=1.45) + WhiteKernel(noise_level=10),2510.3,Continuing
14,230,1475.8,1330.9984987228343,1300.2936913261801,102.34935798884719,316**2 * RBF(length_scale=1.43) + WhiteKernel(noise_level=10),2510.3,Continuing
15,163,1383.5,1430.2256283480413,1418.1478885580937,40.259132633158316,316**2 * RBF(length_scale=1.45) + WhiteKernel(noise_level=10),2510.3,Continuing
16,272,1555.8,1463.1543351472806,1443.5461401669772,65.3606499343447,316**2 * RBF(length_scale=1.52) + WhiteKernel(noise_level=10),2510.3,Continuing
17,51,1462.7,1499.9627515843372,1483.2299989987378,55.77584195199812,316**2 * RBF(length_scale=1.52) + WhiteKernel(noise_level=10),2510.3,Continuing
18,221,1506.8,1377.1341882765366,1366.7396742334513,34.64838014361767,316**2 * RBF(length_scale=1.42) + WhiteKernel(noise_level=10),2510.3,Continuing
