Iteration,Experiment Index,Observed Yield Strength,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Yield Strength in Dataset,Stopping Reason
0,107,1309.1,,,,316**2 * RBF(length_scale=1) + WhiteKernel(noise_level=10),2510.3,Initial selection
1,87,1393.5,1081.2538734349293,896.981251222522,230.34077776550916,316**2 * RBF(length_scale=3.63) + WhiteKernel(noise_level=10),2510.3,Continuing
2,154,1123.1,1427.0487504333514,1370.6001038501504,70.56080822900141,316**2 * RBF(length_scale=1.89) + WhiteKernel(noise_level=10),2510.3,Continuing
3,78,1580.1,1404.3643911306515,1398.8962731176928,6.8351475161983855,316**2 * RBF(length_scale=0.147) + WhiteKernel(noise_level=10),2510.3,Continuing
4,300,1164.4,252.99486206025725,4.523581529915818e-07,316.24357700987383,316**2 * RBF(length_scale=0.147) + WhiteKernel(noise_level=10),2510.3,Continuing
5,261,1287.3,253.37436589816284,0.37951772847430143,316.24356021211065,316**2 * RBF(length_scale=0.149) + WhiteKernel(noise_level=10),2510.3,Continuing
6,5,1164.4,253.80820433881365,0.8133932739403864,316.24351383109155,316**2 * RBF(length_scale=0.443) + WhiteKernel(noise_level=10),2510.3,Continuing
7,198,1061.1,412.2412454967473,163.94281275637192,310.37304092546924,316**2 * RBF(length_scale=0.465) + WhiteKernel(noise_level=10),2510.3,Continuing
8,264,1288.4,399.8403870112196,148.50538872462218,314.1687478582468,316**2 * RBF(length_scale=0.501) + WhiteKernel(noise_level=10),2510.3,Continuing
9,43,1026.6,324.80329451825014,72.41667646260622,315.4832725695549,316**2 * RBF(length_scale=0.516) + WhiteKernel(noise_level=10),2510.3,Continuing
10,130,1109.3,1050.7097916962998,962.3121752161446,110.49702060019389,316**2 * RBF(length_scale=0.519) + WhiteKernel(noise_level=10),2510.3,Continuing
11,233,1088.6,1025.0133196763768,867.1463260885664,197.33374198476287,316**2 * RBF(length_scale=0.53) + WhiteKernel(noise_level=10),2510.3,Continuing
12,184,1012.8,470.6314075136452,236.93112623662796,292.1253515962715,316**2 * RBF(length_scale=0.543) + WhiteKernel(noise_level=10),2510.3,Continuing
13,91,1136.8,332.0142330417217,79.5678351857698,315.55799731993983,316**2 * RBF(length_scale=0.557) + WhiteKernel(noise_level=10),2510.3,Continuing
14,39,1071.4,348.0015521374859,95.4534404482576,315.68513961153536,316**2 * RBF(length_scale=0.578) + WhiteKernel(noise_level=10),2510.3,Continuing
15,159,2356.4,356.1380614928606,107.5328983478416,310.7564539312737,316**2 * RBF(length_scale=0.589) + WhiteKernel(noise_level=10),2510.3,Continuing
16,194,1233.3,1615.2469783997622,1415.2746814759357,249.96537115478313,316**2 * RBF(length_scale=0.58) + WhiteKernel(noise_level=10),2510.3,Continuing
17,73,2381.6,644.2758799825283,394.98862283595406,311.6090714332178,316**2 * RBF(length_scale=0.634) + WhiteKernel(noise_level=10),2510.3,Continuing
18,292,2372.4,1807.0354643178634,1637.971616672361,211.32980955687813,316**2 * RBF(length_scale=0.638) + WhiteKernel(noise_level=10),2510.3,Continuing
19,206,2331.1,1826.6809947155334,1659.1559726847768,209.40627753844586,316**2 * RBF(length_scale=0.64) + WhiteKernel(noise_level=10),2510.3,Continuing
20,99,2411.5,2112.41458689634,1973.4966327590398,173.6474426716251,316**2 * RBF(length_scale=0.654) + WhiteKernel(noise_level=10),2510.3,Continuing
21,31,2487.3,1428.093694645992,1235.9646392969105,240.16131918635188,316**2 * RBF(length_scale=0.671) + WhiteKernel(noise_level=10),2510.3,Continuing
22,191,2411.5,1537.7730197354394,1337.5887717494638,250.23030998246958,316**2 * RBF(length_scale=0.688) + WhiteKernel(noise_level=10),2510.3,Continuing
23,71,2501.1,1508.6003737325057,1329.4879500640086,223.89052958562127,316**2 * RBF(length_scale=0.702) + WhiteKernel(noise_level=10),2510.3,Continuing
24,212,2249.6,1071.2261758870316,850.8014967510915,275.5308489199252,316**2 * RBF(length_scale=0.714) + WhiteKernel(noise_level=10),2510.3,Continuing
25,289,1571.2,1122.9426285747822,894.5179829072396,285.53080708442826,316**2 * RBF(length_scale=0.728) + WhiteKernel(noise_level=10),2510.3,Continuing
26,273,2402.3,867.6565527259589,626.1264792814236,301.91259180566914,316**2 * RBF(length_scale=0.749) + WhiteKernel(noise_level=10),2510.3,Continuing
27,106,2381.6,1396.9168989052578,1175.9210824747763,276.24477053810176,316**2 * RBF(length_scale=0.769) + WhiteKernel(noise_level=10),2510.3,Continuing
28,306,2510.3,800.15252872143,559.780052840949,300.4655948506013,316**2 * RBF(length_scale=0.784) + WhiteKernel(noise_level=10),2510.3,Max yield strength reached
