Iteration,Experiment Index,Observed Yield Strength,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Yield Strength in Dataset,Stopping Reason
0,215,1688.1,,,,316**2 * RBF(length_scale=1) + WhiteKernel(noise_level=10),2510.3,Initial selection
1,33,1819.0,420.2850022932534,420.2850022932534,306.28550580007317,316**2 * RBF(length_scale=5.29) + WhiteKernel(noise_level=10),2510.3,Continuing
2,158,1688.1,1813.2713381893514,1813.2713381893514,23.187896145917733,316**2 * RBF(length_scale=2.24) + WhiteKernel(noise_level=10),2510.3,Continuing
3,188,1681.2,1702.7794295073618,1702.7794295073618,96.37461649883794,316**2 * RBF(length_scale=2.3) + WhiteKernel(noise_level=10),2510.3,Continuing
4,46,1798.3,1686.2279281135552,1686.2279281135552,98.41755422263918,316**2 * RBF(length_scale=2.49) + WhiteKernel(noise_level=0.00722),2510.3,Continuing
5,266,1667.4,1802.3723375341624,1802.3723375341624,37.160525964965565,316**2 * RBF(length_scale=1.96) + WhiteKernel(noise_level=10),2510.3,Continuing
6,193,1784.5,1699.0773787091546,1699.0773787091546,93.44027652749521,316**2 * RBF(length_scale=1.99) + WhiteKernel(noise_level=10),2510.3,Continuing
7,150,1846.5,1695.9862116293698,1695.9862116293698,140.0210722804373,316**2 * RBF(length_scale=2.02) + WhiteKernel(noise_level=10),2510.3,Continuing
8,119,1736.3,1567.6884571756254,1567.6884571756254,18.471972072711086,316**2 * RBF(length_scale=1.35) + WhiteKernel(noise_level=10),2510.3,Continuing
9,279,1805.2,1387.24303367838,1387.24303367838,143.749232388399,316**2 * RBF(length_scale=1.35) + WhiteKernel(noise_level=10),2510.3,Continuing
10,146,1722.5,1320.1913156349929,1320.1913156349929,172.88545463271532,316**2 * RBF(length_scale=1.41) + WhiteKernel(noise_level=10),2510.3,Continuing
11,246,1564.0,1224.3726721093553,1224.3726721093553,171.14133656805367,316**2 * RBF(length_scale=1.52) + WhiteKernel(noise_level=10),2510.3,Continuing
12,291,1577.8,1219.6948813585568,1219.6948813585568,201.51560981855891,316**2 * RBF(length_scale=1.53) + WhiteKernel(noise_level=0.00741),2510.3,Continuing
