Iteration,UCB Index,Observed UCB,Predicted UCB,Uncertainty UCB,EI Index,Observed EI,Predicted EI,Uncertainty EI,Max Yield Strength in Dataset,Stopping Reason
1,209,1309.8,1153.093963436147,97.85070138070968,209,1309.8,1153.093963436147,97.85070138070968,2510.3,Continuing
2,143,1216.8,1268.7613939708572,77.25113679246614,28,1230.6,1200.7849039607738,131.74350429109217,2510.3,Continuing
3,29,1254.0,1196.2123621596568,55.64951667501447,161,1167.2,1182.68280529314,103.15422117443141,2510.3,Continuing
4,190,1243.6,1157.049143829046,77.66676261065187,294,1390.4,1170.1191396121876,84.18008765821565,2510.3,Continuing
5,125,1272.6,1096.7808782898503,70.73127013678443,297,1404.2,1109.3472482403208,163.9391692725918,2510.3,Continuing
6,109,1437.3,1289.2856812845528,85.38529643592555,310,1390.4,1347.4650063069448,46.36280382923418,2510.3,Continuing
7,149,1304.3,1266.5894252926682,102.98943679114716,163,1383.5,937.8024454371798,221.79391638756908,2510.3,Continuing
8,97,1420.0,1261.210341134155,82.05456298361408,253,1414.5,1330.2755321576278,96.28181045978991,2510.3,Continuing
9,153,1194.0,1133.9897022807847,23.65576300794078,230,1475.8,1311.0305245430743,76.59964216742758,2510.3,Continuing
10,277,1172.0,999.3693051628807,122.01256141750868,221,1506.8,1398.7626404887455,58.48802886816278,2510.3,Continuing
11,116,1010.8,1021.8400933001631,151.25284835688373,272,1555.8,1359.4550705954048,100.32588949674012,2510.3,Continuing
12,241,1218.8,1000.5797184496041,109.9437307233738,51,1462.7,1123.8444824569956,168.62624345543225,2510.3,Continuing
13,271,1061.7,832.8378931746885,129.1252770038412,39,1071.4,726.3321648440581,268.74634069425673,2510.3,Continuing
14,247,1036.9,972.5504726462309,40.61068636511896,88,1294.9,821.6082285185412,228.35888756898214,2510.3,Continuing
15,218,1169.2,761.0208825431864,184.70000709649725,255,1280.2,1170.0371104606743,134.89794609675775,2510.3,Continuing
16,196,1150.6,1094.8739307290543,77.15863942138293,93,1755.2,873.9097952025922,215.80633466480367,2510.3,Continuing
17,22,1267.8,1039.877652652853,130.02515449504867,288,1768.0,1454.560265564915,138.5524102933069,2510.3,Continuing
18,166,1091.4,1198.0214859987266,88.24250986894302,157,1779.7,1578.1024393902112,105.84333049930913,2510.3,Continuing
19,60,1340.8,1068.8492612754685,145.70275021732266,27,1825.8,712.719128453651,271.22271241110025,2510.3,Continuing
20,0,1167.2,1286.1943259174059,66.46495519482401,187,1870.6,1791.2113160912672,19.107152787398718,2510.3,Continuing
21,290,1005.9,1263.4102844321758,52.35318819731664,262,1309.1,509.5301194896618,297.75750439318296,2510.3,Continuing
22,243,1194.0,1290.6615531718608,49.516173061346024,86,1453.8,999.065799449608,218.55431838890908,2510.3,Continuing
23,168,1258.8,1240.540123688702,25.28790196443556,54,1429.7,1157.2298869367794,183.31552080719976,2510.3,Continuing
24,85,1175.4,1165.7011290116438,52.47593259821117,126,1391.8,868.0170740673941,236.32013756983335,2510.3,Continuing
25,59,1145.8,1138.5990714238546,58.45959038216683,80,1125.0,884.8957309534884,228.39926222293954,2510.3,Continuing
26,17,1188.6,1146.8594752208405,30.858632020192182,167,1731.7,1011.4356563436502,193.44335816848132,2510.3,Continuing
27,70,1087.0,1054.552054202065,81.00810367155276,115,1536.5,567.1796866055744,279.60825126670824,2510.3,Continuing
28,66,1157.5,956.3947225998627,54.63261289175133,205,1730.2,1148.6650611632613,214.11911898111325,2510.3,Continuing
29,180,1182.0,962.39001682017,95.65440870362413,185,1998.6,1313.1402315432083,209.6339324564188,2510.3,Continuing
30,81,1280.8,437.6682970085128,267.7659910607322,204,2005.5,1821.1017705907318,105.81762970962605,2510.3,Continuing
31,242,1305.4,1270.4549073750723,19.226873809413885,34,1730.2,1869.9954622808143,100.07113227412829,2510.3,Continuing
32,58,1276.5,1117.2065435304457,151.58495044290459,68,2006.0,2002.7641687521505,6.524733962805928,2510.3,Continuing
33,95,1277.7,1271.281728526478,13.890805400077545,64,1661.2,1597.223011320401,163.8421983844269,2510.3,Continuing
34,145,1285.0,1259.7566297812505,9.453870753634327,127,1737.2,1585.8308356606135,127.38618332665894,2510.3,Continuing
35,133,1312.0,1256.272274629708,31.94878460310169,280,1730.2,1693.4178634562436,95.05178516932399,2510.3,Continuing
36,131,1391.2,1293.21440560455,21.3963116275968,289,1571.2,1274.7731837014012,159.96491089397614,2510.3,Continuing
37,284,1348.6,1390.3970096152914,11.496743128928644,222,1792.1,650.897810536492,268.9206976201336,2510.3,Continuing
38,307,1344.0,1291.520746479553,7.391965273059879,276,1629.9,1495.3351381504285,157.9619235613579,2510.3,Continuing
39,42,1350.3,1312.9121596915647,10.375236851640741,309,1212.0,1155.347910275485,196.58667407983833,2510.3,Continuing
40,72,1317.0,1327.025044494978,5.9687328059027385,40,2157.3,851.0081434976485,244.12333520160854,2510.3,Continuing
41,286,1297.5,1313.929318529419,5.892916142492794,176,1026.6,1101.2820254689302,262.3407363999011,2510.3,Continuing
42,195,1296.0,1290.892231010861,4.2977141255655695,6,1605.4,930.7390447281778,247.63419020965665,2510.3,Continuing
43,140,1521.3,891.5123521277164,131.82673415179082,306,2510.3,1116.0545102456472,205.30378297355244,2510.3,Max yield strength reached
