Iteration,Experiment Index,Observed Yield Strength,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Yield Strength in Dataset,Stopping Reason
0,195,1296.0,,,,316**2 * RBF(length_scale=1) + WhiteKernel(noise_level=10),2510.3,Initial selection
1,137,1308.0,1333.9385545491539,1262.497380068333,71.44117448082073,316**2 * RBF(length_scale=6.51) + WhiteKernel(noise_level=10),2510.3,Continuing
2,243,1194.0,1376.6802919469787,1305.1039974267433,71.57629452023542,316**2 * RBF(length_scale=4.38) + WhiteKernel(noise_level=2.67e-05),2510.3,Continuing
3,7,1306.9,1327.1548856130416,1288.3606447170853,38.79424089595648,316**2 * RBF(length_scale=4.98) + WhiteKernel(noise_level=10),2510.3,Continuing
4,65,1362.9,1349.9798496235292,1225.5220986980257,124.45775092550333,316**2 * RBF(length_scale=6.16) + WhiteKernel(noise_level=10),2510.3,Continuing
5,55,1463.0,1380.5388904618803,1331.2949868307273,49.24390363115307,316**2 * RBF(length_scale=4.79) + WhiteKernel(noise_level=10),2510.3,Continuing
6,132,1478.4,1482.0312795661634,1452.362749541304,29.668530024859432,316**2 * RBF(length_scale=4.8) + WhiteKernel(noise_level=10),2510.3,Continuing
7,187,1870.6,1397.2451583375064,1267.4945224896844,129.7506358478219,316**2 * RBF(length_scale=4.64) + WhiteKernel(noise_level=8.39e-06),2510.3,Continuing
8,27,1825.8,1866.9011367349985,1863.554317185787,3.3468195492114368,316**2 * RBF(length_scale=2.5) + WhiteKernel(noise_level=10),2510.3,Continuing
9,171,1837.9,1834.5757662264039,1821.1898472342536,13.385918992150117,316**2 * RBF(length_scale=2.56) + WhiteKernel(noise_level=10),2510.3,Continuing
10,123,1729.4,1496.9255206516455,1299.16374474662,197.76177590502547,316**2 * RBF(length_scale=2.89) + WhiteKernel(noise_level=10),2510.3,Continuing
11,201,1586.7,1761.8595093549256,1708.7679033104214,53.09160604450428,316**2 * RBF(length_scale=2.52) + WhiteKernel(noise_level=10),2510.3,Continuing
12,93,1755.2,1535.4190635118034,1408.8427283822093,126.57633512959414,316**2 * RBF(length_scale=2.52) + WhiteKernel(noise_level=10),2510.3,Continuing
13,157,1779.7,1530.8616993002563,1430.1597448375114,100.70195446274485,316**2 * RBF(length_scale=2.3) + WhiteKernel(noise_level=10),2510.3,Continuing
14,288,1768.0,1788.6313375170694,1681.0887329481288,107.54260456894065,316**2 * RBF(length_scale=2.39) + WhiteKernel(noise_level=10),2510.3,Continuing
15,147,1736.3,1713.2711470383276,1557.6316038515242,155.63954318680342,316**2 * RBF(length_scale=2.51) + WhiteKernel(noise_level=10),2510.3,Continuing
16,40,2157.3,1739.1861962431815,1536.8970215291338,202.28917471404768,316**2 * RBF(length_scale=2.74) + WhiteKernel(noise_level=10),2510.3,Continuing
17,306,2510.3,1879.4107627646429,1701.7960879208974,177.61467484374546,316**2 * RBF(length_scale=2.74) + WhiteKernel(noise_level=10),2510.3,Max yield strength reached
