Iteration,Experiment Index,Observed Yield Strength,UCB Score,Mean Prediction,Standard Deviation,Max Yield Strength in Dataset,Stopping Reason
0,234,1212.6,,,,2510.3,Initial selection
1,143,1216.8,1232.585107032798,1190.7995557049808,5.969364475402462,2510.3,Continuing
2,125,1272.6,1236.603898533049,1199.747751118554,5.265163916356425,2510.3,Continuing
3,254,1324.3,1288.3859964463584,1264.7689460297413,3.3738643452310133,2510.3,Continuing
4,209,1309.8,1319.8953269906394,1289.358727128506,4.362371408876201,2510.3,Continuing
5,29,1254.0,1321.8770484932015,1293.50978513973,4.052466193353066,2510.3,Continuing
6,190,1243.6,1279.2160329234403,1247.216867253893,4.571309381363886,2510.3,Continuing
7,294,1390.4,1223.3051779286927,1181.0282572356946,6.03956009899973,2510.3,Continuing
8,310,1390.4,1309.7954587571642,1230.6205460275542,11.310701818515728,2510.3,Continuing
9,109,1437.3,1385.5209577245103,1332.7878280820719,7.533304234634052,2510.3,Continuing
10,48,1451.7,1357.949489474299,1298.6771451188301,8.467477765066992,2510.3,Continuing
11,297,1404.2,1324.2438903647126,1259.0402059929438,9.314812053109819,2510.3,Continuing
12,97,1420.0,1229.648476996145,1144.92364052228,12.10354806769501,2510.3,Continuing
13,149,1304.3,1252.4273731739972,1194.2345694864903,8.313257669643852,2510.3,Continuing
14,163,1383.5,1321.769283881606,1198.5911358140238,17.596878295368874,2510.3,Continuing
15,230,1475.8,1403.6761338935844,1328.5717300112633,10.729200554617302,2510.3,Continuing
16,221,1506.8,1366.19738616323,1294.0417539283708,10.307947462122742,2510.3,Continuing
17,253,1414.5,1442.068624055856,1389.048466909071,7.574308163826411,2510.3,Continuing
18,241,1218.8,1151.2429972747007,1062.2767375120184,12.70946568038318,2510.3,Continuing
19,268,1263.6,1196.108436553908,1113.0850651140292,11.860481634268385,2510.3,Continuing
20,272,1555.8,1202.639773838187,1089.2536710842587,16.198014679132598,2510.3,Continuing
21,51,1462.7,1318.4715642291574,1234.1606005502858,12.044423382695925,2510.3,Continuing
22,247,1036.9,1183.4778294775062,1087.8762521197161,13.657368193970028,2510.3,Continuing
23,22,1267.8,1144.4702157152904,1065.0103105332537,11.351415026005226,2510.3,Continuing
24,166,1091.4,1270.2169356895163,1190.5683889752058,11.37836381633005,2510.3,Continuing
25,116,1010.8,1133.6847782206717,1058.6240836348054,10.722956369409456,2510.3,Continuing
26,218,1169.2,1132.3956406525,1059.7549253193556,10.377245047592085,2510.3,Continuing
27,161,1167.2,1130.6156448294466,1095.2323869734678,5.054751122282704,2510.3,Continuing
28,28,1230.6,1140.6976660823666,1110.6505704241517,4.292442236887849,2510.3,Continuing
29,153,1194.0,1174.7918665207085,1128.7655563307876,6.575187169988701,2510.3,Continuing
30,196,1150.6,1111.1235236773166,1043.3288830110198,9.68494866661383,2510.3,Continuing
31,271,1061.7,1085.92213857981,1052.547827895854,4.767758669136574,2510.3,Continuing
32,182,1150.6,1086.115819309296,937.1085143297992,21.286757854213825,2510.3,Continuing
33,60,1340.8,1174.239784622074,1110.8759369736638,9.051978235487189,2510.3,Continuing
34,164,1282.2,1256.6703815250198,1163.3811426765014,13.327034121216908,2510.3,Continuing
35,211,1243.0,1273.7632833490168,1219.0716874475816,7.813085128776464,2510.3,Continuing
36,180,1182.0,1259.8184723341246,1164.395275801837,13.631885218898242,2510.3,Continuing
37,258,1224.7,1256.2651953558586,1217.0389487198615,5.603749519428155,2510.3,Continuing
38,168,1258.8,1201.8136645006252,1162.2502792726975,5.651912175418232,2510.3,Continuing
39,243,1194.0,1194.9346479005842,1154.605328491996,5.76133134408401,2510.3,Continuing
40,66,1157.5,1191.893258442907,1148.023438011058,6.267117204549844,2510.3,Continuing
41,85,1175.4,1168.8733135194261,1129.9870055374518,5.555186854567781,2510.3,Continuing
42,23,1207.8,1115.336451298656,1062.6532825025606,7.526166970870767,2510.3,Continuing
43,128,1172.0,1124.6654516250037,1058.17914396357,9.498043951633408,2510.3,Continuing
44,290,1005.9,1150.0025099905472,1075.1939934101847,10.686930940051784,2510.3,Continuing
45,70,1087.0,1110.207065919729,1064.8219911564086,6.48358210904579,2510.3,Continuing
46,277,1172.0,1011.8172975246332,928.2551820383159,11.937445069473913,2510.3,Continuing
47,0,1167.2,1005.6529509834903,950.2052374589258,7.921101932080643,2510.3,Continuing
48,217,1178.9,966.2074584573786,875.5914605797598,12.945142553945555,2510.3,Continuing
49,17,1188.6,1235.0182553567508,1151.337314351475,11.954420143610818,2510.3,Continuing
50,152,1163.0,1198.2607682288926,1177.0732600959166,3.026786876139453,2510.3,Continuing
51,104,1032.1,969.9127160876066,913.3347649378936,8.082564449958992,2510.3,Continuing
52,207,1019.0,944.3285423610622,823.7721646786658,17.222339668913765,2510.3,Continuing
53,129,1173.8,934.6717278192045,888.9680980957721,6.529089960490337,2510.3,Continuing
54,303,1221.6,1176.4053565750335,1127.417885028567,6.998210220923785,2510.3,Continuing
55,59,1145.8,716.2501325946778,570.8509338275618,20.771314109588,2510.3,Continuing
56,242,1305.4,615.6770466732877,410.8113230104491,29.26653195183409,2510.3,Continuing
57,81,1280.8,1308.1180164576238,1265.832079285991,6.040848167376097,2510.3,Continuing
58,255,1280.2,1293.1951547115857,1270.8414414390897,3.193387610356553,2510.3,Continuing
59,137,1308.0,1025.4030676218886,899.0302693868829,18.053256890715105,2510.3,Continuing
60,131,1391.2,1321.2338214632853,1263.6823354511312,8.221640858879168,2510.3,Continuing
61,284,1348.6,1381.308131586183,1370.4374177572438,1.5529591184198708,2510.3,Continuing
62,95,1277.7,1369.3686483906238,1330.4005187527991,5.566875662546385,2510.3,Continuing
63,88,1294.9,1329.586981292891,1301.8011721196024,3.9694013104698045,2510.3,Continuing
64,133,1312.0,1284.3451313188805,1272.5919688295644,1.679023212759454,2510.3,Continuing
65,307,1344.0,1296.5637572381668,1292.3218278461168,0.6059899131500001,2510.3,Continuing
66,286,1297.5,1311.1247866781632,1303.3799785534247,1.1064011606769324,2510.3,Continuing
67,145,1285.0,1292.1368860529199,1286.2676556172191,0.8384614908143747,2510.3,Continuing
68,42,1350.3,1283.7443021166796,1271.7280959045747,1.7166008874435659,2510.3,Continuing
69,72,1317.0,1325.062089266279,1319.3488469251074,0.8161774773102066,2510.3,Continuing
70,58,1276.5,1268.417987609214,1264.473787282819,0.5634571894849887,2510.3,Continuing
71,195,1296.0,1270.3076933590396,1268.6846680763047,0.23186075467642273,2510.3,Continuing
72,56,1357.9,749.2789635167472,546.8108467474376,28.92401668132994,2510.3,Continuing
73,295,1276.7,1378.9036939464584,1339.7280616443768,5.596518900297367,2510.3,Continuing
74,114,1269.0,1246.1344503572031,1217.378891506943,4.10793697860858,2510.3,Continuing
75,7,1306.9,1240.6591678168656,1227.2867458910446,1.910345989403021,2510.3,Continuing
76,80,1125.0,258.78803978350317,37.79695887610621,31.570154415342422,2510.3,Continuing
77,111,1274.7,221.70113274022012,0.3417521463126366,31.622768656272495,2510.3,Continuing
78,139,1350.4,1291.9970611177303,1242.9862532803006,7.001543976775663,2510.3,Continuing
79,201,1586.7,222.27121074332433,0.9142647743001717,31.622420852717738,2510.3,Continuing
80,123,1729.4,787.9683609485202,582.0584876502882,29.415696185461712,2510.3,Continuing
81,93,1755.2,268.5650414490882,47.27215372275702,31.613269675190168,2510.3,Continuing
82,157,1779.7,306.1631857273252,84.95956288195686,31.60051754933834,2510.3,Continuing
83,288,1768.0,331.8473448956711,110.9281982461995,31.559878092781652,2510.3,Continuing
84,147,1736.3,225.34306010834015,3.983958035804976,31.622728867505025,2510.3,Continuing
85,55,1463.0,221.43972299972663,0.08029009498489348,31.62277612924882,2510.3,Continuing
86,132,1478.4,913.3004852394981,720.6598114205041,27.5200962598563,2510.3,Continuing
87,65,1362.9,234.7581388651002,13.415754050907532,31.62034068774181,2510.3,Continuing
88,309,1212.0,221.37666112541416,0.017224927033396502,31.62277659976868,2510.3,Continuing
89,239,1144.8,781.8493607208102,588.3180423921877,27.647331189803214,2510.3,Continuing
90,240,1267.1,226.12771192552856,4.772620344304346,31.622155940174885,2510.3,Continuing
91,76,1669.3,269.10451011531757,47.88871015545948,31.602257137122585,2510.3,Continuing
92,210,1580.0,243.04748415766352,21.712542618869104,31.61927736268492,2510.3,Continuing
93,118,1603.3,345.7340044192251,125.08195678103571,31.521721091169905,2510.3,Continuing
94,184,1012.8,224.1772238644258,2.818008820578845,31.622745006263848,2510.3,Continuing
95,43,1026.6,387.2005041543861,168.95150366850115,31.17842864084071,2510.3,Continuing
96,130,1109.3,980.2395205004037,887.8045832004752,13.204991042846933,2510.3,Continuing
97,233,1088.6,891.2958749436912,730.6602935320428,22.947940201664043,2510.3,Continuing
98,300,1164.4,244.8116625874145,23.503510792169372,31.61545025646359,2510.3,Continuing
99,261,1287.3,658.5692298243739,454.0475557877739,29.217382005228583,2510.3,Continuing
100,5,1164.4,620.5701023115979,420.35435772368277,28.60224922684502,2510.3,Continuing
101,198,1061.1,376.2228491018453,157.9879552275743,31.176413410610152,2510.3,Continuing
102,154,1123.1,327.70933043658636,107.12329214442948,31.512291184593835,2510.3,Continuing
103,87,1393.5,324.549649902599,104.33445826231817,31.459313091468694,2510.3,Continuing
104,78,1580.1,1388.8041988118482,1357.409490663911,4.4849583068482,2510.3,Continuing
105,107,1309.1,385.24130463091535,165.50489389874556,31.3909158188814,2510.3,Continuing
106,264,1288.4,316.99176436890707,96.22834066073737,31.53763195830996,2510.3,Continuing
107,159,2356.4,238.9411408056623,17.69502499667494,31.60658797271248,2510.3,Continuing
108,194,1233.3,1109.9549008649474,905.8378857424975,29.15957358892141,2510.3,Continuing
109,73,2381.6,314.8858611240196,93.70031761335028,31.597934787238472,2510.3,Continuing
110,292,2372.4,1415.152860248375,1226.7184183255904,26.91920598896924,2510.3,Continuing
111,206,2331.1,1522.0966251783914,1334.213467452094,26.84045110375677,2510.3,Continuing
112,99,2411.5,1634.4427575705176,1460.6750598370836,24.823956819062,2510.3,Continuing
113,31,2487.3,871.9165375252753,667.3407796985696,29.225108260957967,2510.3,Continuing
114,191,2411.5,901.1852645342316,689.7918286715051,30.199062266103788,2510.3,Continuing
115,71,2501.1,851.8519023429735,645.8420022418966,29.429985728725285,2510.3,Continuing
116,212,2249.6,522.1948841484325,303.62849555431586,31.223769799159516,2510.3,Continuing
117,289,1571.2,447.6233314952202,227.67424973626726,31.421297394136133,2510.3,Continuing
118,273,2402.3,333.6539224121803,112.59753105108635,31.579484480156278,2510.3,Continuing
119,106,2381.6,576.342641660642,357.511869540706,31.261538874276575,2510.3,Continuing
120,306,2510.3,271.61181485123086,50.33653660504368,31.61075403516959,2510.3,Max yield strength reached
