Iteration,UCB Index,Observed UCB,Predicted UCB,Uncertainty UCB,EI Index,Observed EI,Predicted EI,Uncertainty EI,Max Yield Strength in Dataset,Stopping Reason
1,242,1305.4,541.1843149426855,287.3515437730436,286,1297.5,1255.6179673686654,78.32828641423498,2510.3,Continuing
2,296,1681.2,1151.4900194770435,145.85975162660017,169,1250.5,1296.5669774530395,9.279147933346483,2510.3,Continuing
3,138,1525.0,1371.4377078476487,148.55796031874817,138,1525.0,1289.9655874681077,34.92358296502418,2510.3,Continuing
4,265,1680.6,1478.8739277132445,104.18548123964574,265,1680.6,1450.8744257600483,92.15169566114149,2510.3,Continuing
5,123,1729.4,1427.8810992514523,111.29278792928758,244,1081.1,1457.9256427078014,118.56115543024256,2510.3,Continuing
6,8,1683.0,1653.7842469414818,89.15906580257564,8,1683.0,1356.0843557270864,111.38705117535098,2510.3,Continuing
7,263,1123.1,1630.5376376871582,88.65088702468839,203,1688.1,1642.8642985938761,56.61632389837875,2510.3,Continuing
8,206,2331.1,1406.7093112253158,170.31976838974578,102,1575.5,1641.4610861603774,46.165772176735764,2510.3,Continuing
9,45,1716.3,2251.93104081251,52.764254504296964,124,1600.0,1669.81347237765,36.10123522470203,2510.3,Continuing
10,191,2411.5,2012.548987743422,179.05277357961072,245,1298.8,1586.7513911301303,90.45178487229153,2510.3,Continuing
11,184,1012.8,2297.146488449396,76.31122917157994,215,1688.1,1555.0317904583499,74.72352171472804,2510.3,Continuing
12,6,1605.4,2447.7983795662585,169.31930887640254,291,1577.8,1424.3383686248562,93.12970223265604,2510.3,Continuing
13,212,2249.6,2518.2937126910188,83.41619899386536,273,2402.3,1205.7565940135303,166.7665276725386,2510.3,Continuing
14,306,2510.3,1828.2993002488056,160.4157593999784,71,2501.1,2399.1414494700603,9.337777287601902,2510.3,Max yield strength reached
