Iteration,Experiment Index,Observed Yield Strength,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Yield Strength in Dataset,Stopping Reason
0,107,1309.1,,,,316**2 * RBF(length_scale=1) + WhiteKernel(noise_level=10),2510.3,Initial selection
1,87,1393.5,896.981251222522,896.981251222522,230.34077776550916,316**2 * RBF(length_scale=3.63) + WhiteKernel(noise_level=10),2510.3,Continuing
2,78,1580.1,1393.0006448782322,1393.0006448782322,7.043763443879298,316**2 * RBF(length_scale=0.001) + WhiteKernel(noise_level=10),2510.3,Continuing
3,0,1167.2,0.0,0.0,316.24357700987383,316**2 * RBF(length_scale=0.147) + WhiteKernel(noise_level=10),2510.3,Continuing
4,182,1150.6,38.649937636111474,38.649937636111474,316.07014955338684,316**2 * RBF(length_scale=0.329) + WhiteKernel(noise_level=10),2510.3,Continuing
5,85,1175.4,933.0014111503542,933.0014111503542,214.37016637253336,316**2 * RBF(length_scale=0.388) + WhiteKernel(noise_level=10),2510.3,Continuing
6,168,1258.8,1072.5914089262658,1072.5914089262658,168.06261720395057,316**2 * RBF(length_scale=0.409) + WhiteKernel(noise_level=10),2510.3,Continuing
7,258,1224.7,1048.50635156491,1048.50635156491,119.29300087105236,316**2 * RBF(length_scale=0.425) + WhiteKernel(noise_level=10),2510.3,Continuing
8,66,1157.5,1104.241677786773,1104.241677786773,150.55567546727247,316**2 * RBF(length_scale=0.448) + WhiteKernel(noise_level=10),2510.3,Continuing
9,60,1340.8,1072.2991658806145,1072.2991658806145,123.27960821783599,316**2 * RBF(length_scale=0.454) + WhiteKernel(noise_level=10),2510.3,Continuing
10,164,1282.2,992.2656617263342,992.2656617263342,155.16371417326005,316**2 * RBF(length_scale=0.497) + WhiteKernel(noise_level=10),2510.3,Continuing
11,211,1243.0,1094.413511843773,1094.413511843773,106.5543952633582,316**2 * RBF(length_scale=0.511) + WhiteKernel(noise_level=10),2510.3,Continuing
12,23,1207.8,1075.4844393293693,1075.4844393293693,143.21273370606355,316**2 * RBF(length_scale=0.519) + WhiteKernel(noise_level=10),2510.3,Continuing
13,70,1087.0,1072.263112742217,1072.263112742217,116.49829448586934,316**2 * RBF(length_scale=0.531) + WhiteKernel(noise_level=10),2510.3,Continuing
14,243,1194.0,1038.2207802276746,1038.2207802276746,90.04103400917282,316**2 * RBF(length_scale=0.555) + WhiteKernel(noise_level=10),2510.3,Continuing
15,128,1172.0,1012.1826396711515,1012.1826396711515,146.7838766949006,316**2 * RBF(length_scale=0.573) + WhiteKernel(noise_level=10),2510.3,Continuing
16,180,1182.0,946.503272747596,946.503272747596,206.14169682991255,316**2 * RBF(length_scale=0.599) + WhiteKernel(noise_level=10),2510.3,Continuing
17,290,1005.9,979.3010796030309,979.3010796030309,163.95960140390275,316**2 * RBF(length_scale=0.609) + WhiteKernel(noise_level=10),2510.3,Continuing
18,166,1091.4,929.3197139934739,929.3197139934739,189.61647615748805,316**2 * RBF(length_scale=0.629) + WhiteKernel(noise_level=10),2510.3,Continuing
19,22,1267.8,893.7680096889801,893.7680096889801,144.79464072407603,316**2 * RBF(length_scale=0.638) + WhiteKernel(noise_level=10),2510.3,Continuing
20,241,1218.8,936.2819429493625,936.2819429493625,185.89411050010156,316**2 * RBF(length_scale=0.657) + WhiteKernel(noise_level=10),2510.3,Continuing
21,268,1263.6,925.1347484532735,925.1347484532735,188.02432722480873,316**2 * RBF(length_scale=0.664) + WhiteKernel(noise_level=10),2510.3,Continuing
22,218,1169.2,1147.2443424588369,1147.2443424588369,161.26778075007098,316**2 * RBF(length_scale=0.672) + WhiteKernel(noise_level=10),2510.3,Continuing
23,196,1150.6,1106.5855770935366,1106.5855770935366,148.5835995695025,316**2 * RBF(length_scale=0.681) + WhiteKernel(noise_level=10),2510.3,Continuing
