Iteration,UCB Index,Observed UCB,Predicted UCB,Uncertainty UCB,EI Index,Observed EI,Predicted EI,Uncertainty EI,Max Yield Strength in Dataset,Stopping Reason
1,136,1199.0,4.990026596343547e-11,316.24357700987383,136,1199.0,4.990026596343547e-11,316.24357700987383,2510.3,Continuing
2,169,1250.5,1081.3971119796706,147.15449452050737,296,1681.2,1241.8335832785488,35.95691575702269,2510.3,Continuing
3,207,1019.0,1173.6028896429011,60.69464283844729,244,1081.1,1223.7028140049788,197.8750658565526,2510.3,Continuing
4,265,1680.6,1238.2868648996887,74.4354711869328,8,1683.0,920.6740034860784,209.94197303603784,2510.3,Continuing
5,256,1016.4,1208.8554516127565,143.7775589193667,124,1600.0,1443.518806631024,130.25378236127344,2510.3,Continuing
6,138,1525.0,1299.6406573759566,114.11422287986319,203,1688.1,1443.636926420931,90.74115583828755,2510.3,Continuing
7,245,1298.8,1288.127622060144,90.33860996783952,198,1061.1,883.5614654729864,272.3960682534628,2510.3,Continuing
8,215,1688.1,1261.3427736052981,66.33632264408669,215,1688.1,1286.9479764536504,140.21347340348638,2510.3,Continuing
9,123,1729.4,1251.9631974772212,136.05356827273383,216,1371.1,1542.0828759612136,70.11467685914953,2510.3,Continuing
10,263,1123.1,1449.6720058271007,108.02412856251395,291,1577.8,980.2785411794383,223.7253481929527,2510.3,Continuing
11,135,1354.2,1462.486038440038,117.56734625098917,2,1382.2,1238.9391265371255,191.18778396559955,2510.3,Continuing
12,102,1575.5,1521.409028302745,80.46155957255917,119,1736.3,1426.3887900574696,110.61994843259747,2510.3,Continuing
13,146,1722.5,1330.6084344099536,109.19495887395092,21,1860.3,1695.192102260555,46.01107845580517,2510.3,Continuing
14,305,1139.7,1552.2974482140194,95.401209836046,188,1681.2,1790.0058579726087,38.088190458591576,2510.3,Continuing
15,274,1486.2,1472.581597955747,147.57681396474175,175,1074.9,1007.8734773868373,227.06894151322237,2510.3,Continuing
16,208,1153.4,1492.133191015417,119.01927608202945,18,1592.9,1139.0420205690762,171.17335676984789,2510.3,Continuing
