Iteration,Experiment Index,Observed Yield Strength,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Yield Strength in Dataset,Stopping Reason
0,57,1235.9,,,,316**2 * RBF(length_scale=1) + WhiteKernel(noise_level=10),2510.3,Initial selection
1,11,1232.0,1427.8076619782223,175.67828599406755,313.03234399603866,316**2 * RBF(length_scale=1e+03) + WhiteKernel(noise_level=7.41),2510.3,Continuing
2,34,1730.2,1259.9786956820572,1233.8053877342072,6.543326986962483,316**2 * RBF(length_scale=24.5) + WhiteKernel(noise_level=1.34e-05),2510.3,Continuing
3,6,1605.4,1854.6647637973335,1308.167949632079,136.62420354131365,316**2 * RBF(length_scale=23.4) + WhiteKernel(noise_level=4.48e-05),2510.3,Continuing
4,21,1860.3,1884.9504239870448,1570.7667386875407,78.54592132487602,316**2 * RBF(length_scale=16.8) + WhiteKernel(noise_level=0.000184),2510.3,Continuing
5,25,1005.9,2014.5558886851893,1617.4529020659807,99.27574665480218,316**2 * RBF(length_scale=11.1) + WhiteKernel(noise_level=10),2510.3,Continuing
6,142,1340.1,1906.991561823606,1826.2710094743109,20.180138087323755,316**2 * RBF(length_scale=1.75) + WhiteKernel(noise_level=10),2510.3,Continuing
7,115,1536.5,1992.505575172319,1007.9007433616018,246.15120795267927,316**2 * RBF(length_scale=2.08) + WhiteKernel(noise_level=10),2510.3,Continuing
8,233,1088.6,1614.575259420567,617.3045631247011,249.3176740739665,316**2 * RBF(length_scale=2.23) + WhiteKernel(noise_level=10),2510.3,Continuing
9,210,1580.0,1702.968739802661,734.2671648072271,242.17539374885848,316**2 * RBF(length_scale=2.28) + WhiteKernel(noise_level=10),2510.3,Continuing
10,240,1267.1,2008.1257831083208,1385.2734195232028,155.71309089627948,316**2 * RBF(length_scale=2.23) + WhiteKernel(noise_level=10),2510.3,Continuing
11,274,1486.2,1905.72099011692,827.4442875349861,269.5691756454834,316**2 * RBF(length_scale=0.00927) + WhiteKernel(noise_level=10),2510.3,Continuing
12,0,1167.2,1264.9743080394953,0.0,316.24357700987383,316**2 * RBF(length_scale=0.001) + WhiteKernel(noise_level=10),2510.3,Continuing
13,1,1502.0,1264.9743080394953,0.0,316.24357700987383,316**2 * RBF(length_scale=0.001) + WhiteKernel(noise_level=10),2510.3,Continuing
14,2,1382.2,1264.9743080394953,0.0,316.24357700987383,316**2 * RBF(length_scale=0.001) + WhiteKernel(noise_level=10),2510.3,Continuing
15,3,1341.7,1264.9743080394953,0.0,316.24357700987383,316**2 * RBF(length_scale=0.001) + WhiteKernel(noise_level=10),2510.3,Continuing
16,4,1322.1,1264.9743080394953,0.0,316.24357700987383,316**2 * RBF(length_scale=2.82) + WhiteKernel(noise_level=10),2510.3,Continuing
17,69,1131.9,2209.016863416203,1394.2309305931337,203.6964832057672,316**2 * RBF(length_scale=2.74) + WhiteKernel(noise_level=10),2510.3,Continuing
18,37,1412.5,2048.4468008575095,1565.4610426999068,120.7464395394007,316**2 * RBF(length_scale=2.73) + WhiteKernel(noise_level=10),2510.3,Continuing
19,263,1123.1,2023.8185185939235,1024.9707606766901,249.71193947930834,316**2 * RBF(length_scale=2.77) + WhiteKernel(noise_level=10),2510.3,Continuing
20,228,1240.2,1985.0488957904013,1288.0124453093001,174.25911262027532,316**2 * RBF(length_scale=0.0019) + WhiteKernel(noise_level=10),2510.3,Continuing
21,5,1164.4,1264.9743080394953,0.0,316.24357700987383,316**2 * RBF(length_scale=0.00878) + WhiteKernel(noise_level=10),2510.3,Continuing
22,7,1306.9,1264.9743080394953,0.0,316.24357700987383,316**2 * RBF(length_scale=0.001) + WhiteKernel(noise_level=10),2510.3,Continuing
23,8,1683.0,1264.9743080394953,0.0,316.24357700987383,316**2 * RBF(length_scale=0.0097) + WhiteKernel(noise_level=10),2510.3,Continuing
24,114,1269.0,1265.4717010865577,0.4974846957939263,316.24355409769095,316**2 * RBF(length_scale=2.66) + WhiteKernel(noise_level=10),2510.3,Continuing
25,216,1371.1,2251.141975340467,1609.203476478832,160.48462471540876,316**2 * RBF(length_scale=2.63) + WhiteKernel(noise_level=10),2510.3,Continuing
26,262,1309.1,1998.2830189806577,1360.1116808402621,159.54283453509888,316**2 * RBF(length_scale=2.63) + WhiteKernel(noise_level=10),2510.3,Continuing
27,30,1194.0,1985.4761274974271,1123.1695983061509,215.57663229781906,316**2 * RBF(length_scale=2.66) + WhiteKernel(noise_level=10),2510.3,Continuing
28,178,1460.7,1961.765068169648,1558.443144995541,100.83048079352675,316**2 * RBF(length_scale=2.65) + WhiteKernel(noise_level=10),2510.3,Continuing
29,305,1139.7,1942.07771117247,1070.629671374244,217.86200994955647,316**2 * RBF(length_scale=2.67) + WhiteKernel(noise_level=10),2510.3,Continuing
30,246,1564.0,1881.5630561493758,851.7041436435388,257.46472812645925,316**2 * RBF(length_scale=2.72) + WhiteKernel(noise_level=10),2510.3,Continuing
31,146,1722.5,1924.5063058835497,1126.9729357293713,199.38334253854458,316**2 * RBF(length_scale=2.66) + WhiteKernel(noise_level=10),2510.3,Continuing
32,215,1688.1,2129.9176096744377,1346.2718880362575,195.911430409545,316**2 * RBF(length_scale=2.7) + WhiteKernel(noise_level=10),2510.3,Continuing
33,150,1846.5,2100.270410199562,1549.3833325267142,137.72176941821192,316**2 * RBF(length_scale=2.64) + WhiteKernel(noise_level=10),2510.3,Continuing
34,188,1681.2,2151.5876385431184,1787.9902876009091,90.89933773555225,316**2 * RBF(length_scale=2.65) + WhiteKernel(noise_level=10),2510.3,Continuing
35,266,1667.4,2157.6914130228965,1621.783040643097,133.97709309494988,316**2 * RBF(length_scale=2.66) + WhiteKernel(noise_level=10),2510.3,Continuing
36,119,1736.3,2029.1632842557055,1736.9182104624742,73.0612684483078,316**2 * RBF(length_scale=2.67) + WhiteKernel(noise_level=10),2510.3,Continuing
37,279,1805.2,1920.8670947544144,1764.559243716334,39.07696275952011,316**2 * RBF(length_scale=2.64) + WhiteKernel(noise_level=10),2510.3,Continuing
38,126,1391.8,1853.1490629229547,1418.447818174292,108.6753111871657,316**2 * RBF(length_scale=2.65) + WhiteKernel(noise_level=10),2510.3,Continuing
39,144,1117.3,1847.3716211176256,1148.439326520984,174.73307364916045,316**2 * RBF(length_scale=2.66) + WhiteKernel(noise_level=10),2510.3,Continuing
40,291,1577.8,1841.988734793546,1166.0375593988692,168.98779384866916,316**2 * RBF(length_scale=2.71) + WhiteKernel(noise_level=10),2510.3,Continuing
41,249,1460.7,1839.3338513322585,1398.2043899606094,110.28236534291227,316**2 * RBF(length_scale=2.73) + WhiteKernel(noise_level=10),2510.3,Continuing
42,171,1837.9,1822.9250667755568,972.3619452744415,212.6407803752788,316**2 * RBF(length_scale=2.73) + WhiteKernel(noise_level=10),2510.3,Continuing
43,201,1586.7,1911.3740530149416,1255.4812700631003,163.9731957379603,316**2 * RBF(length_scale=2.68) + WhiteKernel(noise_level=10),2510.3,Continuing
44,187,1870.6,1883.14055405624,1823.2514972703864,14.972264196463428,316**2 * RBF(length_scale=2.69) + WhiteKernel(noise_level=10),2510.3,Continuing
45,55,1463.0,1931.9524989168403,1210.972585236461,180.24497842009484,316**2 * RBF(length_scale=2.7) + WhiteKernel(noise_level=10),2510.3,Continuing
46,27,1825.8,1884.507025104936,1856.7971885185107,6.9274591466063296,316**2 * RBF(length_scale=2.66) + WhiteKernel(noise_level=10),2510.3,Continuing
47,147,1736.3,1907.8220477028415,1366.5609727575302,135.31526873632782,316**2 * RBF(length_scale=2.68) + WhiteKernel(noise_level=10),2510.3,Continuing
48,31,2487.3,1939.5308262547383,1179.695193977886,189.9589080692131,316**2 * RBF(length_scale=2.54) + WhiteKernel(noise_level=10),2510.3,Continuing
49,191,2411.5,2722.123524525678,2433.7917694859693,72.08293875992716,316**2 * RBF(length_scale=2.54) + WhiteKernel(noise_level=10),2510.3,Continuing
50,71,2501.1,2617.3899758527236,2050.13635164043,141.81340605307344,316**2 * RBF(length_scale=2.59) + WhiteKernel(noise_level=10),2510.3,Continuing
51,273,2402.3,2719.3034862508002,2182.645211740345,134.16456862761373,316**2 * RBF(length_scale=2.58) + WhiteKernel(noise_level=10),2510.3,Continuing
52,289,1571.2,2742.4603563952105,2275.9429365051847,116.6293549725065,316**2 * RBF(length_scale=2.43) + WhiteKernel(noise_level=10),2510.3,Continuing
53,99,2411.5,2502.8097383479385,2397.412304816696,26.34935838281061,316**2 * RBF(length_scale=2.41) + WhiteKernel(noise_level=10),2510.3,Continuing
54,106,2381.6,2484.792811920193,2207.2814052738177,69.37785166159381,316**2 * RBF(length_scale=2.4) + WhiteKernel(noise_level=10),2510.3,Continuing
55,292,2372.4,2521.53923543021,2317.689666869232,50.96239214024442,316**2 * RBF(length_scale=2.39) + WhiteKernel(noise_level=10),2510.3,Continuing
56,206,2331.1,2384.723409592682,2297.2886565893677,21.858688250828536,316**2 * RBF(length_scale=2.37) + WhiteKernel(noise_level=10),2510.3,Continuing
57,306,2510.3,2284.5477160269493,1996.8292548546676,71.92961529307036,316**2 * RBF(length_scale=2.25) + WhiteKernel(noise_level=10),2510.3,Max yield strength reached
