Iteration,Experiment Index,Observed Yield Strength,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Yield Strength in Dataset,Stopping Reason
0,57,1235.9,,,,316**2 * RBF(length_scale=1) + WhiteKernel(noise_level=10),2510.3,Initial selection
1,11,1232.0,332.1944579920869,175.67828599406755,313.03234399603866,316**2 * RBF(length_scale=1e+03) + WhiteKernel(noise_level=7.41),2510.3,Continuing
2,34,1730.2,1237.0770512276883,1233.8053877342072,6.543326986962483,316**2 * RBF(length_scale=24.5) + WhiteKernel(noise_level=1.34e-05),2510.3,Continuing
3,21,1860.3,1534.6444526156208,1493.6694695700655,81.94996609111038,316**2 * RBF(length_scale=15.8) + WhiteKernel(noise_level=5.89e-05),2510.3,Continuing
4,142,1340.1,1837.3940947645035,1829.9354189715323,14.917351585942523,316**2 * RBF(length_scale=1.75) + WhiteKernel(noise_level=10),2510.3,Continuing
5,244,1081.1,455.00589257960087,303.8395425328281,302.33270009354555,316**2 * RBF(length_scale=0.156) + WhiteKernel(noise_level=10),2510.3,Continuing
6,0,1167.2,158.12178850493692,0.0,316.24357700987383,316**2 * RBF(length_scale=2.12) + WhiteKernel(noise_level=10),2510.3,Continuing
7,182,1150.6,1176.3040227229135,1147.894566768837,56.81891190815318,316**2 * RBF(length_scale=2.19) + WhiteKernel(noise_level=10),2510.3,Continuing
8,217,1178.9,1173.666488021885,1146.7428655820272,53.84724487971566,316**2 * RBF(length_scale=2.26) + WhiteKernel(noise_level=10),2510.3,Continuing
9,152,1163.0,1175.2619163282184,1168.0432485096067,14.437335637223459,316**2 * RBF(length_scale=2.26) + WhiteKernel(noise_level=2.85e-05),2510.3,Continuing
10,168,1258.8,1174.6101230131112,1161.880825749431,25.45859452736018,316**2 * RBF(length_scale=2.08) + WhiteKernel(noise_level=10),2510.3,Continuing
11,81,1280.8,1421.2084382766704,1360.064331252444,122.28821404845294,316**2 * RBF(length_scale=2.01) + WhiteKernel(noise_level=10),2510.3,Continuing
12,180,1182.0,1376.8591005902495,1350.5615995450607,52.59500209037751,316**2 * RBF(length_scale=1.8) + WhiteKernel(noise_level=10),2510.3,Continuing
13,243,1194.0,1401.6055870319813,1384.0770680001062,35.05703806374998,316**2 * RBF(length_scale=1.28) + WhiteKernel(noise_level=10),2510.3,Continuing
14,23,1207.8,1324.0795881196973,1296.6071176628539,54.94494091368689,316**2 * RBF(length_scale=1.19) + WhiteKernel(noise_level=10),2510.3,Continuing
15,164,1282.2,1283.8191569217108,1262.418322843063,42.801668157295964,316**2 * RBF(length_scale=1.22) + WhiteKernel(noise_level=10),2510.3,Continuing
16,242,1305.4,1280.2181029220521,1265.6956587133145,29.044888417475196,316**2 * RBF(length_scale=1.23) + WhiteKernel(noise_level=10),2510.3,Continuing
17,137,1308.0,1295.0631091563125,1250.7282871266884,88.669644059248,316**2 * RBF(length_scale=1.26) + WhiteKernel(noise_level=10),2510.3,Continuing
18,58,1276.5,1311.317342962269,1294.0211661716571,34.59235358122415,316**2 * RBF(length_scale=1.26) + WhiteKernel(noise_level=10),2510.3,Continuing
19,131,1391.2,1296.470838032413,1279.2138793989106,34.51391726700482,316**2 * RBF(length_scale=1.19) + WhiteKernel(noise_level=10),2510.3,Continuing
20,284,1348.6,1395.7147943158213,1392.0129012733778,7.403786084887275,316**2 * RBF(length_scale=0.933) + WhiteKernel(noise_level=10),2510.3,Continuing
21,88,1294.9,1323.4256717153569,1310.5810592625996,25.68922490551428,316**2 * RBF(length_scale=0.932) + WhiteKernel(noise_level=10),2510.3,Continuing
22,95,1277.7,1297.9311395296484,1292.9952711159422,9.87173682741234,316**2 * RBF(length_scale=0.923) + WhiteKernel(noise_level=10),2510.3,Continuing
23,133,1312.0,1274.9232289679119,1270.6341869678508,8.57808400012207,316**2 * RBF(length_scale=0.925) + WhiteKernel(noise_level=10),2510.3,Continuing
24,307,1344.0,1301.7328989610053,1298.4796107703733,6.506576381264139,316**2 * RBF(length_scale=0.572) + WhiteKernel(noise_level=10),2510.3,Continuing
25,211,1243.0,1325.9421839100644,1298.0497027222102,55.784962375708254,316**2 * RBF(length_scale=0.584) + WhiteKernel(noise_level=10),2510.3,Continuing
26,42,1350.3,1316.1917996770628,1307.1130150179815,18.157569318162555,316**2 * RBF(length_scale=0.567) + WhiteKernel(noise_level=10),2510.3,Continuing
27,72,1317.0,1325.9176175009493,1321.1652963363886,9.504642329121662,316**2 * RBF(length_scale=0.579) + WhiteKernel(noise_level=10),2510.3,Continuing
28,145,1285.0,1306.498597949966,1303.0618649715034,6.873465956925615,316**2 * RBF(length_scale=0.541) + WhiteKernel(noise_level=10),2510.3,Continuing
29,286,1297.5,1302.9758059956919,1297.845367885702,10.260876219979872,316**2 * RBF(length_scale=0.547) + WhiteKernel(noise_level=10),2510.3,Continuing
30,255,1280.2,1293.144478528982,1273.7012520071403,38.88645304368339,316**2 * RBF(length_scale=0.553) + WhiteKernel(noise_level=10),2510.3,Continuing
31,195,1296.0,1278.6107827103772,1275.8564923791855,5.508580662383389,316**2 * RBF(length_scale=0.565) + WhiteKernel(noise_level=10),2510.3,Continuing
32,258,1224.7,1201.302975417407,1157.7735879083975,87.05877501801899,316**2 * RBF(length_scale=0.573) + WhiteKernel(noise_level=10),2510.3,Continuing
33,85,1175.4,1219.735038395082,1177.1680089472645,85.13405889563506,316**2 * RBF(length_scale=0.578) + WhiteKernel(noise_level=10),2510.3,Continuing
34,66,1157.5,1208.9120878849453,1163.4569102222085,90.91035532547369,316**2 * RBF(length_scale=0.585) + WhiteKernel(noise_level=10),2510.3,Continuing
35,60,1340.8,1197.134483065783,1156.3722354211168,81.52449528933224,316**2 * RBF(length_scale=0.57) + WhiteKernel(noise_level=10),2510.3,Continuing
36,17,1188.6,1133.3378198020414,1084.159639741968,98.35636012014669,316**2 * RBF(length_scale=0.58) + WhiteKernel(noise_level=10),2510.3,Continuing
37,70,1087.0,1106.222392297635,1058.5054398474936,95.433904900283,316**2 * RBF(length_scale=0.587) + WhiteKernel(noise_level=10),2510.3,Continuing
38,128,1172.0,1108.9160350848624,1041.2637988777697,135.3044724141856,316**2 * RBF(length_scale=0.598) + WhiteKernel(noise_level=10),2510.3,Continuing
39,290,1005.9,1045.1128704189757,962.9187998081676,164.38814122161645,316**2 * RBF(length_scale=0.604) + WhiteKernel(noise_level=10),2510.3,Continuing
40,56,1357.9,1019.5297696067759,902.4812105310484,234.0971181514548,316**2 * RBF(length_scale=0.621) + WhiteKernel(noise_level=10),2510.3,Continuing
41,295,1276.7,1353.3262777989705,1338.580395452375,29.491764693191193,316**2 * RBF(length_scale=0.605) + WhiteKernel(noise_level=10),2510.3,Continuing
42,114,1269.0,1249.3856164168017,1237.9018270491983,22.967578735206484,316**2 * RBF(length_scale=0.607) + WhiteKernel(noise_level=10),2510.3,Continuing
43,7,1306.9,1235.7342084755617,1230.0745524722665,11.319312006590357,316**2 * RBF(length_scale=0.491) + WhiteKernel(noise_level=10),2510.3,Continuing
44,104,1032.1,993.3353821100474,922.0526950234755,142.5653741731437,316**2 * RBF(length_scale=0.494) + WhiteKernel(noise_level=10),2510.3,Continuing
45,129,1173.8,907.833821923046,847.7898272945488,120.08798925699448,316**2 * RBF(length_scale=0.485) + WhiteKernel(noise_level=10),2510.3,Continuing
46,303,1221.6,1028.0526961837568,968.9241375467072,118.25711727409913,316**2 * RBF(length_scale=0.492) + WhiteKernel(noise_level=10),2510.3,Continuing
47,166,1091.4,858.2832507240465,739.3897161652189,237.78706911765514,316**2 * RBF(length_scale=0.499) + WhiteKernel(noise_level=10),2510.3,Continuing
48,22,1267.8,833.4453075669136,734.4769815194472,197.93665209493278,316**2 * RBF(length_scale=0.501) + WhiteKernel(noise_level=10),2510.3,Continuing
49,241,1218.8,852.1805664918131,733.7333155394141,236.89450190479815,316**2 * RBF(length_scale=0.51) + WhiteKernel(noise_level=10),2510.3,Continuing
50,268,1263.6,924.5439624419226,804.2450988836387,240.59772711656802,316**2 * RBF(length_scale=0.371) + WhiteKernel(noise_level=0.000292),2510.3,Continuing
51,218,1169.2,776.9053055665343,637.7304916716189,278.3496277898308,316**2 * RBF(length_scale=0.523) + WhiteKernel(noise_level=10),2510.3,Continuing
52,196,1150.6,1074.65147350923,977.0667682162778,195.16941058590444,316**2 * RBF(length_scale=0.528) + WhiteKernel(noise_level=10),2510.3,Continuing
53,271,1061.7,1006.1973805319244,895.3366682718076,221.7214245202335,316**2 * RBF(length_scale=0.532) + WhiteKernel(noise_level=10),2510.3,Continuing
54,247,1036.9,1063.4578401532672,1022.1095010106266,82.69667828528135,316**2 * RBF(length_scale=0.535) + WhiteKernel(noise_level=10),2510.3,Continuing
55,116,1010.8,1019.7026690950887,931.3642459923238,176.67684620552978,316**2 * RBF(length_scale=0.538) + WhiteKernel(noise_level=10),2510.3,Continuing
56,140,1521.3,828.225901365119,722.7916376624771,210.86852740528357,316**2 * RBF(length_scale=0.56) + WhiteKernel(noise_level=10),2510.3,Continuing
