Iteration,UCB Index,Observed UCB,Predicted UCB,Uncertainty UCB,EI Index,Observed EI,Predicted EI,Uncertainty EI,Max Yield Strength in Dataset,Stopping Reason
1,131,1391.2,1271.581593192679,61.09947819525102,286,1297.5,1255.6179673686654,78.32828641423498,2510.3,Continuing
2,284,1348.6,1361.4687485060197,56.12065456275385,169,1250.5,1296.5669774530395,9.279147933346483,2510.3,Continuing
3,133,1312.0,1336.4867671733061,45.85213937445534,138,1525.0,1289.9655874681077,34.92358296502418,2510.3,Continuing
4,95,1277.7,1350.0401072616023,31.281984140090447,265,1680.6,1450.8744257600483,92.15169566114149,2510.3,Continuing
5,88,1294.9,1303.6380703870839,31.50076963979549,296,1681.2,1456.9151117765455,130.81275084018245,2510.3,Continuing
6,42,1350.3,1306.5691708793465,21.24510919283544,244,1081.1,1633.7604511386821,55.30595677339375,2510.3,Continuing
7,145,1285.0,1315.528251287864,11.264817650403893,215,1688.1,1674.1619743865563,137.61470113817248,2510.3,Continuing
8,72,1317.0,1321.9816253438762,8.669932788032586,8,1683.0,1664.6397633680936,124.48140189318555,2510.3,Continuing
9,307,1344.0,1287.4307319777013,11.634270186994685,57,1235.9,1639.8597722917832,63.227592503538396,2510.3,Continuing
10,58,1276.5,1265.2252997267033,24.0598629679915,245,1298.8,1467.9832939786438,175.54604739058672,2510.3,Continuing
11,242,1305.4,71.08979999658588,313.98621957606986,291,1577.8,1458.4547062235015,146.94361405144292,2510.3,Continuing
12,81,1280.8,1256.2760033026402,67.70432757045185,21,1860.3,1555.7022566480227,76.52121579139809,2510.3,Continuing
13,255,1280.2,1144.1141831229822,96.7899674626876,146,1722.5,1842.5404735006684,42.61697521989882,2510.3,Continuing
14,140,1521.3,111.44434332254318,314.4544226702221,198,1061.1,1545.9600470444157,132.35215400802545,2510.3,Continuing
15,180,1182.0,0.5310563517955562,316.2435198623065,175,1074.9,1331.3487612413035,191.6047406727015,2510.3,Continuing
16,66,1157.5,415.25645620274724,296.0669476933678,150,1846.5,1784.8242903927858,28.223775030924386,2510.3,Continuing
