Iteration,Experiment Index,Observed Yield Strength,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Yield Strength in Dataset,Stopping Reason
0,195,1296.0,,,,316**2 * RBF(length_scale=1) + WhiteKernel(noise_level=10),2510.3,Initial selection
1,255,1280.2,1809.745428771404,892.9017803369287,229.2109121086188,316**2 * RBF(length_scale=18.1) + WhiteKernel(noise_level=10),2510.3,Continuing
2,34,1730.2,1768.2244170383615,823.2753214132415,236.23727390628,316**2 * RBF(length_scale=21.2) + WhiteKernel(noise_level=10),2510.3,Continuing
3,6,1605.4,1795.989329589905,1236.3576286762595,139.9079252284114,316**2 * RBF(length_scale=19.9) + WhiteKernel(noise_level=10),2510.3,Continuing
4,296,1681.2,1811.6830860842642,1177.5276902889473,158.53884894882927,316**2 * RBF(length_scale=19) + WhiteKernel(noise_level=10),2510.3,Continuing
5,21,1860.3,1874.7507553586133,1547.743506675119,81.75181217087358,316**2 * RBF(length_scale=14.5) + WhiteKernel(noise_level=10),2510.3,Continuing
6,142,1340.1,1876.7411283522492,1823.4216417991915,13.329871638264425,316**2 * RBF(length_scale=1.51) + WhiteKernel(noise_level=10),2510.3,Continuing
7,115,1536.5,1926.8532384212458,857.3901049876719,267.3657833583935,316**2 * RBF(length_scale=1.92) + WhiteKernel(noise_level=10),2510.3,Continuing
8,272,1555.8,1817.2868227469398,1048.7136242643248,192.14329962065372,316**2 * RBF(length_scale=1.98) + WhiteKernel(noise_level=0.0614),2510.3,Continuing
9,97,1420.0,1839.9440777246637,1330.5267375939477,127.354335032679,316**2 * RBF(length_scale=2.13) + WhiteKernel(noise_level=0.069),2510.3,Continuing
10,39,1071.4,1811.7241958626955,801.4632063849054,252.56524736944752,316**2 * RBF(length_scale=2.29) + WhiteKernel(noise_level=10),2510.3,Continuing
11,221,1506.8,1765.427672547457,1437.5194082820183,81.97706606635965,316**2 * RBF(length_scale=2.31) + WhiteKernel(noise_level=10),2510.3,Continuing
12,176,1026.6,1750.3939843179605,780.8432301496617,242.3876885420747,316**2 * RBF(length_scale=2.4) + WhiteKernel(noise_level=0.0928),2510.3,Continuing
13,59,1145.8,1738.921005971866,857.1578504021737,220.44078889242306,316**2 * RBF(length_scale=2.49) + WhiteKernel(noise_level=10),2510.3,Continuing
14,132,1478.4,1742.6009824372431,1034.2277378454457,177.09331114794935,316**2 * RBF(length_scale=2.5) + WhiteKernel(noise_level=10),2510.3,Continuing
15,171,1837.9,1801.7518550119526,951.4771243358833,212.56868266901728,316**2 * RBF(length_scale=2.37) + WhiteKernel(noise_level=10),2510.3,Continuing
16,187,1870.6,1896.232619897655,1825.8730339142219,17.589896495858273,316**2 * RBF(length_scale=2.34) + WhiteKernel(noise_level=10),2510.3,Continuing
17,27,1825.8,1896.1497874771985,1866.0625395653074,7.5218119779727655,316**2 * RBF(length_scale=2.1) + WhiteKernel(noise_level=10),2510.3,Continuing
18,123,1729.4,1915.226940291126,996.6424384143265,229.64612546919986,316**2 * RBF(length_scale=2.12) + WhiteKernel(noise_level=10),2510.3,Continuing
19,147,1736.3,2041.1805369450017,1182.0644690216977,214.77901698082601,316**2 * RBF(length_scale=2.23) + WhiteKernel(noise_level=10),2510.3,Continuing
20,93,1755.2,2112.564749477093,1560.152426970937,138.10308062653897,316**2 * RBF(length_scale=2.22) + WhiteKernel(noise_level=10),2510.3,Continuing
21,288,1768.0,2066.5903435425726,1466.9281355591743,149.91555199584963,316**2 * RBF(length_scale=2.22) + WhiteKernel(noise_level=10),2510.3,Continuing
22,40,2157.3,2160.954399378369,1260.5133719972725,225.1102568452741,316**2 * RBF(length_scale=2.21) + WhiteKernel(noise_level=10),2510.3,Continuing
23,309,1212.0,2202.8776068335355,1250.2675555658855,238.15251281691246,316**2 * RBF(length_scale=2.21) + WhiteKernel(noise_level=10),2510.3,Continuing
24,212,2249.6,2166.7302574215914,1270.1885880254486,224.13541734903572,316**2 * RBF(length_scale=2.18) + WhiteKernel(noise_level=10),2510.3,Continuing
25,191,2411.5,2507.1681098666695,2055.084000734452,113.02102728305437,316**2 * RBF(length_scale=2.17) + WhiteKernel(noise_level=10),2510.3,Continuing
26,206,2331.1,2628.159209657033,2196.574739188173,107.89611761721495,316**2 * RBF(length_scale=2.16) + WhiteKernel(noise_level=10),2510.3,Continuing
27,106,2381.6,2572.4520289220695,1793.1957328981798,194.81407400597243,316**2 * RBF(length_scale=2.19) + WhiteKernel(noise_level=10),2510.3,Continuing
28,273,2402.3,2650.588198873119,2299.2725427889463,87.8289140210431,316**2 * RBF(length_scale=2.23) + WhiteKernel(noise_level=10),2510.3,Continuing
29,71,2501.1,2530.509362323377,2084.580954835159,111.48210187205449,316**2 * RBF(length_scale=2.27) + WhiteKernel(noise_level=10),2510.3,Continuing
30,306,2510.3,2598.1487684619447,2145.1219998346014,113.25669215683578,316**2 * RBF(length_scale=2.21) + WhiteKernel(noise_level=10),2510.3,Max yield strength reached
