Iteration,Experiment Index,Observed Yield Strength,UCB Score,Mean Prediction,Standard Deviation,Max Yield Strength in Dataset,Stopping Reason
0,107,1309.1,,,,2510.3,Initial selection
1,87,1393.5,1058.287162888927,897.0709493475555,23.030887648767354,2510.3,Continuing
2,78,1580.1,1398.6508867667685,1393.0529702408214,0.7997023608495705,2510.3,Continuing
3,264,1288.4,221.359436211871,8.448754129187313e-11,31.62277660168379,2510.3,Continuing
4,154,1123.1,221.3594362118675,8.097174371699806e-11,31.62277660168379,2510.3,Continuing
5,300,1164.4,221.35943621190845,1.2192170138369085e-10,31.62277660168379,2510.3,Continuing
6,261,1287.3,221.37740456570796,0.017968380277551845,31.62277659791863,2510.3,Continuing
7,5,1164.4,646.6252231289465,447.0004481141555,28.517825002112996,2510.3,Continuing
8,198,1061.1,405.0151871866667,189.62200972275002,30.770453923416664,2510.3,Continuing
9,43,1026.6,280.56618626248047,59.55172997754849,31.573493754990285,2510.3,Continuing
10,130,1109.3,1037.960078423342,957.8191944549159,11.448697709775166,2510.3,Continuing
11,233,1088.6,986.0911610807667,843.1442658684643,20.420985030328907,2510.3,Continuing
12,184,1012.8,415.3692571806384,207.60387629971714,29.680768697274463,2510.3,Continuing
13,91,1136.8,282.2689996902944,61.180604350315924,31.584056477139775,2510.3,Continuing
14,159,2356.4,290.3346237499039,70.72966392643067,31.37213711763903,2510.3,Continuing
15,194,1233.3,1480.9379087496147,1297.6781770565617,26.17996167043614,2510.3,Continuing
16,73,2381.6,524.4197183212488,304.9823560317189,31.34819461278998,2510.3,Continuing
17,292,2372.4,1746.8364961101001,1591.8518673591486,22.140661250135913,2510.3,Continuing
18,206,2331.1,1779.293100312391,1625.9054039186335,21.912528056251077,2510.3,Continuing
19,99,2411.5,2038.8213553354517,1909.4084039847119,18.48756447867711,2510.3,Continuing
20,31,2487.3,1332.3685647905738,1158.134435181858,24.890589944102256,2510.3,Continuing
21,191,2411.5,1434.569433892137,1253.0064009218577,25.937576138611337,2510.3,Continuing
22,71,2501.1,1412.7860639462917,1248.6446127400222,23.448778743752772,2510.3,Continuing
23,212,2249.6,977.3193836386595,779.334914667143,28.283495567359484,2510.3,Continuing
24,289,1571.2,1007.2891372728876,803.2943526781085,29.142112084968456,2510.3,Continuing
25,273,2402.3,765.9164313580236,552.3380009373077,30.511204345816566,2510.3,Continuing
26,106,2381.6,1276.7800133629835,1079.0045699933269,28.25363476709381,2510.3,Continuing
27,306,2510.3,696.8910029696102,483.6084479793607,30.4689364271785,2510.3,Max yield strength reached
