Iteration,UCB Index,Observed UCB,Predicted UCB,Uncertainty UCB,EI Index,Observed EI,Predicted EI,Uncertainty EI,Max Yield Strength in Dataset,Stopping Reason
1,57,1235.9,1.6840115221661302e-12,316.24357700987383,57,1235.9,1.6840115221661302e-12,316.24357700987383,2510.3,Continuing
2,216,1371.1,1247.3689130132743,212.39889194750336,216,1371.1,1247.3689130132743,212.39889194750336,2510.3,Continuing
3,102,1575.5,1325.7421537945104,72.99268904123143,263,1123.1,1185.211005092736,212.43115071049272,2510.3,Continuing
4,30,1194.0,1378.3715559380407,127.24848530693887,193,1784.5,910.0835280280663,266.9623682216411,2510.3,Continuing
5,8,1683.0,1368.3305207165702,126.1942436761305,21,1860.3,1780.5776503672057,37.8678019682695,2510.3,Continuing
6,203,1688.1,1385.8468206187779,141.56091353704772,146,1722.5,1811.6579292793058,61.26995333399761,2510.3,Continuing
7,124,1600.0,1541.0502213163777,98.4573869079708,274,1486.2,1505.4079786150917,133.67672215477248,2510.3,Continuing
8,136,1199.0,1188.3000589752687,80.95046340746164,245,1298.8,1104.2861512238533,232.94944894309745,2510.3,Continuing
9,11,1232.0,954.4933498654572,202.8851411410833,291,1577.8,1747.839404368911,37.072136970114045,2510.3,Continuing
10,244,1081.1,1017.8920025443493,116.4796208941201,150,1846.5,1815.4863819057023,22.946684693459762,2510.3,Continuing
11,6,1605.4,1066.6751345234825,265.46005741709547,167,1731.7,1509.187893282634,149.92871149762985,2510.3,Continuing
12,306,2510.3,1551.9975922672138,101.8255552655419,198,1061.1,1539.9589023647782,138.08827047041848,2510.3,Max yield strength reached
