Iteration,Experiment Index,Observed Yield Strength,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Yield Strength in Dataset,Stopping Reason
0,234,1212.6,,,,316**2 * RBF(length_scale=1) + WhiteKernel(noise_level=10),2510.3,Initial selection
1,143,1216.8,1238.5668459751191,1190.6804876563328,59.85794789848285,316**2 * RBF(length_scale=1e+03) + WhiteKernel(noise_level=8.82),2510.3,Continuing
2,34,1730.2,1219.510774359033,1214.4903620176078,6.275515426781216,316**2 * RBF(length_scale=20.1) + WhiteKernel(noise_level=2.86),2510.3,Continuing
3,21,1860.3,1494.9716613067758,1430.8890362983054,80.1032812605878,316**2 * RBF(length_scale=12.4) + WhiteKernel(noise_level=4.71),2510.3,Continuing
4,142,1340.1,1824.0553676103066,1808.373341600658,19.602532512060762,316**2 * RBF(length_scale=1.41) + WhiteKernel(noise_level=6.8e-06),2510.3,Continuing
5,28,1230.6,1242.958462285408,1200.2373970640215,53.401331526733024,316**2 * RBF(length_scale=1.5) + WhiteKernel(noise_level=6.8e-06),2510.3,Continuing
6,161,1167.2,1247.3194374256498,1210.3852835974928,46.16769228519602,316**2 * RBF(length_scale=1.48) + WhiteKernel(noise_level=6.8e-06),2510.3,Continuing
7,125,1272.6,1275.792725023066,1222.0265592082808,67.20770726848154,316**2 * RBF(length_scale=1.6) + WhiteKernel(noise_level=6.8e-06),2510.3,Continuing
8,297,1404.2,1273.9257643026654,1228.058657077338,57.333884031659096,316**2 * RBF(length_scale=1.61) + WhiteKernel(noise_level=10),2510.3,Continuing
9,253,1414.5,1528.4382936322127,1461.17476063347,84.07941624842837,316**2 * RBF(length_scale=1.59) + WhiteKernel(noise_level=10),2510.3,Continuing
10,221,1506.8,1417.3008993135486,1368.4465478189286,61.06793936827497,316**2 * RBF(length_scale=1.59) + WhiteKernel(noise_level=10),2510.3,Continuing
11,230,1475.8,1441.095780370065,1391.0761389387262,62.52455178917368,316**2 * RBF(length_scale=1.54) + WhiteKernel(noise_level=10),2510.3,Continuing
12,272,1555.8,1494.2286035446884,1430.0132863934277,80.269146439076,316**2 * RBF(length_scale=1.73) + WhiteKernel(noise_level=10),2510.3,Continuing
13,51,1462.7,1504.8162980402392,1466.1448105677391,48.3393593406251,316**2 * RBF(length_scale=1.76) + WhiteKernel(noise_level=10),2510.3,Continuing
14,163,1383.5,1388.5299883587375,1377.567021918551,13.703708050233072,316**2 * RBF(length_scale=1.81) + WhiteKernel(noise_level=10),2510.3,Continuing
15,310,1390.4,1355.227649941174,1339.4080015349446,19.77456050778678,316**2 * RBF(length_scale=1.8) + WhiteKernel(noise_level=10),2510.3,Continuing
16,48,1451.7,1401.2782951365118,1379.5637691549723,27.143157476924358,316**2 * RBF(length_scale=1.8) + WhiteKernel(noise_level=10),2510.3,Continuing
17,109,1437.3,1378.9705187907625,1370.8041399453027,10.20797355682479,316**2 * RBF(length_scale=1.26) + WhiteKernel(noise_level=10),2510.3,Continuing
18,97,1420.0,1488.1401328429247,1446.7137450614919,51.782984726790964,316**2 * RBF(length_scale=1.25) + WhiteKernel(noise_level=10),2510.3,Continuing
19,241,1218.8,1391.9028986275869,1340.8276540775787,63.84405568751013,316**2 * RBF(length_scale=1.19) + WhiteKernel(noise_level=10),2510.3,Continuing
20,149,1304.3,1344.1023157942716,1315.7371021801946,35.45651701759619,316**2 * RBF(length_scale=1.2) + WhiteKernel(noise_level=10),2510.3,Continuing
21,294,1390.4,1327.6927167349616,1315.7190234922655,14.967116553370055,316**2 * RBF(length_scale=1.04) + WhiteKernel(noise_level=10),2510.3,Continuing
22,254,1324.3,1347.444804220431,1327.8883918504107,24.44551546252542,316**2 * RBF(length_scale=1.05) + WhiteKernel(noise_level=10),2510.3,Continuing
23,190,1243.6,1297.3881367915174,1278.8236264380648,23.20563794181553,316**2 * RBF(length_scale=1.06) + WhiteKernel(noise_level=10),2510.3,Continuing
24,209,1309.8,1288.5683635989444,1277.9356954706054,13.290835160423747,316**2 * RBF(length_scale=1.02) + WhiteKernel(noise_level=10),2510.3,Continuing
25,271,1061.7,1295.5228083402808,1187.1833965249687,135.42426476914025,316**2 * RBF(length_scale=1) + WhiteKernel(noise_level=10),2510.3,Continuing
26,29,1254.0,1287.047845064839,1276.5901571205686,13.072109930338149,316**2 * RBF(length_scale=0.97) + WhiteKernel(noise_level=10),2510.3,Continuing
27,153,1194.0,1205.3254955353632,1171.6086309621628,42.1460807165006,316**2 * RBF(length_scale=0.982) + WhiteKernel(noise_level=10),2510.3,Continuing
