Iteration,Experiment Index,Observed Yield Strength,UCB Score,Mean Prediction,Standard Deviation,Max Yield Strength in Dataset,Stopping Reason
0,107,1309.1,,,,2510.3,Initial selection
1,87,1393.5,1127.379825835229,897.0709493475555,23.030887648767354,2510.3,Continuing
2,154,1123.1,1402.9012239617527,1300.1934957038927,10.270772825786015,2510.3,Continuing
3,78,1580.1,1401.516474411464,1395.4751741914013,0.604130022006276,2510.3,Continuing
4,300,1164.4,316.22776601695983,1.2192169416092586e-10,31.62277660168379,2510.3,Continuing
5,261,1287.3,316.2457343579423,0.017968378755998566,31.62277659791863,2510.3,Continuing
6,5,1164.4,316.26290417779984,0.035138278772370954,31.622776589902745,2510.3,Continuing
7,198,1061.1,453.3555436572392,141.24613085259054,31.210941280464862,2510.3,Continuing
8,264,1288.4,438.47424817026285,123.67081239906574,31.48034357711971,2510.3,Continuing
9,43,1026.6,375.28666816983826,59.551730631978366,31.57349375378599,2510.3,Continuing
10,130,1109.3,1072.3061707443724,957.8191890412097,11.448698170316257,2510.3,Continuing
11,233,1088.6,1047.354116250676,843.1442659782804,20.420985027239574,2510.3,Continuing
12,184,1012.8,504.41155828982886,207.60387039556082,29.680768789426807,2510.3,Continuing
13,91,1136.8,377.0211695593023,61.18060479398754,31.584056476531476,2510.3,Continuing
14,39,1071.4,384.54290108090424,68.60343251657616,31.593946856432808,2510.3,Continuing
15,159,2356.4,396.8189600629188,84.06123755629253,31.275772250662623,2510.3,Continuing
16,194,1233.3,1602.422354791919,1345.2651418461028,25.71572129458162,2510.3,Continuing
17,73,2381.6,650.8745171025156,338.02959980353796,31.284491729897766,2510.3,Continuing
18,292,2372.4,1828.089247452796,1610.5568736403754,21.753237381242037,2510.3,Continuing
19,206,2331.1,1854.1210426659266,1638.5572082542838,21.556383441164275,2510.3,Continuing
20,99,2411.5,2113.572390057632,1932.7009592003394,18.08714308572928,2510.3,Continuing
21,31,2487.3,1430.2761252866692,1184.2558378266574,24.602028746001185,2510.3,Continuing
22,191,2411.5,1536.5140438208532,1279.977886813695,25.653615700715832,2510.3,Continuing
23,71,2501.1,1504.5071354366435,1273.179078943083,23.132805649356055,2510.3,Continuing
24,212,2249.6,1080.375389932994,799.52814984348,28.084724008951408,2510.3,Continuing
25,289,1571.2,1117.5567898119798,827.6529850000312,28.990380481194855,2510.3,Continuing
26,273,2402.3,875.2932055841488,570.9552936648823,30.43379119192665,2510.3,Continuing
27,106,2381.6,1383.2029918104254,1102.1146549426182,28.108833686780716,2510.3,Continuing
28,306,2510.3,804.7567237342089,500.91743262972886,30.38392911044801,2510.3,Max yield strength reached
