Iteration,UCB Index,Observed UCB,Predicted UCB,Uncertainty UCB,EI Index,Observed EI,Predicted EI,Uncertainty EI,Max Yield Strength in Dataset,Stopping Reason
1,57,1235.9,1.6840115221661302e-12,316.24357700987383,57,1235.9,1.6840115221661302e-12,316.24357700987383,2510.3,Continuing
2,216,1371.1,1247.3689130132743,212.39889194750336,216,1371.1,1247.3689130132743,212.39889194750336,2510.3,Continuing
3,263,1123.1,1185.211005092736,212.43115071049272,263,1123.1,1185.211005092736,212.43115071049272,2510.3,Continuing
4,193,1784.5,910.0835280280663,266.9623682216411,193,1784.5,910.0835280280663,266.9623682216411,2510.3,Continuing
5,2,1382.2,1533.3270607806803,150.7014914576635,21,1860.3,1780.5776503672057,37.8678019682695,2510.3,Continuing
6,291,1577.8,1726.959157224389,80.43971362349498,146,1722.5,1811.6579292793058,61.26995333399761,2510.3,Continuing
7,84,1278.2,1639.7737377747144,116.14255199622907,274,1486.2,1505.4079786150917,133.67672215477248,2510.3,Continuing
8,285,1812.1,1834.6003038747997,32.86792518730454,245,1298.8,1104.2861512238533,232.94944894309745,2510.3,Continuing
9,167,1731.7,1414.5827114735032,166.74389996843394,305,1139.7,1528.540293194982,95.80669671734465,2510.3,Continuing
10,246,1564.0,1814.0159451859618,34.385393180911976,39,1071.4,1428.6260098092143,148.90975124036916,2510.3,Continuing
11,266,1667.4,1857.692879022871,84.7339865827904,150,1846.5,1793.3927135656188,23.815178669976582,2510.3,Continuing
12,51,1462.7,1441.150329890766,183.04648547204846,188,1681.2,1809.1973725545977,22.196704117821486,2510.3,Continuing
13,126,1391.8,1700.1383359915046,68.4652407924345,119,1736.3,1863.4721552900353,18.429471846456764,2510.3,Continuing
14,46,1798.3,1821.4657263817453,20.594707632165356,24,1383.7,1661.324852241396,164.53874610420206,2510.3,Continuing
15,108,1164.4,1397.232426948971,159.36054484083502,136,1199.0,1187.8016001947567,198.75343829709044,2510.3,Continuing
16,142,1340.1,1824.1008380638555,16.141786100560385,231,1547.3,1345.4655555413683,154.2199946637896,2510.3,Continuing
17,54,1429.7,1414.4520176204846,221.70558209886738,47,1228.9,827.4830457435111,277.2689550589097,2510.3,Continuing
18,279,1805.2,1767.2891205023225,52.41429965327849,220,1373.9,770.0125211694519,264.50855308669713,2510.3,Continuing
19,221,1506.8,1217.3127432116557,220.23031920760894,69,1131.9,1149.4651659987496,185.55368588932132,2510.3,Continuing
20,22,1267.8,1189.522390365029,228.28658796662307,8,1683.0,1116.9341389799833,183.04378613569645,2510.3,Continuing
21,67,1438.6,1225.4376115107436,191.66438028596986,124,1600.0,1256.609808401228,199.800251557452,2510.3,Continuing
22,155,1344.4,1104.2801026693894,236.75599912248998,203,1688.1,1450.4640397110816,149.36326888956535,2510.3,Continuing
23,49,1550.3,1309.3408266635035,161.77004227778372,184,1012.8,1081.0784193904394,195.67007232910316,2510.3,Continuing
24,93,1755.2,1107.858109484714,222.84139843540422,219,1804.2,1157.2586128346284,162.60435694385555,2510.3,Continuing
25,157,1779.7,1415.0088816311727,143.793181177265,213,1405.6,1588.830023550454,118.15768662213868,2510.3,Continuing
26,288,1768.0,1616.9011382389156,104.5935678044256,6,1605.4,1482.9175262832198,147.15583077329435,2510.3,Continuing
27,185,1998.6,935.6995819837202,268.4968510304964,238,1188.5,1315.5553604646195,178.18003101879233,2510.3,Continuing
28,34,1730.2,1861.2474584401327,105.10022665399444,276,1629.9,1608.9058414935103,77.00125420075611,2510.3,Continuing
29,204,2005.5,1781.8975397649979,97.31839928263662,102,1575.5,1382.1069466597746,108.59156187187845,2510.3,Continuing
30,280,1730.2,1813.9666989907664,109.08845804570386,123,1729.4,499.66754193695425,299.1421182006355,2510.3,Continuing
