Iteration,Experiment Index,Observed Yield Strength,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Yield Strength in Dataset,Stopping Reason
0,215,1688.1,,,,316**2 * RBF(length_scale=1) + WhiteKernel(noise_level=10),2510.3,Initial selection
1,33,1819.0,512.1706540332754,420.2850022932534,306.28550580007317,316**2 * RBF(length_scale=5.29) + WhiteKernel(noise_level=10),2510.3,Continuing
2,158,1688.1,1820.2277070331268,1813.2713381893514,23.187896145917733,316**2 * RBF(length_scale=2.24) + WhiteKernel(noise_level=10),2510.3,Continuing
3,188,1681.2,1731.6918144570132,1702.7794295073618,96.37461649883794,316**2 * RBF(length_scale=2.3) + WhiteKernel(noise_level=10),2510.3,Continuing
4,46,1798.3,1715.753194380347,1686.2279281135552,98.41755422263918,316**2 * RBF(length_scale=2.49) + WhiteKernel(noise_level=0.00722),2510.3,Continuing
5,266,1667.4,1813.520495323652,1802.3723375341624,37.160525964965565,316**2 * RBF(length_scale=1.96) + WhiteKernel(noise_level=10),2510.3,Continuing
6,193,1784.5,1727.1094616674031,1699.0773787091546,93.44027652749521,316**2 * RBF(length_scale=1.99) + WhiteKernel(noise_level=10),2510.3,Continuing
7,150,1846.5,1737.9925333135009,1695.9862116293698,140.0210722804373,316**2 * RBF(length_scale=2.02) + WhiteKernel(noise_level=10),2510.3,Continuing
8,119,1736.3,1573.2300487974387,1567.6884571756254,18.471972072711086,316**2 * RBF(length_scale=1.35) + WhiteKernel(noise_level=10),2510.3,Continuing
9,279,1805.2,1430.3678033948997,1387.24303367838,143.749232388399,316**2 * RBF(length_scale=1.35) + WhiteKernel(noise_level=10),2510.3,Continuing
10,146,1722.5,1372.0569520248075,1320.1913156349929,172.88545463271532,316**2 * RBF(length_scale=1.41) + WhiteKernel(noise_level=10),2510.3,Continuing
11,246,1564.0,1275.7150730797714,1224.3726721093553,171.14133656805367,316**2 * RBF(length_scale=1.52) + WhiteKernel(noise_level=10),2510.3,Continuing
12,291,1577.8,1280.1495643041244,1219.6948813585568,201.51560981855891,316**2 * RBF(length_scale=1.53) + WhiteKernel(noise_level=0.00741),2510.3,Continuing
13,285,1812.1,990.8108710312672,940.3136440875045,168.32408981254235,316**2 * RBF(length_scale=1.5) + WhiteKernel(noise_level=10),2510.3,Continuing
14,77,1653.6,524.4879637878687,432.73196872479673,305.85331687690655,316**2 * RBF(length_scale=1.59) + WhiteKernel(noise_level=10),2510.3,Continuing
15,142,1340.1,521.4673845091837,432.3224740590898,297.14970150031314,316**2 * RBF(length_scale=1.63) + WhiteKernel(noise_level=10),2510.3,Continuing
16,21,1860.3,1023.134771976033,970.7415730633579,174.64399637558373,316**2 * RBF(length_scale=1.55) + WhiteKernel(noise_level=10),2510.3,Continuing
17,287,1615.8,447.4567263469574,354.6291942999718,309.4251068232853,316**2 * RBF(length_scale=1.65) + WhiteKernel(noise_level=10),2510.3,Continuing
18,14,1564.0,1591.1953813646555,1580.9180177695584,34.25787865032375,316**2 * RBF(length_scale=1.65) + WhiteKernel(noise_level=10),2510.3,Continuing
19,173,1522.7,1564.6297833831052,1559.8475567352793,15.940755492752842,316**2 * RBF(length_scale=1.62) + WhiteKernel(noise_level=10),2510.3,Continuing
20,54,1429.7,1420.7793831606475,1381.6918800530557,130.29167702530597,316**2 * RBF(length_scale=1.63) + WhiteKernel(noise_level=10),2510.3,Continuing
21,213,1405.6,1422.2682537563194,1405.0632415277375,57.350040761939425,316**2 * RBF(length_scale=1.64) + WhiteKernel(noise_level=10),2510.3,Continuing
22,35,1357.3,1358.070515649217,1342.5240098443262,51.82168601630239,316**2 * RBF(length_scale=1.65) + WhiteKernel(noise_level=10),2510.3,Continuing
23,38,1426.2,1241.622500376255,1231.1971075534093,34.751309409485664,316**2 * RBF(length_scale=1.59) + WhiteKernel(noise_level=10),2510.3,Continuing
24,223,1412.5,1407.2346158884866,1383.4095398864447,79.4169200068062,316**2 * RBF(length_scale=1.6) + WhiteKernel(noise_level=10),2510.3,Continuing
25,304,1302.8,1207.768222059616,1152.0516380211532,185.72194679487592,316**2 * RBF(length_scale=1.62) + WhiteKernel(noise_level=10),2510.3,Continuing
26,92,1280.7,1283.2180488698793,1244.4206440975092,129.32468257456674,316**2 * RBF(length_scale=1.63) + WhiteKernel(noise_level=10),2510.3,Continuing
27,63,1423.8,1242.884755423739,1213.6440048117272,97.46916870670654,316**2 * RBF(length_scale=1.65) + WhiteKernel(noise_level=10),2510.3,Continuing
28,50,1371.4,1427.2318165536185,1421.8254728130996,18.021145801729425,316**2 * RBF(length_scale=1.6) + WhiteKernel(noise_level=10),2510.3,Continuing
29,134,1282.2,1476.8699297210508,1461.1159364554856,52.513310885217216,316**2 * RBF(length_scale=1.54) + WhiteKernel(noise_level=10),2510.3,Continuing
30,67,1438.6,1650.4872415357597,1632.9855503689032,58.33897055618817,316**2 * RBF(length_scale=1.31) + WhiteKernel(noise_level=0.00799),2510.3,Continuing
31,197,1348.9,1413.560755018367,1403.211239599972,34.49838472798354,316**2 * RBF(length_scale=1.39) + WhiteKernel(noise_level=10),2510.3,Continuing
