Iteration,UCB Index,Observed UCB,Predicted UCB,Uncertainty UCB,EI Index,Observed EI,Predicted EI,Uncertainty EI,Max Yield Strength in Dataset,Stopping Reason
1,161,1167.2,1074.2013922626431,146.71828245629757,209,1309.8,1153.093963436147,97.85070138070968,2510.3,Continuing
2,116,1010.8,1084.6644467029362,151.54680020285392,28,1230.6,1200.7849039607738,131.74350429109217,2510.3,Continuing
3,297,1404.2,1044.7838959834373,157.3989056448881,190,1243.6,1226.6533342556215,64.57471292694397,2510.3,Continuing
4,310,1390.4,1363.0071291559204,59.33312373220016,241,1218.8,663.8253534325822,267.3674207232386,2510.3,Continuing
5,221,1506.8,1189.755968297264,124.3212532317827,271,1061.7,910.8488428755944,225.75178411534836,2510.3,Continuing
6,272,1555.8,1482.6368217724278,85.3878778079918,163,1383.5,1046.6557243728107,169.70955339047867,2510.3,Continuing
7,39,1071.4,1294.5325886569467,185.2769215216935,149,1304.3,1135.0624206116076,141.45279950745314,2510.3,Continuing
8,230,1475.8,1500.1699422541756,50.11050523875039,109,1437.3,1272.27612112493,59.132620593948715,2510.3,Continuing
9,51,1462.7,1358.666307968187,93.09916260191439,97,1420.0,1315.268503456291,70.82137857684428,2510.3,Continuing
10,253,1414.5,1408.1254936092619,16.96934488081194,70,1087.0,918.7378518616067,200.36382802198722,2510.3,Continuing
11,93,1755.2,1132.3178067898873,134.3738415870184,93,1755.2,635.7814327755348,248.98740146541616,2510.3,Continuing
12,288,1768.0,1648.2680398165357,86.11731171068465,157,1779.7,1558.3648983631324,140.61096101469644,2510.3,Continuing
13,262,1309.1,1077.5111656849685,247.729451910428,205,1730.2,692.1314356673718,275.30535760548753,2510.3,Continuing
14,242,1305.4,1240.2244982407228,118.29454668326022,185,1998.6,1348.8001370945422,189.60319633892107,2510.3,Continuing
15,126,1391.8,1084.4086249243649,198.12068975887865,34,1730.2,1799.5477778741642,97.1665410306728,2510.3,Continuing
16,54,1429.7,1295.8507460098172,110.715664115251,204,2005.5,1720.5528418853858,92.63967144975913,2510.3,Continuing
17,86,1453.8,1336.9726874620533,89.401911856234,64,1661.2,1664.626469654845,166.44364976663024,2510.3,Continuing
18,223,1412.5,1407.428014862468,42.63896204250555,68,2006.0,2001.7336245291822,6.350744808753522,2510.3,Continuing
19,180,1182.0,1322.919126627216,71.3060362352616,275,1392.4,1728.7954206389832,99.81182283171434,2510.3,Continuing
20,213,1405.6,1411.714783110794,22.642473439544016,115,1536.5,1527.2974616703318,177.11996161447556,2510.3,Continuing
21,287,1615.8,1320.7496676499939,68.15745045536217,280,1730.2,1667.6480841293383,96.40844049074646,2510.3,Continuing
22,14,1564.0,1595.9698326775615,12.711300702268616,289,1571.2,1253.921785277984,158.80818950514433,2510.3,Continuing
23,173,1522.7,1558.0710809327984,6.547489002364588,159,2356.4,1012.8861563752045,222.76923461664086,2510.3,Continuing
24,167,1731.7,1212.088669684028,139.98893853258198,194,1233.3,2316.4220792346932,68.43693267083628,2510.3,Continuing
25,88,1294.9,1250.7577055832962,74.98246090864767,300,1164.4,2359.8632272037576,198.81199572513157,2510.3,Continuing
26,49,1550.3,1334.463970677086,22.858896822568045,233,1088.6,2129.3918976686846,164.44750593095975,2510.3,Continuing
27,153,1194.0,1350.364988963317,46.362298388504726,192,1674.6,1207.5119652107194,194.3459711826957,2510.3,Continuing
28,38,1426.2,1295.6608870962227,51.5031878596356,22,1267.8,759.984991889138,256.99608379450694,2510.3,Continuing
29,80,1125.0,1016.2677337938352,218.15715760189673,66,1157.5,771.9139761904704,253.07560625860623,2510.3,Continuing
30,35,1357.3,1249.2982931580927,68.05201861630138,75,1471.1,514.9282315395341,284.85530822540477,2510.3,Continuing
31,277,1172.0,1110.1939054912405,138.52139227219567,309,1212.0,426.34020800063513,307.0372554707997,2510.3,Continuing
32,294,1390.4,1347.8005128585573,15.735018765378722,240,1267.1,528.479209801681,276.6310027120346,2510.3,Continuing
33,125,1272.6,1317.2528243429797,10.273878575685657,218,1169.2,1057.6809117884213,192.3612670128367,2510.3,Continuing
34,17,1188.6,1186.6603285526053,73.1881898010582,212,2249.6,210.34519217428226,308.56948733242626,2510.3,Continuing
35,58,1276.5,1286.0217157367074,22.368209164682256,191,2411.5,885.6678481115404,268.5151807077335,2510.3,Continuing
36,81,1280.8,1289.7008815627482,11.758882053459876,99,2411.5,1450.2932802371688,205.8982160068213,2510.3,Continuing
37,196,1150.6,964.5657760264847,169.9813674472754,73,2381.6,2279.8958904808987,100.5737404450405,2510.3,Continuing
38,29,1254.0,1288.7375911250401,6.9846798074821725,31,2487.3,2034.1045004352404,108.86945245259,2510.3,Continuing
39,91,1136.8,1017.5568179558122,164.3493677077976,292,2372.4,2038.8082533314164,82.33328681352616,2510.3,Continuing
40,133,1312.0,1274.898352511335,9.655457515292852,306,2510.3,1115.663563769043,233.30208795080858,2510.3,Max yield strength reached
