Iteration,UCB Index,Observed UCB,Predicted UCB,Uncertainty UCB,EI Index,Observed EI,Predicted EI,Uncertainty EI,Max Yield Strength in Dataset,Stopping Reason
1,294,1390.4,740.0603337848696,250.51667386434661,209,1309.8,1153.093963436147,97.85070138070968,2510.3,Continuing
2,163,1383.5,839.2553257706746,252.37686414562162,28,1230.6,1200.7849039607738,131.74350429109217,2510.3,Continuing
3,93,1755.2,904.777435095223,250.30176957778573,161,1167.2,1182.68280529314,103.15422117443141,2510.3,Continuing
4,39,1071.4,1301.572154392048,214.49313187682787,190,1243.6,1236.7227114870493,47.80816777281951,2510.3,Continuing
5,49,1550.3,1118.3112146103324,244.90196369491935,241,1218.8,775.6178037290001,242.23877060590257,2510.3,Continuing
6,115,1536.5,1011.2516355805508,247.4154145550169,116,1010.8,1196.3663514220423,130.13241024639146,2510.3,Continuing
7,117,1810.0,1349.310105261125,170.89955977094831,297,1404.2,1149.862780991215,128.55091169138257,2510.3,Continuing
8,231,1547.3,907.4211550208186,274.8712384428979,230,1475.8,862.8109638735887,207.55449325772403,2510.3,Continuing
9,40,2157.3,1351.0668543524637,161.66977382425088,221,1506.8,1342.037131367313,106.21300527216508,2510.3,Continuing
10,191,2411.5,1457.9775050994886,204.26909220872955,272,1555.8,1310.0001100378356,133.26914294867157,2510.3,Continuing
11,210,1580.0,1836.3129533861243,186.27685756019065,51,1462.7,1113.460739228037,190.99184145542327,2510.3,Continuing
12,107,1309.1,1923.9604806004309,165.43415199673373,242,1305.4,748.9479116601726,232.79979003977155,2510.3,Continuing
13,212,2249.6,2424.3975662901526,85.49135421962552,286,1297.5,1087.4620052228004,171.78235987688743,2510.3,Continuing
14,99,2411.5,2218.180091033747,86.46701681982964,157,1779.7,599.195538643239,267.5766512155151,2510.3,Continuing
15,6,1605.4,1643.8983386287923,191.87348419255622,288,1768.0,1586.6381797070371,141.48512046003265,2510.3,Continuing
16,289,1571.2,2139.5322031815253,84.09514482818899,185,1998.6,543.1619936909638,288.6594840252362,2510.3,Continuing
17,31,2487.3,2422.3579922152467,32.484835918512054,34,1730.2,1765.1737674198991,124.01311535163296,2510.3,Continuing
18,184,1012.8,2026.5413337861166,114.557566372293,204,2005.5,1709.5538113959576,116.1534504790694,2510.3,Continuing
19,73,2381.6,2350.7147510037576,45.0204660500577,68,2006.0,2003.5840707473335,7.110971744865367,2510.3,Continuing
20,292,2372.4,2312.8333507160496,34.531544873077486,280,1730.2,1721.2074273539665,125.02553886952849,2510.3,Continuing
21,86,1453.8,1377.4174380949567,210.00267592543364,64,1661.2,1494.2275923466668,196.01806044668064,2510.3,Continuing
22,106,2381.6,2211.7577575034657,37.40412458444584,205,1730.2,1365.9893984328098,209.61572950867264,2510.3,Continuing
23,306,2510.3,2069.5126458389946,47.1589281167242,127,1737.2,1565.091884492498,140.03734786243487,2510.3,Max yield strength reached
