Iteration,UCB Index,Observed UCB,Predicted UCB,Uncertainty UCB,EI Index,Observed EI,Predicted EI,Uncertainty EI,Max Yield Strength in Dataset,Stopping Reason
1,136,1199.0,4.990026596343547e-11,316.24357700987383,136,1199.0,4.990026596343547e-11,316.24357700987383,2510.3,Continuing
2,296,1681.2,1241.8335832785488,35.95691575702269,296,1681.2,1241.8335832785488,35.95691575702269,2510.3,Continuing
3,244,1081.1,1223.7028140049788,197.8750658565526,244,1081.1,1223.7028140049788,197.8750658565526,2510.3,Continuing
4,124,1600.0,986.8639998849321,186.3565176897463,8,1683.0,920.6740034860784,209.94197303603784,2510.3,Continuing
5,203,1688.1,1360.2965640242735,107.52278671573939,215,1688.1,1287.1965235762866,143.46915210120682,2510.3,Continuing
6,216,1371.1,1374.6067493493788,138.10923722291344,216,1371.1,1564.3375146641138,76.79327833555462,2510.3,Continuing
7,102,1575.5,1342.9352112845177,75.38254562537067,291,1577.8,887.7396888998717,271.00620199097835,2510.3,Continuing
8,30,1194.0,1265.8439899007403,92.71617987226178,176,1026.6,1277.2489907014758,204.77234460027557,2510.3,Continuing
9,263,1123.1,966.6363310388068,207.81250001653854,119,1736.3,1445.8814762471845,116.60701606833237,2510.3,Continuing
10,11,1232.0,1013.8350401599287,85.29548239842882,21,1860.3,1690.2696481777696,47.9359081117147,2510.3,Continuing
11,123,1729.4,730.0947795088738,271.39248960964903,188,1681.2,1790.0258103558344,36.643184638548256,2510.3,Continuing
12,6,1605.4,765.403055850376,293.0050056592789,305,1139.7,1274.318784850704,181.1879484341747,2510.3,Continuing
13,299,1777.6,1523.4074371762774,111.17764644986146,175,1074.9,909.6491521413686,238.40824625852818,2510.3,Continuing
14,121,1795.5,1775.1463215625815,14.08520739459843,167,1731.7,1282.1244181756945,145.9773281327916,2510.3,Continuing
15,276,1629.9,1800.707248271746,31.46062695546669,126,1391.8,1626.6673676656967,71.08558974341761,2510.3,Continuing
16,262,1309.1,2016.118517439827,100.27715067113738,150,1846.5,1769.5238787177914,27.102397324025333,2510.3,Continuing
17,76,1669.3,1793.7952090361773,155.00283987136862,220,1373.9,833.877881057853,254.97888828649516,2510.3,Continuing
18,222,1792.1,1796.6472813209675,4.556285633067278,200,1133.4,1347.06665497408,127.39111916831057,2510.3,Continuing
19,278,1743.5,1791.4762678468323,3.8142665948163867,219,1804.2,1410.1539090518804,110.01900999030437,2510.3,Continuing
20,280,1730.2,1763.567793067632,125.48121250643865,231,1547.3,1546.7678821549443,110.66076361133206,2510.3,Continuing
21,300,1164.4,1706.6537182923212,92.34386412415286,49,1550.3,1639.8763346182882,62.827978504403156,2510.3,Continuing
22,115,1536.5,1849.7445685923785,91.9002688642949,240,1267.1,1318.7910831620823,124.25828035024513,2510.3,Continuing
23,186,1741.8,1769.7636579022696,5.825298174171405,45,1716.3,493.1943201081291,289.37893435958085,2510.3,Continuing
24,260,1599.4,1745.6759765566094,30.607693578335937,206,2331.1,1528.8188007332847,136.2823407852942,2510.3,Continuing
25,289,1571.2,1759.8232986268079,49.747355161893545,71,2501.1,2325.793619444137,36.46421779252184,2510.3,Continuing
26,185,1998.6,1742.9627855930048,49.21567618787116,147,1736.3,1885.6357183957987,171.79212604295532,2510.3,Continuing
27,34,1730.2,1878.7369781192997,56.900176373172066,273,2402.3,2443.937558893208,17.64862573227179,2510.3,Continuing
28,157,1779.7,1727.151928631647,149.1456421135124,171,1837.9,1464.1989293423044,196.97568221284791,2510.3,Continuing
29,68,2006.0,1790.6730017457378,27.459377342518316,138,1525.0,249.07951756330476,310.93841643219184,2510.3,Continuing
30,204,2005.5,2008.8235617370992,5.150193920847202,265,1680.6,324.37588964393376,310.83861504707653,2510.3,Continuing
31,288,1768.0,1742.9283111130135,83.67612715721815,135,1354.2,785.0735165992521,231.16894872693518,2510.3,Continuing
32,117,1810.0,1761.9525103737542,7.329375611942496,235,1419.4,520.4492820342155,267.1997073598411,2510.3,Continuing
33,93,1755.2,1687.8290018429363,96.26110347685854,181,1801.8,756.0085011386807,250.48790799271643,2510.3,Continuing
34,189,1818.0,1755.9083074865193,5.603258582045168,169,1250.5,895.1947676270808,275.4730457630539,2510.3,Continuing
35,82,1746.6,1765.7750891412725,3.9725362217839013,0,1167.2,0.0,316.24357700987383,2510.3,Continuing
36,227,1874.6,1611.9992348433152,104.7735771547318,26,1236.6,722.007740725644,214.04859250283903,2510.3,Continuing
37,19,1723.2,1854.113120317373,81.38573495936619,44,1474.4,1480.177954055476,123.35171808118247,2510.3,Continuing
38,275,1392.4,1887.640620456133,44.67441382053745,139,1350.4,1211.7062944066108,153.81937104560632,2510.3,Continuing
39,79,1641.2,1675.9365682768523,34.151954423929105,7,1306.9,824.444510378235,195.42768769607503,2510.3,Continuing
