Iteration,UCB Index,Observed UCB,Predicted UCB,Uncertainty UCB,EI Index,Observed EI,Predicted EI,Uncertainty EI,Max Yield Strength in Dataset,Stopping Reason
1,153,1194.0,767.0898418293882,244.92410657551034,209,1309.8,1153.093963436147,97.85070138070968,2510.3,Continuing
2,207,1019.0,953.6295083802572,201.07894537736834,28,1230.6,1200.7849039607738,131.74350429109217,2510.3,Continuing
3,57,1235.9,772.9307115148912,240.29811929844016,161,1167.2,1182.68280529314,103.15422117443141,2510.3,Continuing
4,138,1525.0,1084.0446274069564,175.45623216094384,294,1390.4,1170.1191396121876,84.18008765821565,2510.3,Continuing
5,265,1680.6,1194.5569732922152,142.2215426919934,297,1404.2,1109.3472482403208,163.9391692725918,2510.3,Continuing
6,203,1688.1,1304.8865863303083,118.78571010835633,310,1390.4,1347.4650063069448,46.36280382923418,2510.3,Continuing
7,123,1729.4,1381.0247710874355,134.07395143923375,163,1383.5,937.8024454371798,221.79391638756908,2510.3,Continuing
8,30,1194.0,1624.0166442096852,85.40939569405921,253,1414.5,1330.2755321576278,96.28181045978991,2510.3,Continuing
9,124,1600.0,1649.5728962756177,81.63671158428347,230,1475.8,1311.0305245430743,76.59964216742758,2510.3,Continuing
10,220,1373.9,1100.3623109842924,205.38186778996896,221,1506.8,1398.7626404887455,58.48802886816278,2510.3,Continuing
11,263,1123.1,1354.3771981744721,145.91896623762062,272,1555.8,1359.4550705954048,100.32588949674012,2510.3,Continuing
12,118,1603.3,1411.8814952789653,123.62121866902503,51,1462.7,1123.8444824569956,168.62624345543225,2510.3,Continuing
13,71,2501.1,1375.804757634777,128.88884939157347,39,1071.4,726.3321648440581,268.74634069425673,2510.3,Continuing
14,206,2331.1,2457.4099935089025,25.36335872828311,88,1294.9,821.6082285185412,228.35888756898214,2510.3,Continuing
15,171,1837.9,2034.6876811446296,162.13577960492503,255,1280.2,1170.0371104606743,134.89794609675775,2510.3,Continuing
16,273,2402.3,2448.160683606762,13.67472160546157,93,1755.2,873.9097952025922,215.80633466480367,2510.3,Continuing
17,147,1736.3,1937.6348282896765,99.05001648291288,288,1768.0,1454.560265564915,138.5524102933069,2510.3,Continuing
18,264,1288.4,1673.5819052365114,96.8856880644792,157,1779.7,1578.1024393902112,105.84333049930913,2510.3,Continuing
19,274,1486.2,1326.0198092467417,187.3624549198486,27,1825.8,712.719128453651,271.22271241110025,2510.3,Continuing
20,8,1683.0,1376.1963629697639,165.56944583267023,187,1870.6,1791.2113160912672,19.107152787398718,2510.3,Continuing
21,215,1688.1,1410.0456420096266,167.36762169416963,262,1309.1,509.5301194896618,297.75750439318296,2510.3,Continuing
22,291,1577.8,1232.951966593209,200.7152805196218,86,1453.8,999.065799449608,218.55431838890908,2510.3,Continuing
23,45,1716.3,1792.109550690245,55.412278601173035,54,1429.7,1157.2298869367794,183.31552080719976,2510.3,Continuing
24,21,1860.3,1503.7127996642812,120.90751726318554,126,1391.8,868.0170740673941,236.32013756983335,2510.3,Continuing
25,231,1547.3,1355.8548077217536,161.55130850010642,80,1125.0,884.8957309534884,228.39926222293954,2510.3,Continuing
26,119,1736.3,1757.699853143337,57.692314618042225,167,1731.7,1011.4356563436502,193.44335816848132,2510.3,Continuing
27,188,1681.2,1800.336472510332,26.603741698356185,115,1536.5,567.1796866055744,279.60825126670824,2510.3,Continuing
28,2,1382.2,1241.837841490229,174.04937403850232,205,1730.2,1148.6650611632613,214.11911898111325,2510.3,Continuing
29,216,1371.1,1554.4995248075234,82.54379656814848,185,1998.6,1313.1402315432083,209.6339324564188,2510.3,Continuing
30,150,1846.5,1786.727741701062,23.70670466535246,204,2005.5,1821.1017705907318,105.81762970962605,2510.3,Continuing
31,200,1133.4,1136.8127668570842,183.39783952191732,34,1730.2,1869.9954622808143,100.07113227412829,2510.3,Continuing
32,246,1564.0,1716.7352877357825,26.27152186550079,68,2006.0,2002.7641687521505,6.524733962805928,2510.3,Continuing
33,108,1164.4,1599.294011660762,97.23112212526715,64,1661.2,1597.223011320401,163.8421983844269,2510.3,Continuing
34,16,1328.3,1614.0006073394998,82.36357287767522,127,1737.2,1585.8308356606135,127.38618332665894,2510.3,Continuing
35,219,1804.2,1366.613550510967,139.38178265429264,280,1730.2,1693.4178634562436,95.05178516932399,2510.3,Continuing
36,309,1212.0,1525.5169355505527,133.04424290324195,289,1571.2,1274.7731837014012,159.96491089397614,2510.3,Continuing
37,142,1340.1,1821.0969098345922,22.938887682752068,222,1792.1,650.897810536492,268.9206976201336,2510.3,Continuing
38,198,1061.1,1711.4215256058283,119.83033826142902,276,1629.9,1495.3351381504285,157.9619235613579,2510.3,Continuing
39,191,2411.5,1603.2916464773277,162.89315224279574,239,1144.8,965.8294447726955,223.26907746502718,2510.3,Continuing
40,6,1605.4,1759.148610413089,197.2363653793469,40,2157.3,859.120864607004,243.6865586162274,2510.3,Continuing
41,212,2249.6,2209.1431721173512,69.8592859207242,176,1026.6,1102.853114146022,261.90283072367174,2510.3,Continuing
42,99,2411.5,2150.236390129284,71.53424194613328,306,2510.3,1050.9624168191717,208.08051585392005,2510.3,Max yield strength reached
