Iteration,Experiment Index,Observed Yield Strength,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Yield Strength in Dataset,Stopping Reason
0,215,1688.1,,,,316**2 * RBF(length_scale=1) + WhiteKernel(noise_level=10),2510.3,Initial selection
1,33,1819.0,1951.7125312936193,420.2850022932534,306.28550580007317,316**2 * RBF(length_scale=5.29) + WhiteKernel(noise_level=10),2510.3,Continuing
2,228,1240.2,2409.786111124542,1330.1241103136226,215.93240016218382,316**2 * RBF(length_scale=5.04) + WhiteKernel(noise_level=10),2510.3,Continuing
3,305,1139.7,2383.153796269935,1239.3196862409375,228.76682200579953,316**2 * RBF(length_scale=4.9) + WhiteKernel(noise_level=10),2510.3,Continuing
4,142,1340.1,2369.4002300833267,1132.790514286968,247.32194315927177,316**2 * RBF(length_scale=5.28) + WhiteKernel(noise_level=10),2510.3,Continuing
5,291,1577.8,2279.0922195993276,1694.6882960579921,116.88078470826706,316**2 * RBF(length_scale=5) + WhiteKernel(noise_level=10),2510.3,Continuing
6,298,1040.4,2163.8793868767866,1185.8958480939111,195.59670775657509,316**2 * RBF(length_scale=4.99) + WhiteKernel(noise_level=10),2510.3,Continuing
7,246,1564.0,2127.149616810394,1563.6865831412738,112.69260673382408,316**2 * RBF(length_scale=5.06) + WhiteKernel(noise_level=10),2510.3,Continuing
8,266,1667.4,2074.0052669059664,1754.9804336345978,63.80496665427374,316**2 * RBF(length_scale=4.98) + WhiteKernel(noise_level=10),2510.3,Continuing
9,285,1812.1,2086.0785355270536,1770.9188807633423,63.03193095274224,316**2 * RBF(length_scale=5.15) + WhiteKernel(noise_level=10),2510.3,Continuing
10,175,1074.9,2036.6733893314536,1040.8765504709938,199.15936777209194,316**2 * RBF(length_scale=5.19) + WhiteKernel(noise_level=10),2510.3,Continuing
11,119,1736.3,1952.4355529632983,1805.4504048872352,29.397029615212613,316**2 * RBF(length_scale=4.86) + WhiteKernel(noise_level=10),2510.3,Continuing
12,122,1028.7,1987.144889914889,667.7427931566768,263.88041935164244,316**2 * RBF(length_scale=5.02) + WhiteKernel(noise_level=10),2510.3,Continuing
13,55,1463.0,1979.6952994512117,929.0879726333714,210.12146536356803,316**2 * RBF(length_scale=4.96) + WhiteKernel(noise_level=10),2510.3,Continuing
14,89,1021.0,1979.826491454348,1512.9958938396494,93.36611952293967,316**2 * RBF(length_scale=4.19) + WhiteKernel(noise_level=10),2510.3,Continuing
15,77,1653.6,2133.1487720107734,1763.8243323275233,73.86488793664998,316**2 * RBF(length_scale=4.27) + WhiteKernel(noise_level=10),2510.3,Continuing
16,135,1354.2,2077.6473054126063,927.8087638003028,229.9677083224607,316**2 * RBF(length_scale=4.34) + WhiteKernel(noise_level=10),2510.3,Continuing
17,265,1680.6,2066.0850289713326,956.6934640222495,221.8783129898166,316**2 * RBF(length_scale=4.44) + WhiteKernel(noise_level=10),2510.3,Continuing
18,187,1870.6,2179.1488580256078,1499.9911678727187,135.8315380305778,316**2 * RBF(length_scale=4.3) + WhiteKernel(noise_level=10),2510.3,Continuing
19,176,1026.6,2249.9111212830376,1469.1987912635934,156.14246600388884,316**2 * RBF(length_scale=4.07) + WhiteKernel(noise_level=10),2510.3,Continuing
20,47,1228.9,2217.5840097288096,1158.3256213782342,211.85167767011507,316**2 * RBF(length_scale=4.1) + WhiteKernel(noise_level=10),2510.3,Continuing
21,41,1169.4,2127.521814924431,1408.0188229632925,143.9005983922277,316**2 * RBF(length_scale=4.06) + WhiteKernel(noise_level=10),2510.3,Continuing
22,140,1521.3,1949.6683049814612,1442.897660854089,101.35412882547443,316**2 * RBF(length_scale=4.07) + WhiteKernel(noise_level=10),2510.3,Continuing
23,188,1681.2,1943.9427682137625,1837.6805242685732,21.252448789037846,316**2 * RBF(length_scale=3.45) + WhiteKernel(noise_level=10),2510.3,Continuing
24,123,1729.4,2223.3830993945985,1379.7484489663975,168.72693008564025,316**2 * RBF(length_scale=3.38) + WhiteKernel(noise_level=10),2510.3,Continuing
25,138,1525.0,2227.9688324781296,1279.1682305817383,189.76012037927825,316**2 * RBF(length_scale=3.41) + WhiteKernel(noise_level=10),2510.3,Continuing
26,179,1205.8,2141.100390786898,1266.6962479684776,174.88082856368408,316**2 * RBF(length_scale=3.41) + WhiteKernel(noise_level=10),2510.3,Continuing
27,36,1245.4,2138.906202611606,1403.6796190428586,147.04531671374957,316**2 * RBF(length_scale=3.42) + WhiteKernel(noise_level=10),2510.3,Continuing
28,136,1199.0,2081.7750027587817,1128.8442705842488,190.58614643490654,316**2 * RBF(length_scale=3.44) + WhiteKernel(noise_level=10),2510.3,Continuing
29,147,1736.3,2046.7112749776454,1410.9041669548321,127.16142160456265,316**2 * RBF(length_scale=3.5) + WhiteKernel(noise_level=10),2510.3,Continuing
30,40,2157.3,2081.345191573763,1296.8858527028576,156.89186777418107,316**2 * RBF(length_scale=3.34) + WhiteKernel(noise_level=10),2510.3,Continuing
31,212,2249.6,2434.895407234853,1648.971363615471,157.18480872387636,316**2 * RBF(length_scale=3.28) + WhiteKernel(noise_level=10),2510.3,Continuing
32,71,2501.1,2639.2016290054908,1942.3590159526957,139.36852261055907,316**2 * RBF(length_scale=3.32) + WhiteKernel(noise_level=10),2510.3,Continuing
33,289,1571.2,2724.526734255933,2320.7051747337127,80.7643119044441,316**2 * RBF(length_scale=2.88) + WhiteKernel(noise_level=10),2510.3,Continuing
34,306,2510.3,3019.253427209411,2443.096989552507,115.23128753138076,316**2 * RBF(length_scale=2.89) + WhiteKernel(noise_level=10),2510.3,Max yield strength reached
