Iteration,Experiment Index,Observed Yield Strength,UCB Score,Mean Prediction,Standard Deviation,Max Yield Strength in Dataset,Stopping Reason
0,57,1235.9,,,,2510.3,Initial selection
1,11,1232.0,394.80708743042624,175.69585382264958,31.301604801110955,2510.3,Continuing
2,296,1681.2,1255.468983218861,1213.2081548192332,6.037261199946843,2510.3,Continuing
3,244,1081.1,1364.8880011454114,1289.8196876368747,10.72404478693382,2510.3,Continuing
4,136,1199.0,987.5455882520902,878.5720802284537,15.56764400337663,2510.3,Continuing
5,138,1525.0,1118.8444308697494,1041.2468188293321,11.085373148631042,2510.3,Continuing
6,157,1779.7,1453.6891998201284,1360.1329029427518,13.365185268196642,2510.3,Continuing
7,93,1755.2,1795.3159378063388,1749.2277870475182,6.584021536974351,2510.3,Continuing
8,288,1768.0,1790.0538430264628,1748.4878321712245,5.938001550748328,2510.3,Continuing
9,147,1736.3,1793.37326165568,1734.0454934546078,8.475395457296019,2510.3,Continuing
10,201,1586.7,1772.3313125097654,1734.259079761992,5.438890392539059,2510.3,Continuing
11,239,1144.8,1873.2220638627275,1822.690457923777,7.218800848421485,2510.3,Continuing
12,123,1729.4,1622.9083795692175,1589.364307377728,4.792010313069922,2510.3,Continuing
13,40,2157.3,1622.1132513024934,1487.5805625286496,19.21895553912055,2510.3,Continuing
14,306,2510.3,1954.9132605039092,1836.0434251263607,16.98140505393551,2510.3,Max yield strength reached
