Iteration,UCB Index,Observed UCB,Predicted UCB,Uncertainty UCB,EI Index,Observed EI,Predicted EI,Uncertainty EI,Max Yield Strength in Dataset,Stopping Reason
1,136,1199.0,4.990026596343547e-11,316.24357700987383,136,1199.0,4.990026596343547e-11,316.24357700987383,2510.3,Continuing
2,169,1250.5,1081.3971119796706,147.15449452050737,296,1681.2,1241.8335832785488,35.95691575702269,2510.3,Continuing
3,265,1680.6,1239.0079159981951,47.06299565668401,244,1081.1,1223.7028140049788,197.8750658565526,2510.3,Continuing
4,65,1362.9,1315.2438178747952,139.51369954187874,8,1683.0,920.6740034860784,209.94197303603784,2510.3,Continuing
5,245,1298.8,1363.5657052250483,98.06599232613398,124,1600.0,1443.518806631024,130.25378236127344,2510.3,Continuing
6,138,1525.0,1333.5180141952837,106.16851582600495,203,1688.1,1443.636926420931,90.74115583828755,2510.3,Continuing
7,175,1074.9,1372.6111984835154,64.46895324958771,198,1061.1,883.5614654729864,272.3960682534628,2510.3,Continuing
8,135,1354.2,1366.9171433229749,57.918470411941726,215,1688.1,1286.9479764536504,140.21347340348638,2510.3,Continuing
9,171,1837.9,1119.4638282122041,154.2958416189119,216,1371.1,1542.0828759612136,70.11467685914953,2510.3,Continuing
10,71,2501.1,1720.3291244497066,91.29846247133557,291,1577.8,980.2785411794383,223.7253481929527,2510.3,Continuing
11,206,2331.1,2494.9608267571825,21.075863862212014,2,1382.2,1238.9391265371255,191.18778396559955,2510.3,Continuing
12,273,2402.3,2439.8152112956195,15.293075797266058,119,1736.3,1426.3887900574696,110.61994843259747,2510.3,Continuing
13,264,1288.4,1822.1372770100807,190.46981586125636,21,1860.3,1695.192102260555,46.01107845580517,2510.3,Continuing
14,147,1736.3,1972.2103122888966,107.28619328053074,188,1681.2,1790.0058579726087,38.088190458591576,2510.3,Continuing
15,45,1716.3,1734.819847552515,82.30617241184385,305,1139.7,1198.5875125007904,188.57310607170976,2510.3,Continuing
16,263,1123.1,1157.2481133899414,228.29241914990146,263,1123.1,1059.2367013436187,196.89619553322404,2510.3,Continuing
