Iteration,UCB Index,Observed UCB,Predicted UCB,Uncertainty UCB,EI Index,Observed EI,Predicted EI,Uncertainty EI,Max Yield Strength in Dataset,Stopping Reason
1,136,1199.0,4.990026596343547e-11,316.24357700987383,136,1199.0,4.990026596343547e-11,316.24357700987383,2510.3,Continuing
2,296,1681.2,1241.8335832785488,35.95691575702269,296,1681.2,1241.8335832785488,35.95691575702269,2510.3,Continuing
3,244,1081.1,1223.7028140049788,197.8750658565526,244,1081.1,1223.7028140049788,197.8750658565526,2510.3,Continuing
4,124,1600.0,986.8639998849321,186.3565176897463,8,1683.0,920.6740034860784,209.94197303603784,2510.3,Continuing
5,203,1688.1,1360.2965640242735,107.52278671573939,215,1688.1,1287.1965235762866,143.46915210120682,2510.3,Continuing
6,216,1371.1,1374.6067493493788,138.10923722291344,216,1371.1,1564.3375146641138,76.79327833555462,2510.3,Continuing
7,102,1575.5,1342.9352112845177,75.38254562537067,291,1577.8,887.7396888998717,271.00620199097835,2510.3,Continuing
8,30,1194.0,1265.8439899007403,92.71617987226178,176,1026.6,1277.2489907014758,204.77234460027557,2510.3,Continuing
9,263,1123.1,966.6363310388068,207.81250001653854,119,1736.3,1445.8814762471845,116.60701606833237,2510.3,Continuing
10,11,1232.0,1013.8350401599287,85.29548239842882,21,1860.3,1690.2696481777696,47.9359081117147,2510.3,Continuing
11,123,1729.4,730.0947795088738,271.39248960964903,188,1681.2,1790.0258103558344,36.643184638548256,2510.3,Continuing
12,6,1605.4,765.403055850376,293.0050056592789,305,1139.7,1274.318784850704,181.1879484341747,2510.3,Continuing
13,115,1536.5,1528.4202617966566,94.55200365928923,175,1074.9,909.6491521413686,238.40824625852818,2510.3,Continuing
14,299,1777.6,1526.6892387934454,104.72115912355356,167,1731.7,1282.1244181756945,145.9773281327916,2510.3,Continuing
15,219,1804.2,1778.8965531964586,6.382099363404297,126,1391.8,1626.6673676656967,71.08558974341761,2510.3,Continuing
16,189,1818.0,1792.1203647632356,4.284528696584679,150,1846.5,1769.5238787177914,27.102397324025333,2510.3,Continuing
17,213,1405.6,1904.7340266383144,132.48966877155846,220,1373.9,833.877881057853,254.97888828649516,2510.3,Continuing
18,276,1629.9,1830.3594658121874,38.45365711583654,200,1133.4,1347.06665497408,127.39111916831057,2510.3,Continuing
19,186,1741.8,1794.3683609844302,3.789173899449259,186,1741.8,1396.0425165020092,111.05597614035078,2510.3,Continuing
20,238,1188.5,1972.1223118248163,234.13123319404758,231,1547.3,1524.1959338740262,108.46748546640984,2510.3,Continuing
21,82,1746.6,1778.52596149752,3.6528931175027743,262,1309.1,1635.3802812333624,69.82881658676456,2510.3,Continuing
22,117,1810.0,1526.2005003123995,84.76669046578161,240,1267.1,1320.6895217617757,130.67164929379075,2510.3,Continuing
23,278,1743.5,1580.6051767185872,48.36700153222292,246,1564.0,1723.9582159222127,31.466910024828724,2510.3,Continuing
24,222,1792.1,1547.1779010111513,84.36446902617908,142,1340.1,1843.56194507699,25.577998566219495,2510.3,Continuing
25,121,1795.5,1768.1938038413166,23.127399211609365,146,1722.5,1768.6959750806388,89.36901227917616,2510.3,Continuing
26,54,1429.7,762.038411656525,265.73480577642096,14,1564.0,1348.034889313269,185.61154414510725,2510.3,Continuing
27,49,1550.3,217.80380459650908,307.22554270602456,134,1282.2,1378.6469368422959,182.34475858597847,2510.3,Continuing
28,287,1615.8,112.77006156103162,314.14383054023546,19,1723.2,1110.6437313553756,245.40749722562376,2510.3,Continuing
29,173,1522.7,1509.1325417176806,98.33700099980473,198,1061.1,1509.109481064186,168.3220860541809,2510.3,Continuing
30,38,1426.2,478.16750929112516,261.6438006034715,192,1674.6,1676.4579421303852,127.51228377305908,2510.3,Continuing
31,35,1357.3,697.528312501551,257.9721759012758,161,1167.2,1396.4112582573543,164.243259183027,2510.3,Continuing
32,223,1412.5,392.898297629293,299.29998300687834,204,2005.5,1543.6304851947339,121.48442499129366,2510.3,Continuing
33,86,1453.8,672.4733535161364,260.8553696674131,34,1730.2,1883.080542513941,75.63568854770959,2510.3,Continuing
34,205,1730.2,76.2828330874387,315.8520928171904,64,1661.2,1870.4223397712626,92.71575080262532,2510.3,Continuing
35,252,1730.2,634.7515241570893,297.557321133594,68,2006.0,2000.6672783273943,5.237808763506973,2510.3,Continuing
36,127,1737.2,1430.8636070087587,143.44454640114427,185,1998.6,1860.6972840886174,57.497513179459105,2510.3,Continuing
37,275,1392.4,1407.5527961469159,179.61549953132143,288,1768.0,1310.2495873420494,187.4580659395031,2510.3,Continuing
38,227,1874.6,838.1798203910752,129.58112942718407,157,1779.7,1738.1755077768194,74.70857245371573,2510.3,Continuing
39,79,1641.2,751.8471943102703,298.6766621927203,40,2157.3,1356.1006191368756,159.29381867925946,2510.3,Continuing
