Iteration,UCB Index,Observed UCB,Predicted UCB,Uncertainty UCB,EI Index,Observed EI,Predicted EI,Uncertainty EI,Max Yield Strength in Dataset,Stopping Reason
1,136,1199.0,4.990026596343547e-11,316.24357700987383,136,1199.0,4.990026596343547e-11,316.24357700987383,2510.3,Continuing
2,296,1681.2,1241.8335832785488,35.95691575702269,296,1681.2,1241.8335832785488,35.95691575702269,2510.3,Continuing
3,244,1081.1,1223.7028140049788,197.8750658565526,244,1081.1,1223.7028140049788,197.8750658565526,2510.3,Continuing
4,124,1600.0,986.8639998849321,186.3565176897463,8,1683.0,920.6740034860784,209.94197303603784,2510.3,Continuing
5,203,1688.1,1360.2965640242735,107.52278671573939,215,1688.1,1287.1965235762866,143.46915210120682,2510.3,Continuing
6,216,1371.1,1374.6067493493788,138.10923722291344,216,1371.1,1564.3375146641138,76.79327833555462,2510.3,Continuing
7,102,1575.5,1342.9352112845177,75.38254562537067,291,1577.8,887.7396888998717,271.00620199097835,2510.3,Continuing
8,30,1194.0,1265.8439899007403,92.71617987226178,176,1026.6,1277.2489907014758,204.77234460027557,2510.3,Continuing
9,263,1123.1,966.6363310388068,207.81250001653854,119,1736.3,1445.8814762471845,116.60701606833237,2510.3,Continuing
10,123,1729.4,864.8712989335904,255.19084756943235,21,1860.3,1690.2696481777696,47.9359081117147,2510.3,Continuing
11,6,1605.4,989.2863334969202,276.4049872982364,188,1681.2,1790.0258103558344,36.643184638548256,2510.3,Continuing
12,306,2510.3,1518.9257987692247,113.75049671486302,305,1139.7,1274.318784850704,181.1879484341747,2510.3,Max yield strength reached
